name,price,type,efficiency,wattage,modular,color,efficiency_type,modularity,Watts
EVGA SuperNOVA 1000 G+,317.0,ATX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
EVGA SuperNOVA 750 G6,139.28,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
MSI MPG A1000G,,ATX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
FSP Group Hydro GE,89.99,ATX,0.925531914893617,0.1891891891891892,1.0,,gold,Full,550
EVGA SuperNOVA 650 P2,144.99,ATX,0.9574468085106382,0.24324324324324326,1.0,,platinum,Full,650
Fractal Design Ion Gold,154.29,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Enermax CYBERBRON,,ATX,0.8723404255319148,0.16216216216216217,0.0,Black / Silver,bronze,False,500
be quiet! Dark Power 13,209.9,ATX,1.0,0.2972972972972973,1.0,Black,titanium,Full,750
Apevia Prestige,74.98,ATX,0.925531914893617,0.43243243243243246,0.0,Black,gold,False,1000
Silverstone HELA 1200R,238.29,ATX,0.9574468085106382,0.5405405405405406,1.0,Black,platinum,Full,1200
Cooler Master MWE White V2 230V,,ATX,0.851063829787234,0.2702702702702703,0.0,Black,plus,False,700
EVGA 750 BQ,,ATX,0.8723404255319148,0.2972972972972973,0.6000000000000001,,bronze,Semi,750
Corsair SF600,,SFX,0.925531914893617,0.21621621621621623,1.0,,gold,Full,600
Raidmax RX-530SS,49.99,ATX,0.0,0.1783783783783784,0.6000000000000001,,white,Semi,530
Thermaltake TR2,,ATX,0.0,0.16216216216216217,0.0,,white,False,500
EVGA 650BP,74.99,ATX,0.8723404255319148,0.24324324324324326,0.0,Black,bronze,False,650
Segotep GM,,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
Gigabyte P1000GM,,ATX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
EVGA 500 BQ,114.99,ATX,0.8723404255319148,0.16216216216216217,0.6000000000000001,,bronze,Semi,500
Super Flower Leadex Platinum SE,169.99,ATX,0.9574468085106382,0.5405405405405406,1.0,Black,platinum,Full,1200
EVGA SuperNOVA 850 G3,,ATX,0.925531914893617,0.35135135135135137,1.0,,gold,Full,850
PowerSpec PS 650BSM,,ATX,0.8723404255319148,0.24324324324324326,0.6000000000000001,Black,bronze,Semi,650
EVGA SuperNOVA 1000 P6,289.99,ATX,0.9574468085106382,0.43243243243243246,1.0,Black / Silver,platinum,Full,1000
Corsair CX550M,,ATX,0.8723404255319148,0.1891891891891892,0.6000000000000001,Black,bronze,Semi,550
PowerSpec PS 650BF,,ATX,0.8723404255319148,0.24324324324324326,0.0,Black,bronze,False,650
EVGA 500 GD,,ATX,0.925531914893617,0.16216216216216217,0.0,Black,gold,False,500
SeaSonic PRIME Ultra Titanium,209.99,ATX,1.0,0.2972972972972973,1.0,,titanium,Full,750
Corsair HX1200i,639.0,ATX,0.9574468085106382,0.5405405405405406,1.0,,platinum,Full,1200
EVGA SuperNOVA 850 G5,198.85,ATX,0.925531914893617,0.35135135135135137,1.0,Black / Green,gold,Full,850
Cooler Master MWE Gold 1250 - V2,199.99,ATX,0.925531914893617,0.5675675675675675,1.0,Black,gold,Full,1250
Silverstone DA850 Gold,,ATX,0.925531914893617,0.35135135135135137,1.0,Black / White,gold,Full,850
Phanteks Revolt SFX,183.99,SFX,0.9574468085106382,0.35135135135135137,1.0,Black,platinum,Full,850
Enermax REVOLUTION D.F. 2,129.99,ATX,0.925531914893617,0.45945945945945943,1.0,Black,gold,Full,1050
EVGA SuperNOVA 750 P5,,ATX,0.9574468085106382,0.2972972972972973,1.0,Black / Teal,platinum,Full,750
Cooler Master Elite 400 V3,53.21,ATX,0.851063829787234,0.10810810810810811,0.0,Black,plus,False,400
be quiet! SFX L Power,142.38,SFX,0.925531914893617,0.16216216216216217,1.0,,gold,Full,500
Corsair TX650M,,ATX,0.925531914893617,0.24324324324324326,0.6000000000000001,Black,gold,Semi,650
EVGA 750 BP,89.99,ATX,0.8723404255319148,0.2972972972972973,0.0,Black,bronze,False,750
Corsair CX650F,169.99,ATX,0.8723404255319148,0.24324324324324326,1.0,Black,bronze,Full,650
Corsair CX600,178.41,ATX,0.8723404255319148,0.21621621621621623,0.0,,bronze,False,600
Asus TUF Gaming,,ATX,0.8723404255319148,0.2972972972972973,0.0,Black,bronze,False,750
MSI MPG A750G PCIE5,139.99,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
Corsair SF450,229.99,SFX,0.925531914893617,0.13513513513513514,1.0,,gold,Full,450
be quiet! Straight Power 11 850W,158.99,ATX,0.925531914893617,0.35135135135135137,1.0,,gold,Full,850
EVGA SuperNOVA 450 GM,,SFX,0.925531914893617,0.13513513513513514,1.0,Black,gold,Full,450
SeaSonic PRIME TX,696.0,ATX,1.0,0.5945945945945946,1.0,Black / Silver,titanium,Full,1300
SeaSonic FOCUS Gold,99.99,ATX,0.925531914893617,0.1891891891891892,0.6000000000000001,,gold,Semi,550
Cooler Master V SFX Platinum,,SFX,0.9574468085106382,0.5945945945945946,1.0,Black,platinum,Full,1300
EVGA SuperNOVA 1600 G+,249.0,ATX,0.925531914893617,0.7567567567567568,1.0,Black,gold,Full,1600
FSP Group Hydro G Pro,223.72,ATX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
EVGA SuperNOVA 650 G6,110.0,ATX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
EVGA SuperNOVA 650 P5,127.99,ATX,0.9574468085106382,0.24324324324324326,1.0,Black / Teal,platinum,Full,650
Aerocool LUX RGB 750M (230V EU),,ATX,0.8723404255319148,0.2972972972972973,0.6000000000000001,Black,bronze,Semi,750
Silverstone Strider Platinum S,216.63,ATX,0.9574468085106382,0.5405405405405406,1.0,Black,platinum,Full,1200
Deepcool PK650D,,ATX,0.8723404255319148,0.24324324324324326,0.0,Black,bronze,False,650
ADATA XPG PYLON,126.49,ATX,0.8723404255319148,0.24324324324324326,0.0,Black,bronze,False,650
GAMDIAS KRATOS M1 B,79.98,ATX,0.8723404255319148,0.2972972972972973,0.0,Black,bronze,False,750
be quiet! Pure Power 11,,ATX,0.925531914893617,0.2702702702702703,0.0,Black,gold,False,700
Gigabyte AORUS P1200W,292.98,ATX,0.9574468085106382,0.5405405405405406,1.0,Black,platinum,Full,1200
Phanteks Revolt X,,ATX,0.9574468085106382,0.5405405405405406,1.0,Black / Silver,platinum,Full,1200
Thermaltake Toughpower GX1 500,,ATX,0.925531914893617,0.16216216216216217,0.0,Black,gold,False,500
be quiet! Dark Power Pro 12,,ATX,1.0,0.5405405405405406,1.0,Black,titanium,Full,1200
Silverstone Strider,,ATX,0.8723404255319148,0.16216216216216217,0.0,,bronze,False,500
Enermax REVOLUTION D.F. 2,149.99,ATX,0.925531914893617,0.5405405405405406,1.0,Black,gold,Full,1200
Fractal Design Ion+ 2 Platinum,326.0,ATX,0.9574468085106382,0.3567567567567568,1.0,Black,platinum,Full,860
SeaSonic FOCUS SGX,169.99,SFX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
GameMax RGB Rainbow,,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
EVGA SuperNOVA 650 G2,,ATX,0.925531914893617,0.24324324324324326,1.0,,gold,Full,650
Silverstone Strider,,ATX,0.925531914893617,0.24324324324324326,1.0,,gold,Full,650
SeaSonic G12 GM,131.01,ATX,0.925531914893617,0.2972972972972973,0.6000000000000001,Black / Blue,gold,Semi,750
Corsair VS550,136.65,ATX,0.851063829787234,0.1891891891891892,0.0,,plus,False,550
Thermaltake Toughpower TF1 - TT Premium,399.95,ATX,1.0,0.7297297297297297,1.0,Black,titanium,Full,1550
KOLINK ENCLAVE,,ATX,0.925531914893617,0.16216216216216217,1.0,Black / Yellow,gold,Full,500
Cougar POLAR,254.78,ATX,0.9574468085106382,0.5405405405405406,1.0,White,platinum,Full,1200
Asus ROG Strix,214.82,ATX,0.925531914893617,0.24324324324324326,1.0,Black / Red,gold,Full,650
SeaSonic FOCUS SPX,194.99,SFX,0.9574468085106382,0.2972972972972973,1.0,Black,platinum,Full,750
be quiet! Straight Power 11,,ATX,0.9574468085106382,0.24324324324324326,1.0,Black,platinum,Full,650
Deepcool DQ750-M-V2L,109.99,ATX,0.925531914893617,0.2972972972972973,1.0,Black / Green,gold,Full,750
Asus TUF Gaming 650B,,ATX,0.8723404255319148,0.24324324324324326,0.0,Black,bronze,False,650
Silverstone Extreme 850R Platinum,233.92,SFX,0.9574468085106382,0.35135135135135137,1.0,Black,platinum,Full,850
GameMax GP,,ATX,0.8723404255319148,0.16216216216216217,0.0,Black,bronze,False,500
SeaSonic PRIME TX-850,387.8,ATX,1.0,0.35135135135135137,1.0,Black,titanium,Full,850
be quiet! System Power 9 700 CM,163.41,ATX,0.8723404255319148,0.2702702702702703,0.6000000000000001,Black,bronze,Semi,700
Corsair CXM,170.99,ATX,0.8723404255319148,0.2972972972972973,0.6000000000000001,,bronze,Semi,750
Cooler Master V750 Gold i,129.99,ATX,0.925531914893617,0.2972972972972973,1.0,Black / Gold,gold,Full,750
be quiet! SFX L Power,128.58,SFX,0.925531914893617,0.21621621621621623,1.0,,gold,Full,600
SeaSonic FOCUS Plus Gold,,ATX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
Raidmax XT,,ATX,0.0,0.10810810810810811,0.0,,white,False,400
MSI MPG A750GF WHITE,,ATX,0.925531914893617,0.2972972972972973,1.0,White,gold,Full,750
EVGA SuperNOVA 650 GA,,ATX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
SeaSonic FOCUS,165.69,ATX,0.9574468085106382,0.1891891891891892,1.0,Black,platinum,Full,550
Cooler Master MWE GOLD 650 V2 FULL MODULAR,,ATX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
Corsair TX650M Gold,,ATX,0.925531914893617,0.24324324324324326,0.6000000000000001,,gold,Semi,650
EVGA 450 BV,,ATX,0.8723404255319148,0.13513513513513514,0.0,,bronze,False,450
Thermaltake Toughpower Grand RGB,149.02,ATX,0.925531914893617,0.35135135135135137,1.0,,gold,Full,850
Silverstone FX350-G,91.36,Flex ATX,0.925531914893617,0.08108108108108109,0.0,Black,gold,False,350
EVGA SuperNOVA 750 GA,,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
be quiet! SFX Power 3 450,101.29,SFX,0.8723404255319148,0.13513513513513514,0.0,Black,bronze,False,450
Deepcool PK500D,,ATX,0.8723404255319148,0.16216216216216217,0.0,Black,bronze,False,500
Deepcool PK550D,,ATX,0.8723404255319148,0.1891891891891892,0.0,Black,bronze,False,550
Silverstone Essential,74.98,ATX,0.925531914893617,0.1891891891891892,0.0,Black / Yellow,gold,False,550
Corsair SF450,218.49,SFX,0.9574468085106382,0.13513513513513514,1.0,Black,platinum,Full,450
GameMax RGB Rainbow,,ATX,0.925531914893617,0.1891891891891892,1.0,Black,gold,Full,550
EVGA SuperNOVA 1600 P2,304.99,ATX,0.9574468085106382,0.7567567567567568,1.0,,platinum,Full,1600
Asus ROG Strix,157.41,ATX,0.925531914893617,0.1891891891891892,1.0,Black / Red,gold,Full,550
Fractal Design Ion SFX 500G,,SFX,0.925531914893617,0.16216216216216217,1.0,Black,gold,Full,500
SeaSonic FOCUS Plus Platinum,149.98,ATX,0.9574468085106382,0.24324324324324326,1.0,,platinum,Full,650
Asus TUF Gaming B,79.98,ATX,0.8723404255319148,0.13513513513513514,0.0,Black,bronze,False,450
SeaSonic B12 BC,,ATX,0.8723404255319148,0.24324324324324326,0.0,,bronze,False,650
be quiet! Pure Power 11,88.59,ATX,0.925531914893617,0.21621621621621623,0.0,Black,gold,False,600
Cooler Master V SFX Platinum,279.99,SFX,0.9574468085106382,0.4864864864864865,1.0,Black,platinum,Full,1100
Thermaltake Toughpower,108.99,ATX,0.925531914893617,0.2972972972972973,0.6000000000000001,,gold,Semi,750
Corsair CX600M,179.99,ATX,0.8723404255319148,0.21621621621621623,0.6000000000000001,,bronze,Semi,600
Super Flower Leadex V Pro,249.99,ATX,0.925531914893617,0.43243243243243246,1.0,White,gold,Full,1000
Gigabyte AORUS P GM,,ATX,0.925531914893617,0.35135135135135137,1.0,Black / Silver,gold,Full,850
Corsair VS650,464.99,ATX,0.851063829787234,0.24324324324324326,0.0,,plus,False,650
Cooler Master G700,103.98,ATX,0.925531914893617,0.2702702702702703,0.0,Black,gold,False,700
Cooler Master V850 V2,,ATX,0.925531914893617,0.35135135135135137,1.0,White,gold,Full,850
EVGA SuperNOVA 1300 P+,357.68,ATX,0.9574468085106382,0.5945945945945946,1.0,Black,platinum,Full,1300
SeaSonic PRIME PX,336.29,ATX,0.9574468085106382,0.43243243243243246,1.0,Black / Silver,platinum,Full,1000
SeaSonic PRIME PX,414.99,ATX,0.9574468085106382,0.7567567567567568,1.0,Black / Silver,platinum,Full,1600
Cooler Master Elite V3,,ATX,0.0,0.16216216216216217,0.0,Black,white,False,500
Corsair CX750M V2 (2017 Edition),199.99,ATX,0.8723404255319148,0.2972972972972973,0.6000000000000001,Black / White,bronze,Semi,750
Vetroo GV1000,159.99,ATX,0.925531914893617,0.43243243243243246,1.0,White,gold,Full,1000
SeaSonic VERTEX GX-850,219.99,ATX,0.925531914893617,0.35135135135135137,1.0,Black / Silver,gold,Full,850
Thermaltake Toughpower Grand RGB,130.99,ATX,0.925531914893617,0.2972972972972973,1.0,,gold,Full,750
be quiet! Pure Power 11,,ATX,0.8723404255319148,0.05405405405405406,0.0,Black,bronze,False,300
Corsair TX750M,,ATX,0.925531914893617,0.2972972972972973,0.6000000000000001,Black,gold,Semi,750
Fractal Design Ion Gold,,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
Cooler Master G500,89.99,ATX,0.925531914893617,0.16216216216216217,0.0,Black,gold,False,500
Enermax Revolution D.F.,122.98,ATX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
Corsair CX500,299.99,ATX,0.8723404255319148,0.16216216216216217,0.0,,bronze,False,500
Corsair AX1000,,ATX,1.0,0.43243243243243246,1.0,Black / Silver,titanium,Full,1000
EVGA SuperNOVA 550 G2,,ATX,0.925531914893617,0.1891891891891892,1.0,,gold,Full,550
Super Flower Leadex III Gold,,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Super Flower Leadex III Super Pro,89.99,ATX,0.8723404255319148,0.1891891891891892,1.0,Black,bronze,Full,550
Thermaltake Smart Pro RGB,106.28,ATX,0.8723404255319148,0.24324324324324326,1.0,,bronze,Full,650
KOLINK Classic Power,,ATX,0.8723404255319148,0.2702702702702703,0.0,Black / Red,bronze,False,700
Deepcool PF500 230V,,ATX,0.851063829787234,0.16216216216216217,0.0,Black,plus,False,500
be quiet! System Power 9 CM,140.09,ATX,0.8723404255319148,0.10810810810810811,0.6000000000000001,Black,bronze,Semi,400
Fractal Design Ion+ 560P,,ATX,0.9574468085106382,0.1945945945945946,1.0,Black,platinum,Full,560
be quiet! Straight Power 11 550W,109.0,ATX,0.925531914893617,0.1891891891891892,1.0,,gold,Full,550
Deepcool PQ850M,130.98,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
SeaSonic FOCUS SGX,,SFX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
SeaSonic CORE GM,144.99,ATX,0.925531914893617,0.24324324324324326,0.6000000000000001,Black,gold,Semi,650
Super Flower Leadex III ARGB,178.68,ATX,0.925531914893617,0.2972972972972973,1.0,White,gold,Full,750
Aerocool Integrator MOD XT,,ATX,0.8723404255319148,0.2972972972972973,0.6000000000000001,Black / Red,bronze,Semi,750
Thermaltake Toughpower iRGB PLUS 1000 Platinum,,ATX,0.9574468085106382,0.43243243243243246,1.0,Black,platinum,Full,1000
Thermaltake Toughpower SFX,194.99,SFX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
EVGA SuperNOVA 850 P5,184.99,ATX,0.9574468085106382,0.35135135135135137,1.0,Black / Teal,platinum,Full,850
Cooler Master MWE Bronze,68.75,ATX,0.8723404255319148,0.16216216216216217,0.0,Black,bronze,False,500
Antec Signature,,ATX,1.0,0.43243243243243246,1.0,Black / Silver,titanium,Full,1000
EVGA SuperNOVA 1200 P2,,ATX,0.9574468085106382,0.5405405405405406,1.0,,platinum,Full,1200
EVGA SuperNOVA 550 G3,,ATX,0.925531914893617,0.1891891891891892,1.0,,gold,Full,550
SeaSonic PRIME 1300 Gold,281.99,ATX,0.925531914893617,0.5945945945945946,1.0,Black,gold,Full,1300
Cooler Master G800,,ATX,0.925531914893617,0.32432432432432434,0.0,Black,gold,False,800
be quiet! Pure Power 9 CM,105.39,ATX,0.8723404255319148,0.21621621621621623,0.6000000000000001,Black,bronze,Semi,600
Thermaltake Toughpower SFX 600W Gold,125.38,SFX,0.925531914893617,0.21621621621621623,1.0,Black,gold,Full,600
be quiet! System Power 9,114.11,ATX,0.8723404255319148,0.21621621621621623,0.0,Black,bronze,False,600
Deepcool PF600 230V,,ATX,0.851063829787234,0.21621621621621623,0.0,Black,plus,False,600
FSP Group Hydro PTM PRO,267.99,ATX,0.9574468085106382,0.5405405405405406,1.0,Black,platinum,Full,1200
Asus ROG THOR P2 Gaming EVA Edition,489.99,ATX,0.9574468085106382,0.43243243243243246,1.0,Black / Silver,platinum,Full,1000
SeaSonic G12 GM,159.37,ATX,0.925531914893617,0.35135135135135137,0.6000000000000001,Black / Blue,gold,Semi,850
SeaSonic B12 BC,,ATX,0.8723404255319148,0.2972972972972973,0.0,,bronze,False,750
EVGA SuperNOVA 1000 P2,,ATX,0.9574468085106382,0.43243243243243246,1.0,,platinum,Full,1000
Corsair TX750M Gold,262.43,ATX,0.925531914893617,0.2972972972972973,0.6000000000000001,,gold,Semi,750
EVGA 650 B5,,ATX,0.8723404255319148,0.24324324324324326,1.0,Black,bronze,Full,650
SeaSonic PRIME TX-750,210.99,ATX,1.0,0.2972972972972973,1.0,Black,titanium,Full,750
Cooler Master MWE White V2 230V,,ATX,0.851063829787234,0.24324324324324326,0.0,Black,plus,False,650
ARESGAME AGK,,ATX,0.925531914893617,0.35135135135135137,1.0,Black / Red,gold,Full,850
Silverstone DA650 Gold,,ATX,0.925531914893617,0.24324324324324326,1.0,Black / White,gold,Full,650
SeaSonic PRIME 600 Titanium,,ATX,1.0,0.21621621621621623,1.0,Black,titanium,Full,600
Silverstone DA750 Gold,155.88,ATX,0.925531914893617,0.2972972972972973,1.0,Black / White,gold,Full,750
Thermaltake Toughpower GF1 Snow - TT Premium,139.99,ATX,0.925531914893617,0.35135135135135137,1.0,White,gold,Full,850
Silverstone ST85F-GS-V2,129.99,ATX,0.925531914893617,0.35135135135135137,1.0,,gold,Full,850
Silverstone SX750-PT,,SFX,0.9574468085106382,0.2972972972972973,1.0,Black,platinum,Full,750
Silverstone HELA 850R,208.08,ATX,0.9574468085106382,0.35135135135135137,1.0,Black / Silver,platinum,Full,850
SeaSonic B12 BC,,ATX,0.8723404255319148,0.35135135135135137,0.0,,bronze,False,850
Silverstone FX600 Platinum,183.98,Flex ATX,0.0,0.21621621621621623,0.0,Black,white,False,600
Corsair CX750,,ATX,0.8723404255319148,0.2972972972972973,0.0,,bronze,False,750
Thermaltake Smart BM2,,ATX,0.8723404255319148,0.13513513513513514,0.6000000000000001,Black,bronze,Semi,450
Silverstone Strider Platinum,150.0,ATX,0.9574468085106382,0.35135135135135137,1.0,,platinum,Full,850
EVGA SuperNOVA 850 GA,,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Segotep GM,,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Thermaltake Litepower,,ATX,0.0,0.24324324324324326,0.0,,white,False,650
Cooler Master V650 Gold V2,,ATX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
Azza ARGB,,ATX,0.8723404255319148,0.24324324324324326,0.0,Black,bronze,False,650
Corsair RM850x White,339.99,ATX,0.925531914893617,0.35135135135135137,1.0,White / Black,gold,Full,850
Deepcool PK750D,,ATX,0.8723404255319148,0.2972972972972973,0.0,Black,bronze,False,750
be quiet! Pure Power 11 CM,114.89,ATX,0.925531914893617,0.2702702702702703,0.6000000000000001,Black,gold,Semi,700
FSP Group Hydro G Pro,,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
GameMax RGB Rainbow,,ATX,0.925531914893617,0.45945945945945943,1.0,Black,gold,Full,1050
Deepcool DQ-M-V2L,153.38,ATX,0.925531914893617,0.35135135135135137,1.0,Black / Green,gold,Full,850
EVGA SuperNOVA 550 GA,153.8,ATX,0.925531914893617,0.1891891891891892,1.0,Black,gold,Full,550
iTek GF EVO,,ATX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
EVGA SuperNOVA 750 G+,,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
Deepcool PQ650M,103.99,ATX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
Montech TITAN GOLD 1200W,209.99,ATX,0.925531914893617,0.5405405405405406,1.0,Black,gold,Full,1200
Athena Power AP-MTFX30,36.99,TFX,0.0,0.05405405405405406,0.0,,white,False,300
SHARKOON WPM Gold Zero 550,,ATX,0.925531914893617,0.1891891891891892,0.6000000000000001,Black,gold,Semi,550
Corsair VS450,399.99,ATX,0.851063829787234,0.13513513513513514,0.0,,plus,False,450
SeaSonic FOCUS,178.17,ATX,0.9574468085106382,0.2972972972972973,1.0,Black,platinum,Full,750
Phanteks Revolt X,213.99,ATX,0.9574468085106382,0.43243243243243246,1.0,Black / Silver,platinum,Full,1000
Asus ROG LOKI,198.68,SFX,0.9574468085106382,0.2972972972972973,1.0,Black / Silver,platinum,Full,750
EVGA SuperNOVA 1000 T2,,ATX,1.0,0.43243243243243246,1.0,,titanium,Full,1000
Antec High Current Gamer Gold,169.92,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
Deepcool PK600D,,ATX,0.8723404255319148,0.21621621621621623,0.0,Black,bronze,False,600
EVGA 600 B1,,ATX,0.8723404255319148,0.21621621621621623,0.0,,bronze,False,600
Thermaltake Toughpower SFX,152.51,SFX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
SeaSonic M12II,,ATX,0.8723404255319148,0.22702702702702704,1.0,,bronze,Full,620
Gigabyte UD1000GM PG5,270.39,ATX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
SHARKOON SilentStorm Cool Zero 650,141.69,ATX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
