name,price,type,efficiency,wattage,modular,color,efficiency_type,modularity,Watts
GAMDIAS KRATOS M1 B,,ATX,0.8723404255319148,0.21621621621621623,0.0,Black,bronze,False,600
Silverstone SX-G,145.26,SFX,0.925531914893617,0.2702702702702703,1.0,Black,gold,Full,700
Antec High Current Gamer Gold,,ATX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
FSP Group Dagger Pro,177.84,SFX,0.925531914893617,0.35135135135135137,1.0,Black / Gold,gold,Full,850
Apevia ATX-JP1000W,94.84,ATX,0.8723404255319148,0.43243243243243246,0.0,,bronze,False,1000
Enermax Revolution D.F.,119.99,ATX,0.925531914893617,0.2972972972972973,1.0,Black / Silver,gold,Full,750
EVGA 700 BQ,,ATX,0.8723404255319148,0.2702702702702703,0.6000000000000001,Black,bronze,Semi,700
EVGA N1,84.99,ATX,0.0,0.1891891891891892,0.0,,white,False,550
Silverstone Essential,119.99,ATX,0.925531914893617,0.24324324324324326,0.0,Black,gold,False,650
Super Flower LEADEX VII XG,139.99,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Antec NeoECO Gold ZEN,,ATX,0.925531914893617,0.16216216216216217,0.0,Black / Gold,gold,False,500
SeaSonic CORE GC-500,,ATX,0.925531914893617,0.16216216216216217,0.0,Black / Yellow,gold,False,500
Antec High Current Gamer Gold,,ATX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
EVGA 600 GQ,,ATX,0.925531914893617,0.21621621621621623,0.6000000000000001,Black,gold,Semi,600
SilentiumPC Supremo FM2,,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
be quiet! Straight Power 11,129.49,ATX,0.9574468085106382,0.1891891891891892,1.0,Black,platinum,Full,550
Corsair VS350,,ATX,0.0,0.08108108108108109,0.0,,white,False,350
Apex AG-M,,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
Enermax Revolution D.F.,122.98,ATX,0.925531914893617,0.35135135135135137,1.0,Black / Silver,gold,Full,850
Silverstone DA1650 Gold,,ATX,0.925531914893617,0.7837837837837838,1.0,Black / White,gold,Full,1650
Segotep GP,,ATX,0.925531914893617,0.21621621621621623,0.0,Black,gold,False,600
Phanteks Revolt Pro,,ATX,0.925531914893617,0.43243243243243246,1.0,Silver / Black,gold,Full,1000
FSP Group FSP400-60FGGBA,109.99,Flex ATX,0.925531914893617,0.10810810810810811,0.0,,gold,False,400
EVGA 700 GQ,,ATX,0.925531914893617,0.2702702702702703,0.6000000000000001,Black,gold,Semi,700
Enermax CYBERBRON,,ATX,0.8723404255319148,0.21621621621621623,0.0,Black / Silver,bronze,False,600
ADATA XPG PYLON,522.0,ATX,0.8723404255319148,0.2972972972972973,0.0,Black,bronze,False,750
Antec VP PLUS,,ATX,0.851063829787234,0.2702702702702703,0.0,Black,plus,False,700
BitFenix Formula Bronze,,ATX,0.8723404255319148,0.21621621621621623,0.0,Black,bronze,False,600
be quiet! Straight Power 12,,ATX,0.9574468085106382,0.43243243243243246,1.0,Black,platinum,Full,1000
EVGA 600 BA,,ATX,0.8723404255319148,0.21621621621621623,0.0,Black,bronze,False,600
SeaSonic FOCUS Plus 550 Gold,207.99,ATX,0.925531914893617,0.1891891891891892,1.0,,gold,Full,550
SeaSonic PRIME TX-1600 ATX 3.0,,ATX,1.0,0.7567567567567568,1.0,Black / Silver,titanium,Full,1600
Corsair AX1500i,,ATX,1.0,0.7027027027027027,1.0,,titanium,Full,1500
Xilence XP400R6,79.47,ATX,0.0,0.10810810810810811,0.0,Black / Red,white,False,400
Corsair RM1000i,,ATX,0.925531914893617,0.43243243243243246,1.0,,gold,Full,1000
Corsair RM750i,,ATX,0.925531914893617,0.2972972972972973,1.0,,gold,Full,750
NOX URANO TX,,ATX,0.0,0.35135135135135137,0.0,,white,False,850
Razer Katana Chroma,335.99,ATX,0.9574468085106382,0.35135135135135137,1.0,Black,platinum,Full,850
Cooler Master XG750 Plus,157.65,ATX,0.9574468085106382,0.2972972972972973,1.0,Black,platinum,Full,750
Aerocool AER-P7-P650W,,ATX,0.9574468085106382,0.24324324324324326,1.0,,platinum,Full,650
Cougar BXM750,74.99,ATX,0.8723404255319148,0.2972972972972973,0.6000000000000001,Orange / Black,bronze,Semi,750
GameMax GM-1050,,ATX,0.9042553191489362,0.45945945945945943,0.6000000000000001,,silver,Semi,1050
be quiet! Dark Power 12,,ATX,1.0,0.43243243243243246,1.0,Black,titanium,Full,1000
Corsair CS750M,,ATX,0.925531914893617,0.2972972972972973,0.6000000000000001,,gold,Semi,750
EVGA SuperNOVA 1000 G2,,ATX,0.925531914893617,0.43243243243243246,1.0,,gold,Full,1000
CoolMax ZX-500,67.29,ATX,0.851063829787234,0.16216216216216217,0.0,,plus,False,500
Silverstone Strider Titanium,329.99,ATX,1.0,0.4864864864864865,1.0,Black / Blue,titanium,Full,1100
Antec NeoECO Gold ZEN,,ATX,0.925531914893617,0.21621621621621623,0.0,Black / Gold,gold,False,600
Corsair AX850,499.99,ATX,1.0,0.35135135135135137,1.0,Black / Silver,titanium,Full,850
Deepcool PX-G,159.99,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Corsair VS500,179.99,ATX,0.851063829787234,0.16216216216216217,0.0,,plus,False,500
Corsair CX850M,,ATX,0.8723404255319148,0.35135135135135137,0.6000000000000001,,bronze,Semi,850
Corsair TX750,,ATX,0.851063829787234,0.2972972972972973,0.0,,plus,False,750
Phanteks AMP,,ATX,0.925531914893617,0.1891891891891892,1.0,Black,gold,Full,550
Corsair AX850,498.4,ATX,0.925531914893617,0.35135135135135137,1.0,,gold,Full,850
Gigabyte GP-G750H,,ATX,0.925531914893617,0.2972972972972973,0.6000000000000001,Black,gold,Semi,750
ADATA XPG CYBERCORE,199.99,ATX,0.9574468085106382,0.5945945945945946,1.0,Black / Silver,platinum,Full,1300
Thermaltake Smart BX1 550,,ATX,0.8723404255319148,0.1891891891891892,0.0,Black,bronze,False,550
be quiet! Straight Power 11 650W,,ATX,0.925531914893617,0.24324324324324326,1.0,,gold,Full,650
EVGA SuperNOVA 850 G7,,ATX,0.925531914893617,0.35135135135135137,1.0,Black / Blue,gold,Full,850
SeaSonic SSP-300SUG,91.0,Flex ATX,0.925531914893617,0.05405405405405406,0.0,,gold,False,300
Thermaltake Thermaltake TP-750M,108.99,ATX,0.925531914893617,0.2972972972972973,0.6000000000000001,,gold,Semi,750
FSP Group Hydro G PRO ATX3.0(PCIe5.0),,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
SeaSonic PRIME Ultra Platinum 1000,390.31,ATX,0.9574468085106382,0.43243243243243246,1.0,Black,platinum,Full,1000
Cougar VTE X2,59.99,ATX,0.851063829787234,0.21621621621621623,0.0,Black,plus,False,600
Thermaltake TR2 S,,ATX,0.851063829787234,0.24324324324324326,0.0,,plus,False,650
Thermaltake Smart BX1 RGB 650,137.75,ATX,0.8723404255319148,0.24324324324324326,0.0,Black,bronze,False,650
Super Flower LEADEX VII XG,184.99,ATX,0.925531914893617,0.5945945945945946,1.0,Black,gold,Full,1300
SeaSonic PRIME Ultra Titanium,429.0,ATX,1.0,0.35135135135135137,1.0,,titanium,Full,850
Antec Signature Platinum,,ATX,0.9574468085106382,0.43243243243243246,1.0,Black,platinum,Full,1000
Corsair RM850i,,ATX,0.925531914893617,0.35135135135135137,1.0,,gold,Full,850
Silverstone TX500-G,,TFX,0.925531914893617,0.16216216216216217,0.0,Black,gold,False,500
Thermaltake Toughpower GF1 ARGB,,ATX,0.925531914893617,0.2972972972972973,1.0,,gold,Full,750
Corsair VS600,,ATX,0.8723404255319148,0.21621621621621623,0.0,Black,bronze,False,600
SeaSonic S12III,194.39,ATX,0.8723404255319148,0.1891891891891892,0.0,Black,bronze,False,550
Phanteks AMP,,ATX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
In Win IP-S200DF1-0,52.02,TFX,0.0,0.0,0.0,,white,False,200
NZXT C,129.99,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
SeaSonic PRIME,,ATX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
Silverstone Essential,100.87,ATX,0.8723404255319148,0.2972972972972973,0.0,Black,bronze,False,750
EVGA SuperNOVA NEX750B,,ATX,0.8723404255319148,0.2972972972972973,0.6000000000000001,,bronze,Semi,750
SeaSonic S12II,262.43,ATX,0.8723404255319148,0.17297297297297298,0.0,,bronze,False,520
FSP Group FSP300-60LG,148.02,Mini ITX,0.8723404255319148,0.05405405405405406,0.0,,bronze,False,300
be quiet! Dark Power 12,,ATX,1.0,0.2972972972972973,1.0,Black,titanium,Full,750
Antec NeoECO Gold,,ATX,0.925531914893617,0.35135135135135137,1.0,,gold,Full,850
Cougar GEX,,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
Antec CSK,,ATX,0.8723404255319148,0.24324324324324326,0.0,Black / Yellow,bronze,False,650
be quiet! Pure Power 11 FM 550,,ATX,0.925531914893617,0.1891891891891892,1.0,Black,gold,Full,550
Apevia Spirit,,ATX,0.0,0.21621621621621623,0.0,,white,False,600
Corsair VS500,,ATX,0.8723404255319148,0.16216216216216217,0.0,Black,bronze,False,500
In Win P85,133.91,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Super Flower Leadex Platinum,699.99,ATX,0.9574468085106382,0.7567567567567568,1.0,Black,platinum,Full,1600
FSP Group Hyper M85+,86.14,ATX,0.8723404255319148,0.24324324324324326,0.6000000000000001,Black,bronze,Semi,650
NZXT C,,ATX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
Thermaltake Smart Pro RGB,,ATX,0.8723404255319148,0.35135135135135137,1.0,,bronze,Full,850
Corsair Vengeance 650M,,ATX,0.9042553191489362,0.24324324324324326,0.6000000000000001,Black,silver,Semi,650
GAMDIAS KRATOS M1 B,,ATX,0.8723404255319148,0.1891891891891892,0.0,Black,bronze,False,550
NOX Hummer GD,,ATX,0.925531914893617,0.2972972972972973,0.0,,gold,False,750
Cooler Master Silent Pro Gold,,ATX,0.925531914893617,0.32432432432432434,0.6000000000000001,,gold,Semi,800
G.Skill PS750G,,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
Montech CENTURY,,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Silverstone SFX,,SFX,0.8723404255319148,0.05405405405405406,0.0,,bronze,False,300
Cooler Master MWE GOLD 650 V2,,ATX,0.925531914893617,0.24324324324324326,0.0,Black,gold,False,650
Deepcool PX-G,239.99,ATX,0.925531914893617,0.5405405405405406,1.0,Black,gold,Full,1200
SeaSonic Prime Fanless PX-450,263.0,ATX,0.9574468085106382,0.13513513513513514,1.0,Black,platinum,Full,450
Cooler Master MWE Bronze 550,,ATX,0.8723404255319148,0.1891891891891892,0.0,Black,bronze,False,550
Corsair AX860i,,ATX,0.9574468085106382,0.3567567567567568,1.0,,platinum,Full,860
Antec CSK,,ATX,0.8723404255319148,0.2972972972972973,0.6000000000000001,Black / Yellow,bronze,Semi,750
Silverstone Strider,99.99,ATX,0.8723404255319148,0.2702702702702703,1.0,,bronze,Full,700
Sparkle FSP350-60GNV,69.99,SFX,0.0,0.08108108108108109,0.0,,white,False,350
GameMax GM,,ATX,0.8723404255319148,0.16216216216216217,0.6000000000000001,Black,bronze,Semi,500
SeaSonic G,,ATX,0.925531914893617,0.1891891891891892,0.6000000000000001,,gold,Semi,550
SHARKOON SilentStorm,145.38,SFX,0.925531914893617,0.16216216216216217,1.0,Black,gold,Full,500
EVGA SuperNOVA 750 P6,184.38,ATX,0.9574468085106382,0.2972972972972973,1.0,Black / Silver,platinum,Full,750
be quiet! Pure Power 11 CM,,ATX,0.925531914893617,0.21621621621621623,0.6000000000000001,Black,gold,Semi,600
Thermaltake Smart,,ATX,0.8723404255319148,0.24324324324324326,0.0,,bronze,False,650
EVGA 500 BA,,ATX,0.8723404255319148,0.16216216216216217,0.0,Black,bronze,False,500
be quiet! Straight Power 12,,ATX,0.9574468085106382,0.35135135135135137,1.0,Black,platinum,Full,850
be quiet! Straight Power 12,,ATX,0.9574468085106382,0.5405405405405406,1.0,Black,platinum,Full,1200
Cooler Master MWE 500,,ATX,0.851063829787234,0.16216216216216217,0.0,Black,plus,False,500
Thermaltake Smart RGB,,ATX,0.851063829787234,0.16216216216216217,0.0,Black,plus,False,500
NZXT C,,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Gigabyte B700H,,ATX,0.8723404255319148,0.2702702702702703,0.6000000000000001,Black,bronze,Semi,700
Corsair CS550M,,ATX,0.925531914893617,0.1891891891891892,0.6000000000000001,,gold,Semi,550
EVGA SuperNOVA 1000 P5,,ATX,0.9574468085106382,0.43243243243243246,1.0,Blue / Black,platinum,Full,1000
Xilence XP1050MR9,210.89,ATX,0.925531914893617,0.45945945945945943,1.0,Black / Red,gold,Full,1050
Deepcool PM650D,108.28,ATX,0.925531914893617,0.24324324324324326,0.0,Black,gold,False,650
GAMDIAS KRATOS P1 G,,ATX,0.925531914893617,0.24324324324324326,0.0,Black,gold,False,650
EVGA 750 N1,,ATX,0.0,0.2972972972972973,0.0,,white,False,750
ADATA XPG PYLON,,ATX,0.8723404255319148,0.13513513513513514,0.0,Black,bronze,False,450
Thermaltake Smart BX1 RGB 750,,ATX,0.8723404255319148,0.2972972972972973,0.0,Black,bronze,False,750
FSP Group HYPER K PRO,,ATX,0.851063829787234,0.2702702702702703,0.0,Black / Yellow,plus,False,700
Azza PSAZ-650B14,,ATX,0.0,0.24324324324324326,0.0,,white,False,650
NZXT HALE82 V2 550W,,ATX,0.8723404255319148,0.1891891891891892,1.0,,bronze,Full,550
PC Power & Cooling Silencer,191.11,ATX,0.9574468085106382,0.45945945945945943,1.0,,platinum,Full,1050
Phanteks AMP,,ATX,0.925531914893617,0.2972972972972973,1.0,Black,gold,Full,750
Cooler Master MWE Bronze V2,,ATX,0.8723404255319148,0.2702702702702703,0.0,Black,bronze,False,700
Thermaltake Toughpower Grand RGB 650 SE,,ATX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
be quiet! Pure Power 10,150.0,ATX,0.9042553191489362,0.21621621621621623,0.0,,silver,False,600
EVGA SuperNOVA 650 GS,,ATX,0.925531914893617,0.24324324324324326,1.0,,gold,Full,650
Cougar VTX,,ATX,0.8723404255319148,0.16216216216216217,0.0,Black,bronze,False,500
EVGA SuperNOVA 650 P6,159.99,ATX,0.9574468085106382,0.24324324324324326,1.0,Black / Silver,platinum,Full,650
SeaSonic PRIME PX,,ATX,0.9574468085106382,0.35135135135135137,1.0,Black / Silver,platinum,Full,850
Silverstone Strider Platinum,143.99,ATX,0.9574468085106382,0.2972972972972973,1.0,,platinum,Full,750
be quiet! Pure Power 11 FM 850,,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Cooler Master V1000,,ATX,0.925531914893617,0.43243243243243246,1.0,,gold,Full,1000
SilentiumPC Vero L2,,ATX,0.8723404255319148,0.21621621621621623,0.0,Black,bronze,False,600
Cooler Master G600,,ATX,0.925531914893617,0.21621621621621623,0.0,Black,gold,False,600
Enermax Platimax D.F.,199.99,ATX,0.9574468085106382,0.45945945945945943,1.0,Black,platinum,Full,1050
Thermaltake Toughpower,,ATX,0.925531914893617,0.24324324324324326,0.6000000000000001,,gold,Semi,650
ARESGAME AGS,90.99,ATX,0.925531914893617,0.35135135135135137,0.6000000000000001,Black / Red,gold,Semi,850
FSP Group Hydro G PRO ATX3.0(PCIe5.0),,ATX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
Super Flower Golden Green HX,,ATX,0.925531914893617,0.08108108108108109,0.0,,gold,False,350
Thermaltake Toughpower GF1 Snow - TT Premium,,ATX,0.925531914893617,0.24324324324324326,1.0,White,gold,Full,650
FSP Group Hydro G Pro,,ATX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
Apex AL-8250SFX,77.55,SFX,0.0,0.02702702702702703,0.0,,white,False,250
Cooler Master V850 Gold V2,,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Deepcool DQ650-M-V2L,,ATX,0.925531914893617,0.24324324324324326,1.0,Black,gold,Full,650
Xigmatek NRP-PC602,,ATX,0.8723404255319148,0.21621621621621623,0.0,,bronze,False,600
EVGA 450 W3,,ATX,0.851063829787234,0.13513513513513514,0.0,Black,plus,False,450
Enhance ENP-7660,,Flex ATX,0.9574468085106382,0.21621621621621623,0.0,Silver,platinum,False,600
Corsair VS450,,ATX,0.0,0.13513513513513514,0.0,,white,False,450
Fractal Design Anode Bronze,139.49,ATX,0.8723404255319148,0.24324324324324326,0.6000000000000001,Black,bronze,Semi,650
FSP Group Dagger Pro,159.99,SFX,0.925531914893617,0.2972972972972973,1.0,Black / Gold,gold,Full,750
SeaSonic VERTEX PX-1200,,ATX,0.9574468085106382,0.5405405405405406,1.0,Black / Silver,platinum,Full,1200
SeaSonic Core GC,,ATX,0.925531914893617,0.24324324324324326,0.0,Black,gold,False,650
PowerSpec PSX 850GFM,,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
SeaSonic PRIME Ultra Platinum 750,197.98,ATX,0.9574468085106382,0.2972972972972973,1.0,Black,platinum,Full,750
Silverstone FX500-G,,Flex ATX,0.925531914893617,0.16216216216216217,0.0,Black,gold,False,500
Thermaltake Toughpower PF3,,ATX,0.9574468085106382,0.45945945945945943,1.0,Black,platinum,Full,1050
LEPA MaxBron,93.68,ATX,0.8723404255319148,0.43243243243243246,0.6000000000000001,,bronze,Semi,1000
Antec NeoECO Gold ZEN,,ATX,0.925531914893617,0.2702702702702703,0.0,Black / Gold,gold,False,700
SeaSonic FOCUS Plus Platinum,,ATX,0.9574468085106382,0.1891891891891892,1.0,,platinum,Full,550
FSP Group HYPER K PRO,,ATX,0.851063829787234,0.21621621621621623,0.0,Black / Yellow,plus,False,600
Corsair TX650,299.99,ATX,0.851063829787234,0.24324324324324326,0.0,,plus,False,650
Corsair HX1000,499.99,ATX,0.851063829787234,0.43243243243243246,0.6000000000000001,,plus,Semi,1000
Cooler Master MasterWatt 750 TUF Gaming Edition,,ATX,0.8723404255319148,0.2972972972972973,0.6000000000000001,Black / Gray,bronze,Semi,750
be quiet! Dark Power Pro 11,139.9,ATX,0.9574468085106382,0.1891891891891892,0.6000000000000001,,platinum,Semi,550
Cooler Master V1200,306.89,ATX,0.9574468085106382,0.5405405405405406,1.0,,platinum,Full,1200
EVGA 550 B3,,ATX,0.8723404255319148,0.1891891891891892,1.0,,bronze,Full,550
Silverstone Strider,114.99,ATX,0.925531914893617,0.1891891891891892,1.0,,gold,Full,550
Cougar GEX,,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
EVGA 650 N1,,ATX,0.0,0.24324324324324326,0.0,,white,False,650
EVGA 460 BP,,ATX,0.8723404255319148,0.14054054054054055,0.0,Black,bronze,False,460
FSP Group HEXA+,,ATX,0.0,0.16216216216216217,0.0,,white,False,500
SeaSonic M12II,,ATX,0.8723404255319148,0.17297297297297298,1.0,,bronze,Full,520
PowerSpec PS 550BF,,ATX,0.8723404255319148,0.1891891891891892,0.0,Black,bronze,False,550
Silverstone Strider,,ATX,0.851063829787234,0.21621621621621623,0.0,,plus,False,600
Corsair RM650i,,ATX,0.925531914893617,0.24324324324324326,1.0,,gold,Full,650
Super Flower Leadex Titanium,239.99,ATX,1.0,0.35135135135135137,1.0,Black,titanium,Full,850
ADATA XPG CYBERCORE,229.99,ATX,0.9574468085106382,0.43243243243243246,1.0,Black / Silver,platinum,Full,1000
be quiet! Dark Power Pro 11,159.9,ATX,0.9574468085106382,0.24324324324324326,0.6000000000000001,,platinum,Semi,650
Thermaltake Toughpower PF3,,ATX,0.9574468085106382,0.5405405405405406,1.0,Black,platinum,Full,1200
SeaSonic Prime Fanless PX-500,290.0,ATX,0.9574468085106382,0.16216216216216217,1.0,Black,platinum,Full,500
Fractal Design Ion+ 860P,,ATX,0.9574468085106382,0.3567567567567568,1.0,Black,platinum,Full,860
Cooler Master MWE Bronze V2,,ATX,0.8723404255319148,0.16216216216216217,0.0,Black,bronze,False,500
GAMDIAS KRATOS E1,,ATX,0.851063829787234,0.21621621621621623,0.0,Black,plus,False,600
be quiet! Pure Power 11 FM 1000,,ATX,0.925531914893617,0.43243243243243246,1.0,Black,gold,Full,1000
MSI MAG A600DN,,ATX,0.851063829787234,0.21621621621621623,0.0,Black,plus,False,600
Thermaltake Litepower,,ATX,0.0,0.13513513513513514,0.0,,white,False,450
EVGA 610 BP,119.0,ATX,0.8723404255319148,0.22162162162162163,0.0,Black,bronze,False,610
Silverstone TX700-G,184.75,TFX,0.925531914893617,0.2702702702702703,0.0,Black,gold,False,700
SHARKOON SilentStorm Cool Zero 850,257.0,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
SeaSonic 1000FX WHITE,,ATX,0.925531914893617,0.43243243243243246,1.0,White,gold,Full,1000
Antec High Current Gamer Gold,,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Cooler Master V650,,ATX,0.925531914893617,0.24324324324324326,1.0,,gold,Full,650
SeaSonic PRIME Platinum,,ATX,0.9574468085106382,0.43243243243243246,1.0,,platinum,Full,1000
Xilence XP700R6,139.0,ATX,0.0,0.2702702702702703,0.0,Black / Red,white,False,700
Super Flower Leadex III Gold,104.99,ATX,0.925531914893617,0.1891891891891892,1.0,Black,gold,Full,550
PC Power & Cooling PM0600,99.99,ATX,0.8723404255319148,0.21621621621621623,0.6000000000000001,Black / Red,bronze,Semi,600
Cooler Master MWE,,ATX,0.8723404255319148,0.21621621621621623,0.0,Black,bronze,False,600
EVGA SuperNOVA 750 B2,,ATX,0.8723404255319148,0.2972972972972973,0.6000000000000001,,bronze,Semi,750
Deepcool DQ750ST,,ATX,0.925531914893617,0.2972972972972973,0.0,,gold,False,750
be quiet! Straight Power 11 450W,307.17,ATX,0.925531914893617,0.13513513513513514,1.0,,gold,Full,450
be quiet! Pure Power 11 CM,,ATX,0.925531914893617,0.10810810810810811,0.6000000000000001,Black,gold,Semi,400
Gigabyte PW400,,ATX,0.851063829787234,0.10810810810810811,0.0,Black,plus,False,400
be quiet! System Power 9,,ATX,0.8723404255319148,0.10810810810810811,0.0,Black,bronze,False,400
Rosewill Capstone,,ATX,0.925531914893617,0.13513513513513514,0.6000000000000001,,gold,Semi,450
Azza PSAZ-750PT14,,ATX,0.9574468085106382,0.2972972972972973,0.6000000000000001,,platinum,Semi,750
Deepcool PF350 230V,,ATX,0.851063829787234,0.08108108108108109,0.0,Black,plus,False,350
Antec VP PLUS,,ATX,0.851063829787234,0.16216216216216217,0.0,Black,plus,False,500
Corsair TX850,499.99,ATX,0.851063829787234,0.35135135135135137,0.0,,plus,False,850
Corsair HX1050,,ATX,0.925531914893617,0.45945945945945943,0.6000000000000001,,gold,Semi,1050
Cooler Master G650M,,ATX,0.8723404255319148,0.24324324324324326,0.6000000000000001,,bronze,Semi,650
SeaSonic PRIME SNOWSILENT,,ATX,1.0,0.2972972972972973,1.0,White,titanium,Full,750
EVGA SuperNOVA 550 GS,,ATX,0.925531914893617,0.1891891891891892,1.0,,gold,Full,550
Thermaltake Smart SE,,ATX,0.8723404255319148,0.23243243243243245,0.6000000000000001,,bronze,Semi,630
Cooler Master MWE GOLD 850 V2 FULL MODULAR,,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
SeaSonic PRIME Ultra Titanium,,ATX,1.0,0.24324324324324326,1.0,,titanium,Full,650
SeaSonic VERTEX PX-1000,,ATX,0.9574468085106382,0.43243243243243246,1.0,Black / Silver,platinum,Full,1000
SeaSonic Platinum,,ATX,0.9574468085106382,0.10810810810810811,1.0,,platinum,Full,400
Fractal Design Anode Bronze,,SFX,0.8723404255319148,0.13513513513513514,0.0,Black,bronze,False,450
Deepcool PF450 230V,,ATX,0.851063829787234,0.13513513513513514,0.0,Black,plus,False,450
be quiet! Dark Power 12,,ATX,1.0,0.35135135135135137,1.0,Black,titanium,Full,850
Corsair AX750,,ATX,0.925531914893617,0.2972972972972973,1.0,,gold,Full,750
Cooler Master 700W MasterWatt Lite 230V,,ATX,0.851063829787234,0.2702702702702703,0.0,,plus,False,700
Corsair HX650,,ATX,0.925531914893617,0.24324324324324326,0.6000000000000001,,gold,Semi,650
SilentiumPC Vero L2,,ATX,0.8723404255319148,0.16216216216216217,0.0,Black,bronze,False,500
Corsair RM450,,ATX,0.925531914893617,0.13513513513513514,1.0,,gold,Full,450
be quiet! Pure Power L8,,ATX,0.8723404255319148,0.05405405405405406,0.0,,bronze,False,300
Antec Signature Platinum,284.99,ATX,0.9574468085106382,0.5945945945945946,1.0,Black,platinum,Full,1300
iTek GF750 EVO,,ATX,0.925531914893617,0.2972972972972973,1.0,Black / Red,gold,Full,750
EVGA SuperNOVA 1000 G7,,ATX,0.925531914893617,0.43243243243243246,1.0,Black / Blue,gold,Full,1000
Thermaltake Smart,,ATX,0.8723404255319148,0.2972972972972973,0.0,,bronze,False,750
SHARKOON SilentStorm Icewind Black,,ATX,0.8723404255319148,0.2972972972972973,0.6000000000000001,Black,bronze,Semi,750
Silverstone NJ450-SXL,,SFX,0.9574468085106382,0.13513513513513514,1.0,Black / Blue,platinum,Full,450
Thermaltake Smart BX1 RGB 550,,ATX,0.8723404255319148,0.1891891891891892,0.0,Black,bronze,False,550
Logisys PS550E12BK,29.99,ATX,0.0,0.1891891891891892,0.0,,white,False,550
LC-Power LC6 V2.31,,ATX,0.925531914893617,0.35135135135135137,1.0,Black / Gray,gold,Full,850
NOX Hummer,85.14,ATX,0.8723404255319148,0.24324324324324326,0.6000000000000001,,bronze,Semi,650
be quiet! Pure Power 11 CM,,ATX,0.925531914893617,0.16216216216216217,0.6000000000000001,Black,gold,Semi,500
EVGA SuperNOVA 1200 P3,,ATX,0.9574468085106382,0.5405405405405406,1.0,Black / Silver,platinum,Full,1200
Cooler Master V850,,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
Cooler Master 600W MasterWatt Lite 230V,,ATX,0.851063829787234,0.21621621621621623,0.0,,plus,False,600
Gigabyte PB500,,ATX,0.8723404255319148,0.16216216216216217,0.0,,bronze,False,500
Rosewill PHOTON-850,,ATX,0.925531914893617,0.35135135135135137,1.0,,gold,Full,850
Corsair CX430M,195.29,ATX,0.8723404255319148,0.12432432432432433,0.6000000000000001,,bronze,Semi,430
Thermaltake TOUGHPOWER PF1 ARGB,299.99,ATX,0.9574468085106382,0.35135135135135137,1.0,,platinum,Full,850
LC-Power LC6650 V2.3,,ATX,0.8723404255319148,0.24324324324324326,0.0,Black,bronze,False,650
Silverstone Strider,,ATX,0.851063829787234,0.16216216216216217,0.0,,plus,False,500
NZXT E500,,ATX,0.925531914893617,0.16216216216216217,1.0,Black,gold,Full,500
Montech TITAN GOLD 850W,,ATX,0.925531914893617,0.35135135135135137,1.0,Black,gold,Full,850
LC-Power LC6 V2.31,,ATX,0.925531914893617,0.1891891891891892,1.0,Black / Gray,gold,Full,550
Segotep GP700G,,ATX,0.925531914893617,0.2702702702702703,0.0,Black,gold,False,700
Thermaltake Smart,,ATX,0.8723404255319148,0.1891891891891892,0.0,,bronze,False,550
Cooler Master V700,,ATX,0.925531914893617,0.2702702702702703,1.0,,gold,Full,700
Sparkle FSP300-60ATV,59.99,ATX,0.0,0.05405405405405406,0.0,,white,False,300
Deepcool PF750 230V,,ATX,0.851063829787234,0.2972972972972973,0.0,Black,plus,False,750
Thermaltake Smart,,ATX,0.851063829787234,0.2864864864864865,0.0,,plus,False,730
Mars Gaming MP700,,ATX,0.0,0.2702702702702703,0.0,,white,False,700
