name,price,type,efficiency,wattage,modular,color,efficiency_type,modularity
Corsair RM750e,99.99,ATX,87.0,750,10.0,Black,gold,Full
Corsair RM850x,149.99,ATX,87.0,850,10.0,Black,gold,Full
Corsair RM1000x,169.99,ATX,87.0,1000,10.0,Black,gold,Full
Thermaltake Toughpower GX2,66.98,ATX,87.0,600,0.0,Black,gold,False
Corsair RM750x,119.99,ATX,87.0,750,10.0,Black,gold,Full
Corsair RM850,139.99,ATX,87.0,850,10.0,White / Black,gold,Full
Thermaltake Smart,39.99,ATX,80.0,500,0.0,,plus,False
Corsair SF750,163.49,SFX,90.0,750,10.0,,platinum,Full
Corsair RM850e,119.99,ATX,87.0,850,10.0,Black,gold,Full
Corsair CX650M,79.98,ATX,82.0,650,6.0,Black,bronze,Semi
Corsair HX1200 Platinum,346.99,ATX,90.0,1200,10.0,,platinum,Full
Corsair CX750M,89.95,ATX,82.0,750,6.0,Black,bronze,Semi
Corsair RM1000e,159.99,ATX,87.0,1000,10.0,Black,gold,Full
Corsair CV550,,ATX,82.0,550,0.0,Black,bronze,False
Gigabyte UD750GM,90.98,ATX,87.0,750,10.0,Black,gold,Full
Corsair RM650x,109.99,ATX,87.0,650,10.0,Black,gold,Full
Cooler Master V850 SFX GOLD,135.99,SFX,87.0,850,10.0,Black,gold,Full
Corsair RM750,115.99,ATX,87.0,750,10.0,White / Black,gold,Full
Corsair CV650,,ATX,82.0,650,0.0,Black,bronze,False
Corsair AX1600i,549.99,ATX,94.0,1600,10.0,,titanium,Full
NZXT C850,138.99,ATX,87.0,850,10.0,Black,gold,Full
MSI A1000G PCIE5,199.99,ATX,87.0,1000,10.0,Black,gold,Full
EVGA 600 W1,62.98,ATX,80.0,600,0.0,,plus,False
Thermaltake Smart,47.98,ATX,80.0,600,0.0,,plus,False
MSI MPG A850G PCIE5,139.99,ATX,87.0,850,10.0,Black,gold,Full
EVGA SuperNOVA 1000 GT,169.99,ATX,87.0,1000,10.0,Black,gold,Full
Corsair CV450,,ATX,82.0,450,0.0,Black,bronze,False
EVGA 500 BR,84.88,ATX,82.0,500,0.0,,bronze,False
Thermaltake Toughpower GF1 PE,136.99,ATX,87.0,850,10.0,Black,gold,Full
EVGA SuperNOVA 850 GT,129.99,ATX,87.0,850,10.0,Black,gold,Full
Thermaltake Toughpower Grand RGB,112.99,ATX,87.0,650,10.0,,gold,Full
Thermaltake Smart,54.95,ATX,80.0,700,0.0,,plus,False
Thermaltake Smart,33.99,ATX,80.0,430,0.0,Black / White,plus,False
EVGA SuperNOVA 750 GT,119.99,ATX,87.0,750,10.0,Black,gold,Full
FSP Group Hydro G Pro,,ATX,87.0,750,10.0,Black,gold,Full
EVGA 700 GD,79.98,ATX,87.0,700,0.0,Black,gold,False
EVGA 600 GD,79.98,ATX,87.0,600,0.0,Black,gold,False
SeaSonic S12III,69.0,ATX,82.0,650,0.0,Black,bronze,False
Asus ROG THOR 1600T Gaming,665.99,ATX,94.0,1600,10.0,Silver / Black,titanium,Full
Lian Li SP,114.99,SFX,87.0,750,10.0,Black,gold,Full
Apevia Prestige,51.99,ATX,87.0,600,0.0,Black,gold,False
Corsair SF1000L,179.99,SFX,87.0,1000,10.0,Black,gold,Full
Cooler Master MWE Gold 850 - V2,119.99,ATX,87.0,850,10.0,Black,gold,Full
MSI MPG A650GF,106.99,ATX,87.0,650,10.0,Black,gold,Full
SeaSonic FOCUS Plus 650 Gold,129.99,ATX,87.0,650,10.0,,gold,Full
EVGA 500 W1,53.59,ATX,80.0,500,0.0,,plus,False
Silverstone HELA,707.0,ATX,0.0,2050,10.0,Black / White,white,Full
MSI MPG A750GF,129.99,ATX,87.0,750,10.0,Black,gold,Full
SeaSonic FOCUS PLUS 850 Gold,159.99,ATX,87.0,850,10.0,,gold,Full
NZXT C650,,ATX,87.0,650,10.0,Black,gold,Full
NZXT C750,129.99,ATX,87.0,750,10.0,Black,gold,Full
Gigabyte UD850GM,109.99,ATX,87.0,850,10.0,Black,gold,Full
Corsair HX1500i,349.99,ATX,90.0,1500,10.0,Black,platinum,Full
EVGA SuperNOVA 750 GM,149.0,SFX,87.0,750,10.0,Black,gold,Full
Thermaltake Smart BM2,,ATX,82.0,650,6.0,Black,bronze,Semi
EVGA 700 BR,79.98,ATX,82.0,700,0.0,,bronze,False
Gigabyte UD1000GM,134.99,ATX,87.0,1000,10.0,Black,gold,Full
MSI MAG A650BN,,ATX,82.0,650,0.0,Black,bronze,False
Cooler Master MWE GOLD 750 V2 FULL MODULAR,171.0,ATX,87.0,750,10.0,Black,gold,Full
Asus TUF Gaming 1000G,169.99,ATX,87.0,1000,10.0,Black,gold,Full
EVGA SuperNOVA 650 GT,99.99,ATX,87.0,650,10.0,Black,gold,Full
EVGA SuperNOVA 550 GM,,SFX,87.0,550,10.0,Black,gold,Full
Cooler Master V550 V2,125.99,ATX,87.0,550,10.0,White,gold,Full
SeaSonic PRIME TX-1000,338.98,ATX,94.0,1000,10.0,Black,titanium,Full
be quiet! Straight Power 11,209.9,ATX,90.0,1000,10.0,Black,platinum,Full
Lian Li SP850,144.65,SFX,87.0,850,10.0,White,gold,Full
Asus ROG STRIX G,199.99,ATX,87.0,1000,10.0,Black,gold,Full
MSI MEG Ai1300P PCIE5,329.99,ATX,90.0,1300,10.0,Black / Copper,platinum,Full
Cooler Master MasterWatt,99.99,ATX,82.0,750,6.0,Black,bronze,Semi
Corsair HX1000 Platinum,389.98,ATX,90.0,1000,10.0,,platinum,Full
Apevia Prestige,66.98,ATX,87.0,800,0.0,Black,gold,False
Phanteks Revolt Pro,129.99,ATX,87.0,850,10.0,Silver / Black,gold,Full
EVGA SuperNOVA 650 G5,109.99,ATX,87.0,650,10.0,Black / Green,gold,Full
EVGA SuperNOVA 850 GM,148.99,SFX,87.0,850,10.0,Black,gold,Full
Cooler Master V750 SFX GOLD,109.99,SFX,87.0,750,10.0,Black,gold,Full
be quiet! Pure Power 12 M,128.5,ATX,87.0,750,10.0,Black,gold,Full
Thermaltake Toughpower GF1 PE,109.99,ATX,87.0,750,10.0,Black,gold,Full
SeaSonic FOCUS Plus 750 Gold,139.99,ATX,87.0,750,10.0,,gold,Full
Gigabyte P750GM,,ATX,87.0,750,10.0,Black,gold,Full
be quiet! Straight Power 11,174.9,ATX,90.0,850,10.0,Black,platinum,Full
EVGA SuperNOVA 650 GM,120.0,SFX,87.0,650,10.0,Black,gold,Full
EVGA 600 BR,93.78,ATX,82.0,600,0.0,,bronze,False
Apevia CAPTAIN,31.99,ATX,0.0,550,0.0,Black,white,False
Asus ROG LOKI,249.99,SFX,90.0,1000,10.0,Silver / Black,platinum,Full
Asus ROG Strix,375.0,ATX,87.0,850,10.0,White,gold,Full
Raidmax Cobra,49.99,ATX,82.0,700,0.0,,bronze,False
Thermaltake Smart BM2,,ATX,82.0,750,6.0,Black,bronze,Semi
be quiet! Straight Power 11,249.9,ATX,90.0,1200,10.0,Black,platinum,Full
MSI MPG A850GF,,ATX,87.0,850,10.0,Black,gold,Full
Gigabyte P850GM,,ATX,87.0,850,10.0,Black,gold,Full
SeaSonic PRIME TX,529.99,ATX,94.0,1600,10.0,Black / Silver,titanium,Full
EVGA SuperNOVA 1600 G2,674.21,ATX,87.0,1600,10.0,,gold,Full
be quiet! Pure Power 12 M,164.9,ATX,87.0,1000,10.0,Black,gold,Full
Corsair RM650,215.98,ATX,87.0,650,10.0,Black,gold,Full
Cooler Master MasterWatt,89.99,ATX,82.0,650,6.0,,bronze,Semi
ADATA XPG CORE Reactor 850,119.99,ATX,87.0,850,10.0,Black,gold,Full
Thermaltake Smart BM2,,ATX,82.0,550,6.0,Black,bronze,Semi
SeaSonic FOCUS Plus Platinum,184.99,ATX,90.0,850,10.0,,platinum,Full
Phanteks Revolt SFX,94.99,SFX,87.0,650,10.0,Black,gold,Full
EVGA GE,89.99,ATX,87.0,800,0.0,Black,gold,False
Super Flower Leadex III Gold,138.68,ATX,87.0,750,10.0,Black,gold,Full
be quiet! Pure Power 12 M,99.0,ATX,87.0,650,10.0,Black,gold,Full
Asus ROG THOR P2 Gaming,379.99,ATX,90.0,1200,10.0,Silver / Black,platinum,Full
Logisys PS480D2,16.98,ATX,0.0,480,0.0,,white,False
Enermax REVOLUTION D.F. 2,109.99,ATX,87.0,850,10.0,Black,gold,Full
Gigabyte P-B,,ATX,82.0,650,0.0,Black,bronze,False
EVGA 400 N1,49.45,ATX,0.0,400,0.0,,white,False
EVGA GE,79.98,ATX,87.0,700,0.0,Black,gold,False
Asus ROG THOR P2 Gaming,,ATX,90.0,1000,10.0,Silver / Black,platinum,Full
SeaSonic PRIME PX-1300,330.0,ATX,90.0,1300,10.0,Black,platinum,Full
NZXT C1200,219.99,ATX,87.0,1200,10.0,Black,gold,Full
be quiet! Dark Power 13,289.89,ATX,94.0,1000,10.0,Black,titanium,Full
Thermaltake Smart BX1 650,,ATX,82.0,650,0.0,Black,bronze,False
SeaSonic VERTEX GX-1200,289.99,ATX,87.0,1200,10.0,Black / Silver,gold,Full
SeaSonic FOCUS Plus Platinum,159.99,ATX,90.0,750,10.0,,platinum,Full
Corsair RM750x White,248.0,ATX,87.0,750,10.0,White / Black,gold,Full
SeaSonic FOCUS GX,166.98,ATX,87.0,850,10.0,Black,gold,Full
Asus TUF Gaming 850G,129.99,ATX,87.0,850,10.0,Black,gold,Full
Corsair HX1000i,357.99,ATX,90.0,1000,10.0,Black,platinum,Full
Corsair SF600,239.0,SFX,90.0,600,10.0,Black,platinum,Full
Thermaltake TOUGHPOWER GF A3,89.99,ATX,87.0,750,10.0,Black,gold,Full
be quiet! Dark Power Pro 13,459.9,ATX,94.0,1600,10.0,Black,titanium,Full
be quiet! Pure Power 12 M,134.9,ATX,87.0,850,10.0,Black,gold,Full
SeaSonic FOCUS GX,145.98,ATX,87.0,750,10.0,Black,gold,Full
EVGA 850 BQ,118.14,ATX,82.0,850,6.0,,bronze,Semi
EVGA 550 BP,59.99,ATX,82.0,550,0.0,Black,bronze,False
EVGA SuperNOVA 1300 GT,219.99,ATX,87.0,1300,10.0,Black,gold,Full
Asus ROG-STRIX-850G,178.63,ATX,87.0,850,10.0,Black,gold,Full
Thermaltake Toughpower GF3 TT Premium,269.99,ATX,87.0,1650,10.0,Black,gold,Full
EVGA GE,69.98,ATX,87.0,500,0.0,Black,gold,False
Thermaltake Toughpower GF1 PE,119.98,ATX,87.0,650,10.0,,gold,Full
Thermaltake Smart BX1,79.8,ATX,82.0,750,0.0,Black,bronze,False
EVGA SuperNOVA 750 G5,144.98,ATX,87.0,750,10.0,Black / Green,gold,Full
EVGA SuperNOVA 1600 T2,499.99,ATX,94.0,1600,10.0,,titanium,Full
Silverstone SFX,112.99,SFX,87.0,500,10.0,,gold,Full
Super Flower Leadex V Pro,299.99,ATX,90.0,1000,10.0,White,platinum,Full
Fractal Design Ion SFX 650G,,SFX,87.0,650,10.0,Black,gold,Full
SeaSonic FOCUS GX,253.48,ATX,87.0,1000,10.0,Black,gold,Full
Corsair SF850L,159.99,SFX,87.0,850,10.0,Black,gold,Full
be quiet! System Power 10,181.81,ATX,87.0,850,0.0,Black,gold,False
Silverstone SX1000-LPT,250.21,SFX,90.0,1000,10.0,Black,platinum,Full
Corsair HX850 Platinum,,ATX,90.0,850,10.0,,platinum,Full
be quiet! System Power 10,101.48,ATX,82.0,450,0.0,Black,bronze,False
be quiet! Straight Power 11 750W,135.99,ATX,87.0,750,10.0,,gold,Full
be quiet! Dark Power 13,249.9,ATX,94.0,850,10.0,Black,titanium,Full
Corsair TX550M,,ATX,87.0,550,6.0,Black,gold,Semi
Asus ROG Strix,292.0,ATX,87.0,750,10.0,Black / Red,gold,Full
Thermaltake Smart Pro RGB,119.57,ATX,82.0,750,10.0,,bronze,Full
Cooler Master V750,,ATX,87.0,750,10.0,,gold,Full
Apevia Signature,71.98,ATX,82.0,1050,6.0,Black,bronze,Semi
Gigabyte P450B,89.98,ATX,82.0,450,0.0,Black,bronze,False
Deepcool PM750D,97.99,ATX,87.0,750,0.0,Black,gold,False
KOLINK ENCLAVE,,ATX,87.0,600,10.0,Black / Yellow,gold,Full
ARESGAME AGV,,ATX,82.0,650,0.0,Black,bronze,False
CoolMax I-500,24.11,ATX,0.0,500,0.0,,white,False
Super Flower Golden Green HX,,ATX,87.0,650,0.0,,gold,False
MSI MAG A550BN,,ATX,82.0,550,0.0,Black,bronze,False
Fractal Design Ion Gold,209.0,ATX,87.0,550,10.0,Black,gold,Full
Asus ROG THOR 850P,,ATX,90.0,850,10.0,Black / Red,platinum,Full
EVGA SuperNOVA 1600 P+,304.99,ATX,90.0,1600,10.0,Black,platinum,Full
Phanteks AMP v2,179.99,ATX,87.0,1000,10.0,White,gold,Full
Corsair CX450M,136.79,ATX,82.0,450,6.0,,bronze,Semi
EVGA SuperNOVA 850 P6,188.63,ATX,90.0,850,10.0,Black / Silver,platinum,Full
EVGA SuperNOVA 850 T2,234.0,ATX,94.0,850,10.0,,titanium,Full
KOLINK Classic Power,,ATX,82.0,400,0.0,Black / Red,bronze,False
Super Flower Leadex Titanium,799.99,ATX,94.0,1600,10.0,Black,titanium,Full
Corsair HX750 Platinum,294.99,ATX,90.0,750,10.0,,platinum,Full
KOLINK ENCLAVE,,ATX,87.0,700,10.0,Black / Yellow,gold,Full
Silverstone SFX,223.98,SFX,94.0,800,10.0,,titanium,Full
Thermaltake Toughpower GF3 TT Premium,169.99,ATX,87.0,1000,10.0,Black,gold,Full
be quiet! Pure Power 11,89.29,ATX,87.0,400,0.0,Black,gold,False
Corsair CX750F,159.99,ATX,82.0,750,10.0,White / Black,bronze,Full
SeaSonic FOCUS GX,132.98,ATX,87.0,650,10.0,Black,gold,Full
Asus ROG THOR 1200P,,ATX,90.0,1200,10.0,Black,platinum,Full
EVGA 550 B5,79.98,ATX,82.0,550,10.0,Black,bronze,Full
Deepcool PM850D,98.98,ATX,87.0,850,0.0,Black,gold,False
EVGA 850 GQ,145.0,ATX,87.0,850,6.0,,gold,Semi
GameMax RGB Rainbow,99.99,ATX,87.0,850,10.0,Black,gold,Full
Thermaltake Toughpower GF1 ARGB,95.99,ATX,87.0,650,10.0,,gold,Full
Gigabyte P550B,69.99,ATX,82.0,550,0.0,Black,bronze,False
Phanteks Revolt SFX,104.99,SFX,87.0,750,10.0,Black,gold,Full
Cooler Master V750 V2,159.99,ATX,87.0,750,10.0,White,gold,Full
Apex AG-M,,ATX,87.0,850,10.0,Black,gold,Full
be quiet! System Power 10,98.09,ATX,82.0,650,0.0,Black,bronze,False
Corsair CV750,,ATX,82.0,750,0.0,Black,bronze,False
SeaSonic S12III,71.98,ATX,82.0,500,0.0,Black,bronze,False
SeaSonic VERTEX GX-1000,244.43,ATX,87.0,1000,10.0,Black / Silver,gold,Full
NZXT C1000,219.67,ATX,87.0,1000,10.0,Black,gold,Full
Corsair CX550F,136.79,ATX,82.0,550,10.0,Black,bronze,Full
Deepcool PQ750M,109.99,ATX,87.0,750,10.0,Black,gold,Full
Thermaltake Toughpower GF3 TT Premium,127.99,ATX,87.0,850,10.0,Black,gold,Full
EVGA 650 BQ,,ATX,82.0,650,6.0,,bronze,Semi
MSI MEG Ai1000P PCIE5,279.99,ATX,90.0,1000,10.0,Black / Copper,platinum,Full
Gigabyte P650G (US),69.98,ATX,87.0,650,0.0,Black,gold,False
EVGA SuperNOVA 1000 G6,231.99,ATX,87.0,1000,10.0,Black,gold,Full
Cooler Master MWE Bronze V2,,ATX,82.0,650,0.0,Black,bronze,False
ARESGAME AGV,,ATX,82.0,500,0.0,Black,bronze,False
Super Flower Leadex V Platinum Pro,308.68,ATX,90.0,1000,10.0,White,platinum,Full
EVGA 850 B5,138.88,ATX,82.0,850,10.0,Black,bronze,Full
be quiet! Dark Power Pro 13,419.9,ATX,94.0,1300,10.0,Black,titanium,Full
be quiet! Straight Power 11,149.9,ATX,90.0,750,10.0,Black,platinum,Full
Thermaltake Toughpower GF3 TT Premium,199.99,ATX,87.0,1200,10.0,Black,gold,Full
be quiet! System Power 10,188.0,ATX,82.0,750,0.0,Black,bronze,False
Aerocool Integrator,,ATX,82.0,500,0.0,Black,bronze,False
Thermaltake Toughpower GF1 Snow - TT Premium,122.99,ATX,87.0,750,10.0,White,gold,Full
EVGA SuperNOVA 750 G2,,ATX,87.0,750,10.0,,gold,Full
be quiet! System Power 10,85.39,ATX,82.0,550,0.0,Black,bronze,False
EVGA GE,69.98,ATX,87.0,600,0.0,Black,gold,False
Silverstone Essential,105.92,ATX,82.0,550,0.0,Black,bronze,False
SeaSonic FOCUS PX,190.98,ATX,90.0,850,10.0,Black,platinum,Full
Corsair CX550,99.99,ATX,82.0,550,0.0,,bronze,False
EVGA SuperNOVA 850 G6,159.99,ATX,87.0,850,10.0,Black,gold,Full
Deepcool PQ1000M,159.99,ATX,87.0,1000,10.0,Black,gold,Full
Corsair TX550M Gold,,ATX,87.0,550,6.0,,gold,Semi
Asus ROG LOKI,210.99,SFX,90.0,850,10.0,Black / Silver,platinum,Full
Super Flower Leadex III ARGB,168.68,ATX,87.0,650,10.0,White,gold,Full
EVGA 650 GQ,,ATX,87.0,650,6.0,,gold,Semi
EVGA 750 GQ,148.26,ATX,87.0,750,6.0,,gold,Semi
Corsair RM550x,,ATX,87.0,550,10.0,Black,gold,Full
ADATA XPG CORE Reactor 650,99.99,ATX,87.0,650,10.0,Black,gold,Full
EVGA 600 BQ,159.99,ATX,82.0,600,6.0,,bronze,Semi
Asus TUF Gaming 750G,123.99,ATX,87.0,750,10.0,Black,gold,Full
Cooler Master V650 SFX GOLD,,SFX,87.0,650,10.0,Black,gold,Full
be quiet! System Power 9 500 CM,98.29,ATX,82.0,500,6.0,Black,bronze,Semi
Corsair AX1200i,657.73,ATX,90.0,1200,10.0,,platinum,Full
Thermaltake TOUGHPOWER GF A3,129.99,ATX,87.0,850,10.0,Black,gold,Full
SeaSonic PRIME Ultra Titanium,338.98,ATX,94.0,1000,10.0,,titanium,Full
be quiet! Pure Power 11,78.59,ATX,87.0,500,0.0,Black,gold,False
Thermaltake TOUGHPOWER GF A3,159.99,ATX,87.0,1050,10.0,Black,gold,Full
Cooler Master MWE Gold 650,,ATX,87.0,650,10.0,Black,gold,Full
Super Flower Leadex III ARGB,199.99,ATX,87.0,850,10.0,White,gold,Full
ADATA XPG CORE Reactor 750,109.99,ATX,87.0,750,10.0,Black,gold,Full
Cooler Master Elite V3,67.68,ATX,80.0,600,0.0,Black,plus,False
be quiet! Pure Power 12 M,94.9,ATX,87.0,550,10.0,Black,gold,Full
KOLINK Classic Power,,ATX,82.0,600,0.0,Black / Red,bronze,False
Gigabyte AORUS P GM,164.09,ATX,87.0,750,10.0,Black / Silver,gold,Full
Thermaltake Smart RGB 230V,168.0,ATX,80.0,500,0.0,Black,plus,False
EVGA 450 BR,,ATX,82.0,450,0.0,,bronze,False
EVGA SuperNOVA 650 G3,,ATX,87.0,650,10.0,,gold,Full
Super Flower Leadex,,ATX,90.0,2000,10.0,,platinum,Full
Cooler Master V650 V2,134.99,ATX,87.0,650,10.0,White,gold,Full
Thermaltake Toughpower GX1,80.36,ATX,87.0,600,0.0,Black,gold,False
SeaSonic FOCUS GX,176.61,ATX,87.0,550,10.0,Black,gold,Full
Thermaltake Toughpower GF3 TT Premium,126.99,ATX,87.0,750,10.0,Black,gold,Full
GameMax GP,,ATX,82.0,650,0.0,Black,bronze,False
SeaSonic FOCUS,146.99,ATX,87.0,850,6.0,Black,gold,Semi
ADATA XPG PYLON,,ATX,82.0,550,0.0,Black,bronze,False
Super Flower Leadex V Platinum Pro,249.99,ATX,90.0,850,10.0,White,platinum,Full
SeaSonic G12 GM,125.82,ATX,87.0,650,6.0,Black / Blue,gold,Semi
EVGA SuperNOVA 850 G2,355.99,ATX,87.0,850,10.0,,gold,Full
Thermaltake Toughpower GF3 TT Premium,241.21,ATX,87.0,1350,10.0,Black,gold,Full
Thermaltake TOUGHPOWER GF A3,179.99,ATX,87.0,1200,10.0,Black,gold,Full
EVGA SuperNOVA 750 G3,,ATX,87.0,750,10.0,,gold,Full
Cooler Master MasterWatt 550,84.99,ATX,82.0,550,6.0,,bronze,Semi
Silverstone SX300-B,,SFX,82.0,300,0.0,Black,bronze,False
Cooler Master MWE Bronze V2,,ATX,82.0,550,0.0,Black,bronze,False
EVGA SuperNOVA 1000 G5,207.5,ATX,87.0,1000,10.0,Black / Green,gold,Full
ARESGAME AGV,,ATX,82.0,750,6.0,Black,bronze,Semi
FSP Group Hydro GE,109.99,ATX,87.0,650,10.0,,gold,Full
Cooler Master MWE Bronze V2,,ATX,82.0,750,0.0,Black,bronze,False
be quiet! Pure Power 11 600,124.0,ATX,87.0,600,6.0,Black,gold,Semi
EVGA SuperNOVA 1000 G+,317.0,ATX,87.0,1000,10.0,Black,gold,Full
EVGA SuperNOVA 750 G6,139.28,ATX,87.0,750,10.0,Black,gold,Full
MSI MPG A1000G,,ATX,87.0,1000,10.0,Black,gold,Full
FSP Group Hydro GE,89.99,ATX,87.0,550,10.0,,gold,Full
EVGA SuperNOVA 650 P2,144.99,ATX,90.0,650,10.0,,platinum,Full
Fractal Design Ion Gold,154.29,ATX,87.0,850,10.0,Black,gold,Full
Enermax CYBERBRON,,ATX,82.0,500,0.0,Black / Silver,bronze,False
be quiet! Dark Power 13,209.9,ATX,94.0,750,10.0,Black,titanium,Full
Apevia Prestige,74.98,ATX,87.0,1000,0.0,Black,gold,False
Silverstone HELA 1200R,238.29,ATX,90.0,1200,10.0,Black,platinum,Full
Cooler Master MWE White V2 230V,,ATX,80.0,700,0.0,Black,plus,False
EVGA 750 BQ,,ATX,82.0,750,6.0,,bronze,Semi
Corsair SF600,,SFX,87.0,600,10.0,,gold,Full
Raidmax RX-530SS,49.99,ATX,0.0,530,6.0,,white,Semi
Thermaltake TR2,,ATX,0.0,500,0.0,,white,False
EVGA 650BP,74.99,ATX,82.0,650,0.0,Black,bronze,False
Segotep GM,,ATX,87.0,750,10.0,Black,gold,Full
Gigabyte P1000GM,,ATX,87.0,1000,10.0,Black,gold,Full
EVGA 500 BQ,114.99,ATX,82.0,500,6.0,,bronze,Semi
Super Flower Leadex Platinum SE,169.99,ATX,90.0,1200,10.0,Black,platinum,Full
EVGA SuperNOVA 850 G3,,ATX,87.0,850,10.0,,gold,Full
PowerSpec PS 650BSM,,ATX,82.0,650,6.0,Black,bronze,Semi
EVGA SuperNOVA 1000 P6,289.99,ATX,90.0,1000,10.0,Black / Silver,platinum,Full
Corsair CX550M,,ATX,82.0,550,6.0,Black,bronze,Semi
PowerSpec PS 650BF,,ATX,82.0,650,0.0,Black,bronze,False
EVGA 500 GD,,ATX,87.0,500,0.0,Black,gold,False
SeaSonic PRIME Ultra Titanium,209.99,ATX,94.0,750,10.0,,titanium,Full
Corsair HX1200i,639.0,ATX,90.0,1200,10.0,,platinum,Full
EVGA SuperNOVA 850 G5,198.85,ATX,87.0,850,10.0,Black / Green,gold,Full
Cooler Master MWE Gold 1250 - V2,199.99,ATX,87.0,1250,10.0,Black,gold,Full
Silverstone DA850 Gold,,ATX,87.0,850,10.0,Black / White,gold,Full
Phanteks Revolt SFX,183.99,SFX,90.0,850,10.0,Black,platinum,Full
Enermax REVOLUTION D.F. 2,129.99,ATX,87.0,1050,10.0,Black,gold,Full
EVGA SuperNOVA 750 P5,,ATX,90.0,750,10.0,Black / Teal,platinum,Full
Cooler Master Elite 400 V3,53.21,ATX,80.0,400,0.0,Black,plus,False
be quiet! SFX L Power,142.38,SFX,87.0,500,10.0,,gold,Full
Corsair TX650M,,ATX,87.0,650,6.0,Black,gold,Semi
EVGA 750 BP,89.99,ATX,82.0,750,0.0,Black,bronze,False
Corsair CX650F,169.99,ATX,82.0,650,10.0,Black,bronze,Full
Corsair CX600,178.41,ATX,82.0,600,0.0,,bronze,False
Asus TUF Gaming,,ATX,82.0,750,0.0,Black,bronze,False
MSI MPG A750G PCIE5,139.99,ATX,87.0,750,10.0,Black,gold,Full
Corsair SF450,229.99,SFX,87.0,450,10.0,,gold,Full
be quiet! Straight Power 11 850W,158.99,ATX,87.0,850,10.0,,gold,Full
EVGA SuperNOVA 450 GM,,SFX,87.0,450,10.0,Black,gold,Full
SeaSonic PRIME TX,696.0,ATX,94.0,1300,10.0,Black / Silver,titanium,Full
SeaSonic FOCUS Gold,99.99,ATX,87.0,550,6.0,,gold,Semi
Cooler Master V SFX Platinum,,SFX,90.0,1300,10.0,Black,platinum,Full
EVGA SuperNOVA 1600 G+,249.0,ATX,87.0,1600,10.0,Black,gold,Full
FSP Group Hydro G Pro,223.72,ATX,87.0,1000,10.0,Black,gold,Full
EVGA SuperNOVA 650 G6,110.0,ATX,87.0,650,10.0,Black,gold,Full
EVGA SuperNOVA 650 P5,127.99,ATX,90.0,650,10.0,Black / Teal,platinum,Full
Aerocool LUX RGB 750M (230V EU),,ATX,82.0,750,6.0,Black,bronze,Semi
Silverstone Strider Platinum S,216.63,ATX,90.0,1200,10.0,Black,platinum,Full
Deepcool PK650D,,ATX,82.0,650,0.0,Black,bronze,False
ADATA XPG PYLON,126.49,ATX,82.0,650,0.0,Black,bronze,False
GAMDIAS KRATOS M1 B,79.98,ATX,82.0,750,0.0,Black,bronze,False
be quiet! Pure Power 11,,ATX,87.0,700,0.0,Black,gold,False
Gigabyte AORUS P1200W,292.98,ATX,90.0,1200,10.0,Black,platinum,Full
Phanteks Revolt X,,ATX,90.0,1200,10.0,Black / Silver,platinum,Full
Thermaltake Toughpower GX1 500,,ATX,87.0,500,0.0,Black,gold,False
be quiet! Dark Power Pro 12,,ATX,94.0,1200,10.0,Black,titanium,Full
Silverstone Strider,,ATX,82.0,500,0.0,,bronze,False
Enermax REVOLUTION D.F. 2,149.99,ATX,87.0,1200,10.0,Black,gold,Full
Fractal Design Ion+ 2 Platinum,326.0,ATX,90.0,860,10.0,Black,platinum,Full
SeaSonic FOCUS SGX,169.99,SFX,87.0,750,10.0,Black,gold,Full
GameMax RGB Rainbow,,ATX,87.0,750,10.0,Black,gold,Full
EVGA SuperNOVA 650 G2,,ATX,87.0,650,10.0,,gold,Full
Silverstone Strider,,ATX,87.0,650,10.0,,gold,Full
SeaSonic G12 GM,131.01,ATX,87.0,750,6.0,Black / Blue,gold,Semi
Corsair VS550,136.65,ATX,80.0,550,0.0,,plus,False
Thermaltake Toughpower TF1 - TT Premium,399.95,ATX,94.0,1550,10.0,Black,titanium,Full
KOLINK ENCLAVE,,ATX,87.0,500,10.0,Black / Yellow,gold,Full
Cougar POLAR,254.78,ATX,90.0,1200,10.0,White,platinum,Full
Asus ROG Strix,214.82,ATX,87.0,650,10.0,Black / Red,gold,Full
SeaSonic FOCUS SPX,194.99,SFX,90.0,750,10.0,Black,platinum,Full
be quiet! Straight Power 11,,ATX,90.0,650,10.0,Black,platinum,Full
Deepcool DQ750-M-V2L,109.99,ATX,87.0,750,10.0,Black / Green,gold,Full
Asus TUF Gaming 650B,,ATX,82.0,650,0.0,Black,bronze,False
Silverstone Extreme 850R Platinum,233.92,SFX,90.0,850,10.0,Black,platinum,Full
GameMax GP,,ATX,82.0,500,0.0,Black,bronze,False
SeaSonic PRIME TX-850,387.8,ATX,94.0,850,10.0,Black,titanium,Full
be quiet! System Power 9 700 CM,163.41,ATX,82.0,700,6.0,Black,bronze,Semi
Corsair CXM,170.99,ATX,82.0,750,6.0,,bronze,Semi
Cooler Master V750 Gold i,129.99,ATX,87.0,750,10.0,Black / Gold,gold,Full
be quiet! SFX L Power,128.58,SFX,87.0,600,10.0,,gold,Full
SeaSonic FOCUS Plus Gold,,ATX,87.0,1000,10.0,Black,gold,Full
Raidmax XT,,ATX,0.0,400,0.0,,white,False
MSI MPG A750GF WHITE,,ATX,87.0,750,10.0,White,gold,Full
