name,price,type,efficiency,wattage,modular,color,efficiency_type,modularity
Antec NeoECO 650 Gold,,ATX,87.0,650,6.0,Black,gold,Semi
Antec High Current Pro,269.0,ATX,90.0,1000,10.0,,platinum,Full
Cooler Master Extreme 2,,ATX,0.0,475,0.0,,white,False
Cooler Master GXII,,ATX,82.0,750,0.0,,bronze,False
Enermax REVOLUTION X't II,,ATX,87.0,750,6.0,,gold,Semi
Raidmax RX-735AP,,ATX,82.0,735,6.0,,bronze,Semi
EVGA 450 GD,,ATX,87.0,450,0.0,Black,gold,False
SeaSonic PRIME Gold,,ATX,87.0,750,10.0,,gold,Full
SHARKOON SilentStorm Icewind,,ATX,82.0,750,6.0,White / Black,bronze,Semi
Cooler Master G450M,,ATX,82.0,450,6.0,,bronze,Semi
Enermax REVOLUTION SFX,,SFX,87.0,650,10.0,Black,gold,Full
Rosewill Lightning,,ATX,87.0,1000,6.0,,gold,Semi
SeaSonic VERTEX PX-750,,ATX,90.0,750,10.0,Black / Silver,platinum,Full
XFX Core Edition,,ATX,82.0,750,0.0,,bronze,False
SeaSonic FOCUS SGX,,SFX,87.0,550,10.0,Black,gold,Full
Cougar CMX700V3,,ATX,82.0,700,6.0,,bronze,Semi
SeaSonic S12II,,ATX,82.0,750,10.0,,bronze,Full
Antec High Current Pro,,ATX,87.0,750,6.0,,gold,Semi
be quiet! Straight Power 10 CM,,ATX,87.0,700,6.0,,gold,Semi
Linkworld LPG12-35-p4,,ATX,0.0,550,0.0,,white,False
Cougar COUGAR-1000CMX,,ATX,82.0,1000,0.0,,bronze,False
SeaSonic Snow Silent,,ATX,90.0,750,10.0,,platinum,Full
Raidmax Cobra,,ATX,82.0,400,0.0,,bronze,False
Thermaltake Toughpower DPS G,,ATX,87.0,650,10.0,,gold,Full
In Win IP-S300FF1-0,62.69,TFX,80.0,300,0.0,,plus,False
Cougar GX-S,,ATX,87.0,650,0.0,,gold,False
Thermaltake Toughpower iRGB PLUS 850 Platinum,,ATX,90.0,850,10.0,Black,platinum,Full
Xilence XP830R8,,ATX,82.0,830,0.0,Black / Red,bronze,False
Enermax Platimax,,ATX,90.0,1500,10.0,,platinum,Full
SeaSonic S12G,,ATX,87.0,750,0.0,,gold,False
Antec True Power,,ATX,87.0,750,0.0,,gold,False
Antec VP,,ATX,80.0,550,0.0,,plus,False
Enermax REVOLUTION X't,,ATX,87.0,430,6.0,,gold,Semi
Apevia ATX-VN500W,,ATX,0.0,500,0.0,,white,False
be quiet! Pure Power 10,,ATX,82.0,350,0.0,,bronze,False
NZXT HALE90 V2 850W,,ATX,87.0,850,10.0,,gold,Full
Enermax TRIATHLOR,,ATX,82.0,550,6.0,,bronze,Semi
Cooler Master Silent Pro M,,ATX,80.0,600,10.0,,plus,Full
Cooler Master Silent Pro M,,ATX,82.0,850,6.0,,bronze,Semi
Thermaltake Toughpower XT,,ATX,82.0,575,10.0,,bronze,Full
Zalman ZM770-XT,,ATX,82.0,770,10.0,,bronze,Full
SeaSonic SS-460FL Active PFC F3,,ATX,90.0,460,10.0,,platinum,Full
Rosewill Quark 550,,ATX,90.0,550,10.0,,platinum,Full
CoolMax ZU-600B,,ATX,82.0,600,6.0,,bronze,Semi
be quiet! Pure Power L7,,ATX,80.0,350,0.0,,plus,False
Sentey XPP725-PS,,ATX,0.0,725,6.0,,white,Semi
Nexus NX-5000 R3,,ATX,82.0,530,0.0,,bronze,False
Cooler Master i500,,ATX,82.0,500,0.0,,bronze,False
XFX XT,,ATX,82.0,600,0.0,,bronze,False
Raidmax Scorpio,,ATX,82.0,535,6.0,Black / Blue,bronze,Semi
Raidmax Cobra,,ATX,87.0,600,6.0,,gold,Semi
Thermaltake Smart,,ATX,82.0,1200,6.0,,bronze,Semi
FSP Group Berzerker,,ATX,82.0,500,0.0,,bronze,False
GAMDIAS ASTRAPE M1,,ATX,80.0,550,0.0,Black / Multicolor,plus,False
Xigmatek NRP-MC702,,ATX,82.0,700,10.0,,bronze,Full
Xigmatek NRP-MC1002,,ATX,82.0,1000,10.0,,bronze,Full
Zalman zm-400-LE,,ATX,0.0,400,0.0,,white,False
be quiet! Dark Power Pro 11,,ATX,90.0,1200,6.0,,platinum,Semi
EVGA 550 GD,,ATX,87.0,550,0.0,Black,gold,False
RIOTORO ENIGMA G2,,ATX,87.0,650,10.0,Black / Yellow,gold,Full
RIOTORO ENIGMA G2,,ATX,87.0,850,10.0,Black / Yellow,gold,Full
RIOTORO BUILDER,,ATX,80.0,600,0.0,Black / Red,plus,False
FSP Group Hydro X,,ATX,87.0,650,0.0,,gold,False
SeaSonic X,,ATX,87.0,760,10.0,,gold,Full
Thermaltake Toughpower,,ATX,87.0,550,0.0,,gold,False
XFX TS,,ATX,87.0,750,0.0,,gold,False
FSP Group Raider S 450,,ATX,85.0,450,0.0,,silver,False
be quiet! Pure Power L8,,ATX,82.0,350,0.0,,bronze,False
be quiet! Power Zone 1000W,,ATX,82.0,1000,10.0,,bronze,Full
SeaSonic S12G,,ATX,87.0,650,0.0,,gold,False
FSP Group PT850FM,,ATX,90.0,850,10.0,,platinum,Full
SeaSonic G,,ATX,87.0,450,6.0,,gold,Semi
Rosewill ARC 650,,ATX,82.0,650,0.0,,bronze,False
OCZ ZS,,ATX,82.0,750,0.0,,bronze,False
Thermaltake Smart BX1 450,,ATX,82.0,450,0.0,Black,bronze,False
Aerocool XPredator GM,,ATX,87.0,1000,6.0,Black,gold,Semi
XFX ProSeries,,ATX,82.0,450,0.0,,bronze,False
SeaSonic ECO,,ATX,82.0,430,0.0,,bronze,False
SeaSonic PRIME Platinum,,ATX,90.0,750,10.0,,platinum,Full
Rosewill HIVE S,,ATX,82.0,650,10.0,,bronze,Full
be quiet! POWER 2,,SFX,82.0,400,0.0,,bronze,False
Fractal Design Edison M,,ATX,87.0,650,6.0,,gold,Semi
be quiet! Straight Power 12,,ATX,90.0,1500,10.0,Black,platinum,Full
Antec EDGE,,ATX,87.0,650,10.0,,gold,Full
Antec EDGE,,ATX,87.0,550,10.0,,gold,Full
PC Power & Cooling Silencer MK III,,ATX,82.0,500,6.0,,bronze,Semi
SeaSonic PRIME Ultra Gold 650,,ATX,87.0,650,10.0,Black,gold,Full
Athena Power AP-TFX40,,TFX,82.0,400,0.0,,bronze,False
Cougar SL500,,ATX,0.0,500,0.0,,white,False
SeaSonic X,,ATX,87.0,1050,10.0,,gold,Full
Apevia ATX-WA750W,,ATX,0.0,750,0.0,,white,False
HEC HEC250SRT,,SFX,0.0,250,0.0,,white,False
OCZ Z Series Gold,,ATX,87.0,850,6.0,,gold,Semi
Rosewill Green,,ATX,82.0,700,0.0,,bronze,False
Raidmax XT,,ATX,0.0,300,0.0,,white,False
SeaSonic Core GC,,ATX,87.0,550,0.0,Black / Yellow,gold,False
be quiet! Pure Power L7,,ATX,80.0,530,0.0,,plus,False
Cooler Master MasterWatt TUF Gaming Alliance,,ATX,82.0,550,6.0,Black / Gray,bronze,Semi
GameMax GM,,ATX,87.0,500,6.0,Black,gold,Semi
Antec NeoECO V2,,ATX,82.0,650,6.0,Black,bronze,Semi
Gigabyte Odin GT 800,,ATX,80.0,800,6.0,Black,plus,Semi
Super Flower Leadex III ARGB,,ATX,87.0,550,10.0,Black,gold,Full
Enermax TRIATHLOR ECO,,ATX,82.0,1000,6.0,,bronze,Semi
Apex AG-M,,ATX,87.0,650,10.0,Black,gold,Full
Silverstone Strider Platinum,,ATX,90.0,1000,10.0,,platinum,Full
GAMDIAS Cyclops X1 P,,ATX,90.0,1200,10.0,Black / Multicolor,platinum,Full
Antec EA-750 Platinum,,ATX,90.0,750,0.0,,platinum,False
Athena Power AP-MFATX25,,Mini ITX,80.0,250,0.0,,plus,False
Cooler Master MPW-5502-ACABW 230V,,ATX,80.0,550,0.0,,plus,False
Azza PSAZ-850PT14,,ATX,90.0,850,6.0,,platinum,Semi
LC-Power LC V2.31,,TFX,0.0,400,0.0,Black,white,False
SeaSonic PRIME Titanium,,ATX,94.0,650,10.0,,titanium,Full
SHARKOON SilentStorm Icewind,,ATX,82.0,550,6.0,White / Black,bronze,Semi
Replace Power RP-TFX-420W,,TFX,0.0,420,0.0,,white,False
FSP Group ATX300-PA,,ATX,0.0,300,0.0,,white,False
Enermax ENM750AWT,,ATX,82.0,750,6.0,,bronze,Semi
Enermax EMD625AWT,,ATX,82.0,625,10.0,,bronze,Full
Raidmax RX-500AF,,ATX,82.0,500,0.0,,bronze,False
XFX TS,,ATX,87.0,650,0.0,,gold,False
Corsair G600,,ATX,80.0,600,0.0,,plus,False
Cooler Master V850 Platinum,,ATX,90.0,850,10.0,Black,platinum,Full
EVGA SuperNOVA 1000 PQ,,ATX,90.0,1000,6.0,Black,platinum,Semi
Solid Gear SDGR-FLEX220,,Flex ATX,0.0,220,0.0,,white,False
Rosewill Capstone G850,,ATX,87.0,850,6.0,,gold,Semi
OCZ Fatal1ty,,ATX,82.0,550,10.0,,bronze,Full
FSP Group Hydro PTM,,ATX,90.0,650,10.0,Black,platinum,Full
Rosewill Lightning,,ATX,87.0,1300,6.0,,gold,Semi
be quiet! System Power 10 U,,ATX,87.0,850,0.0,Black,gold,False
Xilence XP430R8,,ATX,82.0,430,0.0,Black / Red,bronze,False
Mistel MX650 FANLESS,,ATX,90.0,650,10.0,Black,platinum,Full
Fractal Design Integra R2,,ATX,82.0,750,0.0,,bronze,False
Sentey SDP550-SS,,ATX,80.0,550,0.0,,plus,False
Cooler Master Silent Pro M2,,ATX,85.0,850,6.0,,silver,Semi
Antec True Power,,ATX,87.0,550,0.0,,gold,False
FSP Group SFX Pro,,SFX,82.0,350,0.0,Black,bronze,False
Super Flower Golden Silent,,ATX,90.0,500,6.0,,platinum,Semi
Thermaltake Toughpower,,ATX,87.0,1000,6.0,,gold,Semi
Solid Gear SDGR-650E,,ATX,0.0,650,0.0,,white,False
Solid Gear SDGR-750E,,ATX,0.0,750,0.0,,white,False
Topower ZU-550W,61.0,ATX,0.0,550,0.0,,white,False
SeaSonic SS-600ES,100.0,ATX,82.0,600,0.0,Gray,bronze,False
FSP Group FSP300-60LG-5K,153.74,Flex ATX,82.0,300,0.0,,bronze,False
Corsair CX-600 V3,,ATX,82.0,600,0.0,,bronze,False
Deepcool DQ550ST,,ATX,87.0,550,0.0,,gold,False
Silverstone Strider,,ATX,87.0,850,10.0,,gold,Full
be quiet! POWER 2,,SFX,82.0,300,0.0,,bronze,False
Ultra X4,,ATX,85.0,850,10.0,,silver,Full
Cougar POWERX,,ATX,82.0,700,0.0,,bronze,False
Silverstone Strider,,ATX,82.0,400,0.0,,bronze,False
be quiet! Pure Power 10,,ATX,82.0,300,0.0,,bronze,False
OCZ ZT,,ATX,82.0,550,10.0,,bronze,Full
Thermaltake Toughpower Grand,,ATX,90.0,600,6.0,,platinum,Semi
Thermaltake Toughpower Grand,,ATX,90.0,700,6.0,,platinum,Semi
SeaSonic M12II,,ATX,82.0,650,6.0,,bronze,Semi
Cougar SL400,,ATX,0.0,400,0.0,,white,False
Antec NeoECO,,ATX,82.0,520,0.0,,bronze,False
HEC ZEPHY580MX,,ATX,0.0,580,0.0,,white,False
Cooler Master eXtreme Power,,ATX,0.0,550,0.0,,white,False
Raidmax RX-450K,,ATX,0.0,450,0.0,,white,False
Rosewill Green,,ATX,80.0,530,0.0,,plus,False
Thermaltake Toughpower XT,,ATX,82.0,775,10.0,,bronze,Full
Thermaltake TR2,,ATX,87.0,700,0.0,,gold,False
Cooler Master New GX,,ATX,80.0,550,0.0,,plus,False
CoolMax ZU-500B,,ATX,82.0,500,6.0,,bronze,Semi
Antec Earthwatts Green,,ATX,82.0,350,0.0,,bronze,False
Thermaltake Toughpower DPS G RGB,,ATX,94.0,1250,10.0,,titanium,Full
Thermaltake Toughpower DPS G RGB Titanium,,ATX,94.0,1000,10.0,,titanium,Full
XFX XT,,ATX,82.0,400,0.0,,bronze,False
Thermaltake Toughpower XT,,ATX,82.0,875,10.0,,bronze,Full
Cooler Master Extreme 2,,ATX,0.0,525,0.0,,white,False
Enermax TRIATHLOR ECO,,ATX,82.0,800,6.0,,bronze,Semi
Super Flower Leadex Titanium,,ATX,94.0,750,10.0,Black,titanium,Full
Athena Power AP-MFATX30,,Mini ITX,82.0,300,0.0,,bronze,False
Athena Power AP-MFATX22,,Mini ITX,0.0,220,0.0,,white,False
Apevia Beast,,ATX,0.0,550,0.0,,white,False
be quiet! PURE POWER 9 CM,,ATX,85.0,600,6.0,,silver,Semi
Zalman zm-500-LE,,ATX,0.0,500,0.0,,white,False
Fractal Design Newton R3,,ATX,90.0,1000,6.0,,platinum,Semi
Antec EarthWatts Platinum,,ATX,90.0,650,0.0,,platinum,False
Zalman 850-HP Plus,,ATX,85.0,850,6.0,,silver,Semi
Segotep GM,,ATX,87.0,1000,10.0,Black,gold,Full
In Win PB,,ATX,87.0,650,10.0,,gold,Full
Antec NeoECO Classic,,ATX,82.0,550,0.0,Black,bronze,False
be quiet! Pure Power L8,,ATX,82.0,600,0.0,,bronze,False
Tacens AP II,,ATX,0.0,500,0.0,Black / Green,white,False
SeaSonic FOCUS,,ATX,87.0,500,6.0,Black,gold,Semi
EVGA SuperNOVA 850 PQ,,ATX,90.0,850,6.0,Black,platinum,Semi
Cougar GX-F,,ATX,87.0,650,10.0,Black / Orange,gold,Full
Rosewill G550,,ATX,87.0,550,6.0,,gold,Semi
Cougar CMX550V3,,ATX,82.0,550,6.0,,bronze,Semi
Kuroutoshikou KRPW-L5-500W/80+,,ATX,80.0,500,0.0,,plus,False
Super Flower Leadex Silver,,ATX,85.0,550,10.0,,silver,Full
Xilence XP630R8,,ATX,82.0,630,0.0,Black / Red,bronze,False
PC Power & Cooling Fatal1ty Gaming,,ATX,87.0,750,10.0,Black / Red,gold,Full
Deepcool GamerStorm DQ-M,,ATX,87.0,650,10.0,Black / Silver,gold,Full
Azza PSAZ-1000A14,,ATX,82.0,1000,0.0,,bronze,False
Diablotek PSUL775,,ATX,0.0,775,0.0,,white,False
Rosewill RD600-M,,ATX,0.0,600,6.0,,white,Semi
Super Flower Golden Green HX,,ATX,87.0,450,0.0,,gold,False
LC-Power LC6650GP3 V2.3 230V,,ATX,85.0,650,0.0,Black,silver,False
Super Flower Leadex Gold,,ATX,87.0,1300,10.0,,gold,Full
Thermaltake Toughpower,,ATX,87.0,850,6.0,,gold,Semi
Thermaltake Toughpower DPS G,,ATX,87.0,550,10.0,,gold,Full
SeaSonic SS-400ET Bronze,98.0,ATX,82.0,400,0.0,,bronze,False
Rosewill Green,80.0,ATX,80.0,430,0.0,,plus,False
Antec Basiq,88.34,ATX,0.0,350,0.0,,white,False
Rosewill VALENS-700M,,ATX,87.0,700,6.0,,gold,Semi
Corsair CX-750 V3,,ATX,82.0,750,0.0,,bronze,False
Antec VP,,ATX,0.0,600,0.0,,white,False
Cooler Master V450,,ATX,87.0,450,6.0,,gold,Semi
HEC Orion,,ATX,0.0,585,0.0,Black,white,False
Thermaltake Litepower,,ATX,0.0,600,0.0,,white,False
SeaSonic S12G,,ATX,87.0,450,0.0,,gold,False
Deepcool GamerStorm DQ-M,,ATX,87.0,750,10.0,Black / Silver,gold,Full
SHARKOON WPC Bronze,,ATX,82.0,550,0.0,Black,bronze,False
Apevia ATX-VS450W,,ATX,0.0,450,0.0,,white,False
Silverstone Strider,,ATX,82.0,600,10.0,,bronze,Full
Rosewill RD-Z,,ATX,80.0,450,0.0,Black,plus,False
Enermax TRIATHLOR,,ATX,82.0,650,6.0,,bronze,Semi
FSP Group PT1000FM,,ATX,90.0,1000,10.0,,platinum,Full
FSP Group Dagger 500,,SFX,87.0,500,10.0,Black,gold,Full
LEPA G,,ATX,87.0,1600,10.0,,gold,Full
Enermax RevoBron TGA,,ATX,82.0,500,6.0,Black,bronze,Semi
Antec High Current Pro,,ATX,87.0,1200,0.0,,gold,False
In Win GreenMe 550,,ATX,82.0,550,0.0,,bronze,False
HEC HP485D,,ATX,0.0,485,0.0,,white,False
HEC XP1080,,ATX,0.0,1080,10.0,,white,Full
Cooler Master eXtreme Power Plus,,ATX,0.0,700,0.0,,white,False
EVGA Classified SR-2,,ATX,85.0,1200,10.0,,silver,Full
Gigabyte GE-P450P-C2,,ATX,80.0,550,0.0,,plus,False
SeaSonic SSP-300ST,,ATX,82.0,300,0.0,,bronze,False
Raidmax RX-630SS,,ATX,0.0,630,6.0,,white,Semi
Rosewill Stallion,,ATX,0.0,400,0.0,,white,False
Rosewill RX850-S-B,,ATX,80.0,850,0.0,,plus,False
Silverstone Strider,,ATX,85.0,850,10.0,,silver,Full
Sunbeam PSU-COM780-BK-US,,ATX,0.0,780,10.0,,white,Full
Thermaltake Toughpower XT,,ATX,82.0,675,6.0,,bronze,Semi
Zalman ZM500-HP,,ATX,0.0,500,6.0,,white,Semi
Enermax Platimax,,ATX,90.0,1000,6.0,Black,platinum,Semi
Rosewill CFZ,,ATX,82.0,500,6.0,Black,bronze,Semi
Enermax NAXN ADV.,,ATX,82.0,550,0.0,,bronze,False
Antec Earthwatts Green,,ATX,82.0,450,0.0,,bronze,False
GameMax GM,,ATX,87.0,1800,0.0,Black,gold,False
Super Flower Legion GX Pro,,ATX,87.0,850,6.0,Black,gold,Semi
SeaSonic X,,ATX,90.0,460,10.0,,platinum,Full
be quiet! Pure Power L7,,ATX,80.0,300,0.0,,plus,False
be quiet! STRAIGHT POWER E9 | 400W,,ATX,87.0,400,0.0,,gold,False
be quiet! STRAIGHT POWER E9 | 450W,,ATX,87.0,450,0.0,,gold,False
Cooler Master i700,,ATX,82.0,700,0.0,,bronze,False
Cooler Master i600,,ATX,82.0,600,0.0,,bronze,False
In Win Classic,,ATX,90.0,750,10.0,,platinum,Full
BitFenix Whisper M,,ATX,87.0,550,10.0,,gold,Full
Super Flower LEADEX VII XG,,ATX,87.0,750,10.0,Black,gold,Full
Super Flower Leadex V Pro,,ATX,87.0,850,10.0,Black,gold,Full
Silverstone Strider Platinum,,ATX,90.0,1200,10.0,,platinum,Full
GAMDIAS ASTRAPE M1 B,,ATX,82.0,650,0.0,Black / Multicolor,bronze,False
Raidmax RX-635AP,,ATX,82.0,635,6.0,,bronze,Semi
Rosewill Fortress,,ATX,90.0,750,0.0,,platinum,False
Zalman TX,,ATX,0.0,500,0.0,,white,False
Zalman TX,,ATX,0.0,600,0.0,,white,False
LC-Power LC1200P V3.0,,ATX,90.0,1200,10.0,Black,platinum,Full
LC-Power LC8550 V2.31 Prophet,,ATX,82.0,550,6.0,Black / Blue,bronze,Semi
RIOTORO ENIGMA G2,,ATX,87.0,750,10.0,Black / Yellow,gold,Full
Sparkle R-FSP400-60ETN,,ATX,90.0,400,0.0,,platinum,False
Cougar CougarA500,,ATX,82.0,500,0.0,,bronze,False
Cooler Master V Semi-Modular,,ATX,87.0,550,6.0,,gold,Semi
Rosewill HERCULES-1600S,,ATX,87.0,1600,6.0,,gold,Semi
SeaSonic SS-350TGM Retail,,TFX,87.0,350,10.0,,gold,Full
Cooler Master MASTERWATT MAKER MIJ,,ATX,94.0,1200,10.0,,titanium,Full
Raidmax Thunder RGB,,ATX,82.0,535,6.0,Black,bronze,Semi
Rosewill Stallion,,ATX,0.0,700,0.0,,white,False
XFX Core Edition,,ATX,82.0,850,0.0,,bronze,False
be quiet! Power Zone,,ATX,82.0,850,10.0,,bronze,Full
FSP Group AU-500FL,,ATX,87.0,500,6.0,,gold,Semi
FSP Group AURUM GOLD 700,,ATX,87.0,700,0.0,,gold,False
Cooler Master Silent Pro Platinum,,ATX,90.0,1000,6.0,,platinum,Semi
Sparkle ATX-300PN-B204,,ATX,0.0,300,0.0,,white,False
Cooler Master Hyper White,,ATX,80.0,600,0.0,Black,plus,False
FSP Group AURUM 92+,,ATX,90.0,450,6.0,,platinum,Semi
LEPA MX-F1,,ATX,0.0,600,0.0,,white,False
SilentiumPC Supremo L2,,ATX,87.0,650,0.0,Black,gold,False
FSP Group VITAL 400,,ATX,80.0,400,0.0,,plus,False
Cooler Master VSM,,ATX,87.0,550,6.0,,gold,Semi
LC-Power LC1200 V2.4,,ATX,90.0,1200,10.0,Black,platinum,Full
Cooler Master RS,,ATX,82.0,650,0.0,,bronze,False
Rosewill HERCULES-1600,,ATX,85.0,1600,6.0,,silver,Semi
Rosewill ARC M550,,ATX,82.0,550,6.0,,bronze,Semi
Silverstone Strider,,ATX,87.0,1500,10.0,,gold,Full
be quiet! Straight Power 10,,ATX,87.0,400,0.0,,gold,False
Cougar COUGAR-GX700,,ATX,87.0,700,10.0,,gold,Full
Apevia AR,,ATX,0.0,500,0.0,Black,white,False
Diablotek PSUL675,,ATX,0.0,675,0.0,,white,False
SeaSonic PRIME Gold,,ATX,87.0,1200,10.0,,gold,Full
Cooler Master GXII,,ATX,82.0,550,0.0,,bronze,False
In Win P75,,ATX,87.0,750,10.0,Black,gold,Full
Super Flower Amazon,,ATX,82.0,300,0.0,,bronze,False
Super Flower SF-1000F14MP White,,ATX,90.0,1000,10.0,,platinum,Full
SeaSonic Platinum,,ATX,90.0,1050,10.0,,platinum,Full
Thermaltake Toughpower DPS G,,ATX,87.0,450,10.0,,gold,Full
Sparkle ATX-300PA,188.09,ATX,0.0,300,0.0,,white,False
Silverstone VA550-B,,ATX,82.0,550,0.0,Black,bronze,False
Deepcool DQ650ST,,ATX,87.0,650,0.0,,gold,False
Enermax EPM850EWT,,ATX,90.0,850,6.0,,platinum,Semi
BitFenix Formula Gold 450,,ATX,87.0,450,0.0,,gold,False
Enermax MaxTytan,,ATX,94.0,750,10.0,Black,titanium,Full
Raidmax Cobra,,ATX,82.0,600,0.0,,bronze,False
Rosewill Capstone,,ATX,87.0,1000,6.0,Black,gold,Semi
Thermaltake TR2,,ATX,82.0,750,6.0,,bronze,Semi
FSP Group AURUM CM GOLD 650,,ATX,87.0,650,6.0,,gold,Semi
SeaSonic SS-300ET Bronze,,ATX,82.0,300,0.0,,bronze,False
Zalman ACRUX,,ATX,90.0,1200,10.0,Black / Silver,platinum,Full
Antec Earthwatts Green,,ATX,82.0,430,0.0,,bronze,False
Antec True Power,,ATX,85.0,1200,6.0,,silver,Semi
Cooler Master eXtreme Power Plus,,ATX,0.0,460,0.0,,white,False
Enermax ELT720AWT-ECO_II,,ATX,80.0,720,10.0,,plus,Full
