name,price,socket,form_factor,max_memory,memory_slots,color,manufacturer,chipset,SATA,M.2,BAND,PCIe,OC,WIFI
Asus TUF GAMING B760M-PLUS WIFI D4,179.99,1700,Micro ATX,128,4,Black / Orange,Asus,B760,4,2,4,4,FALSE,TRUE
MSI A320M-A PRO,78.81,AM4,Micro ATX,64,2,Black,MSI,A320,4,2,4,3,FALSE,FALSE
ASRock Fatal1ty B450 Gaming-ITX/ac,145.63,AM4,Mini ITX,64,2,Black / Silver,ASRock,B450,4,2,6,3,TRUE,FALSE
MSI MPG B760I EDGE WIFI,219.95,1700,Mini ITX,64,2,Black / Silver,MSI,B760,4,2,4,4,FALSE,TRUE
Asus PRIME Z690-P WIFI,219.99,1700,ATX,128,4,Silver / Black,Asus,Z690,6,4,16,5,TRUE,TRUE
ASRock B365M Pro4,,1151,Micro ATX,64,4,Black / Silver,ASRock,B365,6,1,4,3,FALSE,FALSE
MSI B450 Gaming Plus MAX,155,AM4,ATX,128,4,Red / Black,MSI,B450,4,2,6,3,TRUE,FALSE
ASRock B650M PG RIPTIDE,169.99,AM5,Micro ATX,128,4,Black,ASRock,B650,4,2,16,4,TRUE,FALSE
ASRock Z790 PRO RS WIFI,194.99,1700,ATX,128,4,Silver / Black,ASRock,Z790,6,4,16,5,TRUE,TRUE
ASRock B650E PG RIPTIDE WIFI,239.99,AM5,ATX,128,4,Black / Blue,ASRock,B650,4,2,16,4,TRUE,TRUE
Gigabyte Z790 GAMING X AX,229.99,1700,ATX,128,4,Black,Gigabyte,Z790,6,4,16,5,TRUE,FALSE
Asus PRIME Z790-P WIFI D4,229.99,1700,ATX,128,4,Black / Silver,Asus,Z790,6,4,16,5,TRUE,TRUE
Gigabyte B760M GAMING X AX DDR4,149.99,1700,Micro ATX,128,4,Black,Gigabyte,B760,4,2,4,4,FALSE,FALSE
Gigabyte B450M DS3H,174.99,AM4,Micro ATX,128,4,Black / Silver,Gigabyte,B450,4,2,6,3,TRUE,FALSE
Gigabyte Z690 AORUS ELITE AX DDR4,191.13,1700,ATX,128,4,Black / Silver,Gigabyte,Z690,6,4,16,5,TRUE,FALSE
Asus ROG STRIX Z790-I GAMING WIFI,433.84,1700,Mini ITX,96,2,Black,Asus,Z790,6,4,16,5,TRUE,TRUE
Asus ROG Strix TRX40-E Gaming,,sTRX4,ATX,256,8,Black,Asus,TRX40,8,4,16,4,TRUE,FALSE
ASRock X670E PG Lightning,259.99,AM5,ATX,128,4,Black,ASRock,X670,8,4,16,4,TRUE,FALSE
MSI PRO Z790-P WIFI DDR4,219.99,1700,ATX,128,4,Black / Silver,MSI,Z790,6,4,16,5,TRUE,TRUE
Asus TUF Gaming Z590-PLUS WIFI,,1200,ATX,128,4,Silver / Black,Asus,Z590,6,3,16,4,TRUE,TRUE
ASRock X570 Steel Legend,145.99,AM4,ATX,128,4,Black / Silver,ASRock,X570,12,4,16,4,TRUE,FALSE
Gigabyte X670E AORUS MASTER (rev. 1.0),489.99,AM5,EATX,128,4,Black / Silver,Gigabyte,X670,8,4,16,4,TRUE,FALSE
MSI MEG X670E GODLIKE,1283.93,AM5,EATX,128,4,Black,MSI,X670,8,4,16,4,TRUE,FALSE
Asus TUF GAMING Z790-PLUS WIFI D4,249.99,1700,ATX,128,4,Black,Asus,Z790,6,4,16,5,TRUE,TRUE
Gigabyte Z790 AORUS MASTER,459.99,1700,EATX,128,4,Black / Silver,Gigabyte,Z790,6,4,16,5,TRUE,FALSE
Gigabyte Z790 AERO G,279.99,1700,ATX,128,4,,Gigabyte,Z790,6,4,16,5,TRUE,FALSE
ASRock B650E PG-ITX WIFI,289.99,AM5,Mini ITX,64,2,Black / Red,ASRock,B650,4,2,16,4,TRUE,TRUE
NZXT N7 B650E,316.99,AM5,ATX,128,4,Black,NZXT,B650,4,2,16,4,TRUE,FALSE
ASRock B650 PG LIGHTNING,192.99,AM5,ATX,128,4,Black,ASRock,B650,4,2,16,4,TRUE,FALSE
ASRock X570 Phantom Gaming-ITX/TB3,259,AM4,Mini ITX,64,2,Black / Silver,ASRock,X570,12,4,16,4,TRUE,FALSE
Gigabyte Z690 UD DDR4,226.85,1700,ATX,128,4,Black,Gigabyte,Z690,6,4,16,5,TRUE,FALSE
ASRock B450 Steel Legend,124.57,AM4,ATX,64,4,Black / Silver,ASRock,B450,4,2,6,3,TRUE,FALSE
MSI PRO B660M-G DDR4,99.99,1700,Micro ATX,64,2,Black / Silver,MSI,B660,4,2,4,4,FALSE,FALSE
MSI Z390-A PRO,239,1151,ATX,128,4,Brown / Black,MSI,Z390,6,2,8,3,TRUE,FALSE
MSI MPG B650 CARBON WIFI,311.47,AM5,ATX,128,4,Black,MSI,B650,4,2,16,4,TRUE,TRUE
Asus PRIME Z690-A,219.99,1700,ATX,128,4,Silver / Black,Asus,Z690,6,4,16,5,TRUE,FALSE
Gigabyte TRX40 AORUS XTREME,1909,sTRX4,XL ATX,256,8,Black / Silver,Gigabyte,TRX40,8,4,16,4,TRUE,FALSE
Asus TUF GAMING B550-PLUS,174.5,AM4,ATX,128,4,Black,Asus,B550,6,3,16,4,TRUE,FALSE
Gigabyte B760M DS3H AX,129.99,1700,Micro ATX,128,4,Black,Gigabyte,B760,4,2,4,4,FALSE,FALSE
Asus ROG STRIX B650E-E GAMING WIFI,349.99,AM5,ATX,128,4,Black,Asus,B650,4,2,16,4,TRUE,TRUE
ASRock X570 Phantom Gaming 4,154.99,AM4,ATX,128,4,Black / Silver,ASRock,X570,12,4,16,4,TRUE,FALSE
Gigabyte A620M GAMING X,99.99,AM5,Micro ATX,128,4,Brown / Gray,Gigabyte,A620,4,2,8,4,FALSE,FALSE
MSI PRO B550-VC,139.99,AM4,ATX,128,4,Black,MSI,B550,6,3,16,4,TRUE,FALSE
Gigabyte Z790 UD AC,179.99,1700,ATX,128,4,Black,Gigabyte,Z790,6,4,16,5,TRUE,FALSE
Asus ROG STRIX Z790-A GAMING WIFI D4,339.99,1700,ATX,128,4,Black / Silver,Asus,Z790,6,4,16,5,TRUE,TRUE
Asus ROG STRIX Z790-F GAMING WIFI,391.99,1700,ATX,128,4,Black,Asus,Z790,6,4,16,5,TRUE,TRUE
ASRock B450M PRO4 R2.0,74.98,AM4,Micro ATX,128,4,Gray / Black,ASRock,B450,4,2,6,3,TRUE,FALSE
Asus TUF GAMING B560M-PLUS WIFI,174.47,1200,Micro ATX,128,4,Gold / Black,Asus,B560,6,1,4,4,FALSE,TRUE
Gigabyte B650M GAMING X AX,,AM5,Micro ATX,128,4,Black,Gigabyte,B650,4,2,16,4,TRUE,FALSE
Asus ROG STRIX Z390-E GAMING,340,1151,ATX,128,4,Black,Asus,Z390,6,2,8,3,TRUE,FALSE
Asus PRIME B550M-A,114.18,AM4,Micro ATX,128,4,Black / White,Asus,B550,6,3,16,4,TRUE,FALSE
MSI PRO B760M-A WIFI DDR4,169.99,1700,Micro ATX,128,4,Black,MSI,B760,4,2,4,4,FALSE,TRUE
Gigabyte Z690 UD AX DDR4,159.99,1700,ATX,128,4,Black,Gigabyte,Z690,6,4,16,5,TRUE,FALSE
MSI G41M4-F,,775,Micro ATX,8,2,Red,MSI,G41,4,0,4,1,FALSE,FALSE
Asus PRIME B550M-K,132.5,AM4,Micro ATX,128,4,Black / White,Asus,B550,6,3,16,4,TRUE,FALSE
Gigabyte H610M S2H,99.99,1700,Micro ATX,64,2,Brown / Silver,Gigabyte,H610,4,1,6,4,FALSE,FALSE
Asus ROG STRIX Z690-F GAMING WIFI,249.99,1700,ATX,128,4,Black / Silver,Asus,Z690,6,4,16,5,TRUE,TRUE
Asus TUF GAMING B650M-PLUS WIFI,219.99,AM5,Micro ATX,128,4,Black,Asus,B650,4,2,16,4,TRUE,TRUE
ASRock B450M-HDV R4.0,90.84,AM4,Micro ATX,32,2,Black / White,ASRock,B450,4,2,6,3,TRUE,FALSE
Asus ROG STRIX Z590-E GAMING WIFI,199.95,1200,ATX,128,4,Black,Asus,Z590,6,3,16,4,TRUE,TRUE
MSI B450 TOMAHAWK,,AM4,ATX,64,4,Black / Silver,MSI,B450,4,2,6,3,TRUE,FALSE
ASRock X570 Steel Legend WiFi ax,139.99,AM4,ATX,128,4,Black / Silver,ASRock,X570,12,4,16,4,TRUE,TRUE
Gigabyte B760M DS3H DDR4,119.99,1700,Micro ATX,128,4,Black,Gigabyte,B760,4,2,4,4,FALSE,FALSE
MSI MPG Z690 CARBON WIFI,280.99,1700,ATX,128,4,Black / Silver,MSI,Z690,6,4,16,5,TRUE,TRUE
Asus PRIME X670-P,242.02,AM5,ATX,128,4,Silver / Black,Asus,X670,8,4,16,4,TRUE,FALSE
Asus TUF GAMING Z690-PLUS WIFI,166.99,1700,ATX,128,4,Black / Gray,Asus,Z690,6,4,16,5,TRUE,TRUE
MSI MAG B760M MORTAR WIFI,179.95,1700,Micro ATX,128,4,Black / Silver,MSI,B760,4,2,4,4,FALSE,TRUE
MSI MEG X670E ACE,699.99,AM5,EATX,128,4,Black / Gold,MSI,X670,8,4,16,4,TRUE,FALSE
ASRock B760 Pro RS,129.99,1700,ATX,128,4,Silver / Black,ASRock,B760,4,2,4,4,FALSE,FALSE
ASRock H310CM-DVS,63.99,1151,Micro ATX,32,2,Black,ASRock,H310,4,1,6,3,FALSE,FALSE
ASRock B650M PG RIPTIDE WIFI,189.99,AM5,Micro ATX,128,4,Black,ASRock,B650,4,2,16,4,TRUE,TRUE
MSI PRO Z690-A DDR4,189.99,1700,ATX,128,4,Black / Silver,MSI,Z690,6,4,16,5,TRUE,FALSE
Gigabyte B660M DS3H DDR4,165.94,1700,Micro ATX,128,4,Black,Gigabyte,B660,4,2,4,4,FALSE,FALSE
ASRock X670E Taichi,499.99,AM5,EATX,128,4,Black,ASRock,X670,8,4,16,4,TRUE,FALSE
NZXT N5 Z690,239.99,1700,ATX,128,4,Black / White,NZXT,Z690,6,4,16,5,TRUE,FALSE
MSI MPG B760I EDGE WIFI DDR4,,1700,Mini ITX,64,2,Silver / Black,MSI,B760,4,2,4,4,FALSE,TRUE
MSI PRO B550M-P GEN3,144.84,AM4,Micro ATX,128,4,Black,MSI,B550,6,3,16,4,TRUE,FALSE
Asus PRIME B450-PLUS,125.79,AM4,ATX,64,4,Black / Silver,Asus,B450,4,2,6,3,TRUE,FALSE
Gigabyte B650 AORUS PRO AX,229.99,AM5,ATX,128,4,Black,Gigabyte,B650,4,2,16,4,TRUE,FALSE
Gigabyte H510M H,98.78,1200,Micro ATX,64,2,Black,Gigabyte,H510,4,1,6,3,FALSE,FALSE
Asus ROG STRIX B550-I GAMING,,AM4,Mini ITX,64,2,Black,Asus,B550,6,3,16,4,TRUE,FALSE
ASRock Z690 STEEL LEGEND/D5,199.99,1700,ATX,128,4,Black / White,ASRock,Z690,6,4,16,5,TRUE,FALSE
ASRock Z590 Extreme WiFi 6E,119.99,1200,ATX,128,4,Black / Blue,ASRock,Z590,6,3,16,4,TRUE,TRUE
Asus TUF GAMING B550M-PLUS,159.99,AM4,Micro ATX,128,4,Black,Asus,B550,6,3,16,4,TRUE,FALSE
Asus ROG STRIX X570-E GAMING WIFI II,,AM4,ATX,128,4,Black,Asus,X570,12,4,16,4,TRUE,TRUE
Asus PRIME Z390-P,,1151,ATX,128,4,Silver / Black,Asus,Z390,6,2,8,3,TRUE,FALSE
Gigabyte H610M S2H DDR4,89.99,1700,Micro ATX,64,2,Black / Gray,Gigabyte,H610,4,1,6,4,FALSE,FALSE
Asus ROG STRIX B550-F GAMING (WI-FI),398,AM4,ATX,128,4,Black,Asus,B550,6,3,16,4,TRUE,TRUE
NZXT N7-Z69XT-W1,323.95,1700,ATX,128,4,White / Black,NZXT,Z69,,,,,,FALSE
Asus PRIME B660M-A D4,135.99,1700,Micro ATX,128,4,Silver / Black,Asus,B660,4,2,4,4,FALSE,FALSE
Gigabyte Z590I AORUS ULTRA,120.99,1200,Mini ITX,64,2,Black,Gigabyte,Z590,6,3,16,4,TRUE,FALSE
MSI Z490-A PRO,217.16,1200,ATX,128,4,Black / Silver,MSI,Z490,6,3,8,3,TRUE,FALSE
Asus PRIME X570-PRO,,AM4,ATX,128,4,Black / White,Asus,X570,12,4,16,4,TRUE,FALSE
Asus ROG MAXIMUS Z790 APEX,1199.49,1700,ATX,64,2,Silver / Black,Asus,Z790,6,4,16,5,TRUE,FALSE
MSI MEG Z790 ACE,579.99,1700,EATX,128,4,Gold / Black,MSI,Z790,6,4,16,5,TRUE,FALSE
Asus ROG STRIX Z690-G GAMING WIFI,284,1700,Micro ATX,128,4,Black / Silver,Asus,Z690,6,4,16,5,TRUE,TRUE
ASRock A620M Pro RS,114.99,AM5,Micro ATX,128,4,Silver / Black,ASRock,A620,4,2,8,4,FALSE,FALSE
Gigabyte Z390 AORUS PRO WIFI,,1151,ATX,128,4,Black / Silver,Gigabyte,Z390,6,2,8,3,TRUE,TRUE
Gigabyte B450M K,102.75,AM4,Micro ATX,64,2,Brown / Silver,Gigabyte,B450,4,2,6,3,TRUE,FALSE
Asus TUF GAMING B660-PLUS WIFI D4,230.64,1700,ATX,128,4,Yellow / Black,Asus,B660,4,2,4,4,FALSE,TRUE
Gigabyte X570S AORUS MASTER,249.99,AM4,ATX,128,4,Black / Silver,Gigabyte,X570,12,4,16,4,TRUE,FALSE
ASRock X670E Pro RS,268.99,AM5,ATX,128,4,Black,ASRock,X670,8,4,16,4,TRUE,FALSE
ASRock H370M-ITX/ac,99.99,1151,Mini ITX,32,2,Black / Silver,ASRock,H370,6,2,12,3,FALSE,FALSE
Asus PRIME X670-P WIFI,272.99,AM5,ATX,128,4,Silver / Black,Asus,X670,8,4,16,4,TRUE,TRUE
Gigabyte B760I AORUS PRO DDR4,179.99,1700,Mini ITX,64,2,Black / Gray,Gigabyte,B760,4,2,4,4,FALSE,FALSE
Asus PRIME H610M-K D4,106.32,1700,Micro ATX,64,2,Silver / Black,Asus,H610,4,1,6,4,FALSE,FALSE
Asus ROG STRIX B760-F GAMING WIFI,269.99,1700,ATX,128,4,Black,Asus,B760,4,2,4,4,FALSE,TRUE
NZXT N7 B550,249.99,AM4,ATX,128,4,Black,NZXT,B550,6,3,16,4,TRUE,FALSE
ASRock Z790 Steel Legend WiFi,229.99,1700,ATX,128,4,Silver / Black,ASRock,Z790,6,4,16,5,TRUE,TRUE
Asus TUF GAMING B550-PRO,170.38,AM4,ATX,128,4,Black,Asus,B550,6,3,16,4,TRUE,FALSE
ASRock H610M-HVS,79.98,1700,Micro ATX,64,2,Gray / Black,ASRock,H610,4,1,6,4,FALSE,FALSE
Gigabyte GA-A320M-S2H,,AM4,Micro ATX,32,2,Black,Gigabyte,A320,4,2,4,3,FALSE,FALSE
Asus TUF GAMING B760-PLUS WIFI D4,199.99,1700,ATX,128,4,Black / Orange,Asus,B760,4,2,4,4,FALSE,TRUE
Gigabyte A520 AORUS ELITE,111.05,AM4,ATX,128,4,Black / Orange,Gigabyte,A520,4,2,6,3,FALSE,FALSE
Gigabyte A520M DS3H,94.94,AM4,Micro ATX,128,4,Black,Gigabyte,A520,4,2,6,3,FALSE,FALSE
Asus PRIME X570-P,258.98,AM4,ATX,128,4,Black / White,Asus,X570,12,4,16,4,TRUE,FALSE
Gigabyte B450 AORUS PRO WIFI (rev. 1.0),233.46,AM4,ATX,64,4,Black / Silver,Gigabyte,B450,4,2,6,3,TRUE,TRUE
MSI MPG X570S CARBON MAX WIFI,259.99,AM4,ATX,128,4,Black / Silver,MSI,X570,12,4,16,4,TRUE,TRUE
Asus PRIME Z790M-PLUS,196.99,1700,Micro ATX,128,4,Silver / Black,Asus,Z790,6,4,16,5,TRUE,FALSE
ASRock X670E Taichi Carrara,522.99,AM5,EATX,128,4,Black / White,ASRock,X670,8,4,16,4,TRUE,FALSE
Gigabyte B760 GAMING X DDR4,,1700,ATX,128,4,Black,Gigabyte,B760,4,2,4,4,FALSE,FALSE
Gigabyte B660I AORUS Pro DDR4,281.17,1700,Mini ITX,64,2,Black,Gigabyte,B660,4,2,4,4,FALSE,FALSE
MSI PRO B660M-P DDR4,125.99,1700,Micro ATX,128,4,Black / Silver,MSI,B660,4,2,4,4,FALSE,FALSE
MSI PRO B660-A DDR4,164.08,1700,ATX,128,4,Black / Silver,MSI,B660,4,2,4,4,FALSE,FALSE
Asus ROG Crosshair VIII Hero (WI-FI),381.99,AM4,ATX,128,4,Black,Asus,,,,,,,TRUE
Gigabyte Z790 AORUS XTREME,,1700,EATX,128,4,Black,Gigabyte,Z790,6,4,16,5,TRUE,FALSE
MSI MPG X570 GAMING PLUS,,AM4,ATX,128,4,Black / Red,MSI,X570,12,4,16,4,TRUE,FALSE
Asus Z170-A,,1151,ATX,64,4,Black / White,Asus,Z170,6,1,4,3,TRUE,FALSE
MSI MPG Z790 EDGE WIFI DDR4,259.99,1700,ATX,128,4,Silver / Black,MSI,Z790,6,4,16,5,TRUE,TRUE
ASRock Z790 Pro RS,189.99,1700,ATX,128,4,Silver / Black,ASRock,Z790,6,4,16,5,TRUE,FALSE
MSI MPG X570 GAMING EDGE WIFI,376.58,AM4,ATX,128,4,Black / Silver,MSI,X570,12,4,16,4,TRUE,TRUE
ASRock H670 PG Riptide,,1700,ATX,128,4,Black,ASRock,H670,8,3,24,4,FALSE,FALSE
ASRock B760M Pro RS/D4,129.99,1700,Micro ATX,128,4,Silver / Black,ASRock,B760,4,2,4,4,FALSE,FALSE
Asus TUF GAMING B660M-PLUS WIFI D4,201.16,1700,Micro ATX,128,4,Black / Orange,Asus,B660,4,2,4,4,FALSE,TRUE
MSI MAG B550M MORTAR MAX WIFI,,AM4,Micro ATX,128,4,Silver / Black,MSI,B550,6,3,16,4,TRUE,TRUE
Gigabyte B450M DS3H V2,157,AM4,Micro ATX,128,4,Black,Gigabyte,B450,4,2,6,3,TRUE,FALSE
Gigabyte H410M H V2,,1200,Micro ATX,64,2,Gray / Black,Gigabyte,H410,4,1,6,3,FALSE,FALSE
ASRock B365M-HDV,67.5,1151,Micro ATX,32,2,Black / Silver,ASRock,B365,6,1,4,3,FALSE,FALSE
Asus ROG MAXIMUS Z790 EXTREME,,1700,EATX,128,4,Black,Asus,Z790,6,4,16,5,TRUE,FALSE
ASRock B450 Pro4 R2.0,119.99,AM4,ATX,128,4,Black,ASRock,B450,4,2,6,3,TRUE,FALSE
Asus TUF GAMING B650-PLUS,,AM5,ATX,128,4,Black / Orange,Asus,B650,4,2,16,4,TRUE,FALSE
MSI MPG Z690 FORCE WIFI,309.99,1700,ATX,128,4,Silver / Black,MSI,Z690,6,4,16,5,TRUE,TRUE
Gigabyte B650 AERO G,239.99,AM5,ATX,128,4,Black / Silver,Gigabyte,B650,4,2,16,4,TRUE,FALSE
Asus ROG Strix X570-E Gaming,,AM4,ATX,128,4,Black,Asus,X570,12,4,16,4,TRUE,FALSE
Asus Prime Z590-P WiFi,140.97,1200,ATX,128,4,Black / Silver,Asus,Z590,6,3,16,4,TRUE,TRUE
Asus ROG STRIX B450-F GAMING II,,AM4,ATX,128,4,Black,Asus,B450,4,2,6,3,TRUE,FALSE
Asus TUF GAMING A620M-PLUS WIFI,149.99,AM5,Micro ATX,128,4,Black / Orange,Asus,A620,4,2,8,4,FALSE,TRUE
ASRock B760M-ITX/D4 WiFi,184.18,1700,Mini ITX,64,2,Silver / Black,ASRock,B760,4,2,4,4,FALSE,TRUE
Asus TUF GAMING B450-PLUS II,,AM4,ATX,128,4,Black,Asus,B450,4,2,6,3,TRUE,FALSE
Gigabyte A620M S2H,86.99,AM5,Micro ATX,96,2,Gray / Black,Gigabyte,A620,4,2,8,4,FALSE,FALSE
ASRock H610M-ITX/ac,151.04,1700,Mini ITX,64,2,Silver / Black,ASRock,H610,4,1,6,4,FALSE,FALSE
Asus ROG STRIX Z690-I GAMING WIFI,339,1700,Mini ITX,64,2,Black / Silver,Asus,Z690,6,4,16,5,TRUE,TRUE
Gigabyte Z690 GAMING X DDR4,227.38,1700,ATX,128,4,Black / Gray,Gigabyte,Z690,6,4,16,5,TRUE,FALSE
Gigabyte X570 I AORUS PRO WIFI,369,AM4,Mini ITX,64,2,Black / Silver,Gigabyte,X570,12,4,16,4,TRUE,TRUE
Asus PRIME Z790M-PLUS D4,189,1700,Micro ATX,128,4,Black / Silver,Asus,Z790,6,4,16,5,TRUE,FALSE
Gigabyte A520M H,87.69,AM4,Micro ATX,64,2,Black,Gigabyte,A520,4,2,6,3,FALSE,FALSE
ASRock B650E STEEL LEGEND WIFI,229.99,AM5,ATX,128,4,Black / Silver,ASRock,B650,4,2,16,4,TRUE,TRUE
Asus ROG MAXIMUS Z690 HERO,397.99,1700,ATX,128,4,Black / Silver,Asus,Z690,6,4,16,5,TRUE,FALSE
Asus PRIME B450M-A,199,AM4,Micro ATX,64,4,Black,Asus,B450,4,2,6,3,TRUE,FALSE
Intel DQ45EK,92.99,775,Mini ITX,4,2,Green / Blue,Intel,,,,,,,FALSE
Gigabyte B560M DS3H V2,,1200,Micro ATX,128,4,Black,Gigabyte,B560,6,1,4,4,FALSE,FALSE
Asus TUF GAMING B550M-E WIFI,,AM4,Micro ATX,128,4,Orange / Black,Asus,B550,6,3,16,4,TRUE,TRUE
Gigabyte X670E AORUS XTREME (rev. 1.0),699.99,AM5,EATX,128,4,Black,Gigabyte,X670,8,4,16,4,TRUE,FALSE
Asus ROG MAXIMUS Z690 FORMULA,920.68,1700,ATX,128,4,Silver / Black,Asus,Z690,6,4,16,5,TRUE,FALSE
Asus TUF GAMING B760M-PLUS WIFI,194.99,1700,Micro ATX,128,4,Black / Orange,Asus,B760,4,2,4,4,FALSE,TRUE
ASRock B760M Pro RS/D4 WiFi,149.99,1700,Micro ATX,128,4,Silver / Black,ASRock,B760,4,2,4,4,FALSE,TRUE
Gigabyte Z790 AORUS ELITE AX DDR4,234.99,1700,ATX,128,4,Black,Gigabyte,Z790,6,4,16,5,TRUE,FALSE
Asus ROG MAXIMUS Z690 APEX,1201,1700,ATX,64,2,Black / Silver,Asus,Z690,6,4,16,5,TRUE,FALSE
MSI MAG B660M MORTAR MAX WIFI DDR4,159.99,1700,Micro ATX,128,4,Black / Silver,MSI,B660,4,2,4,4,FALSE,TRUE
Asus PRIME A520M-K,107.36,AM4,Micro ATX,64,2,Black / Silver,Asus,A520,4,2,6,3,FALSE,FALSE
MSI PRO B650M-P,,AM5,Micro ATX,192,4,Black / Silver,MSI,B650,4,2,16,4,TRUE,FALSE
Gigabyte B760M C,134.99,1700,Micro ATX,192,4,Brown / Gray,Gigabyte,B760,4,2,4,4,FALSE,FALSE
ASRock B550 Steel Legend,149.99,AM4,ATX,128,4,Silver / Black,ASRock,B550,6,3,16,4,TRUE,FALSE
Gigabyte B760I AORUS PRO,266.39,1700,Mini ITX,96,2,Silver / Black,Gigabyte,B760,4,2,4,4,FALSE,FALSE
Gigabyte B760 DS3H AC DDR4,119.99,1700,ATX,128,4,Black,Gigabyte,B760,4,2,4,4,FALSE,FALSE
ASRock Z790 PG-ITX/TB4,334.99,1700,Mini ITX,64,2,Black,ASRock,Z790,6,4,16,5,TRUE,FALSE
MSI Z97-GAMING 5,,1150,ATX,32,4,Black / Red,MSI,Z97,6,1,4,3,TRUE,FALSE
Asus STRIX B350-F GAMING,199.67,AM4,ATX,64,4,Black,Asus,B350,4,2,4,3,TRUE,FALSE
ASRock Z790 PG Lightning/D4,169.99,1700,ATX,128,4,Black,ASRock,Z790,6,4,16,5,TRUE,FALSE
ASRock B660M-ITX/ac,,1700,Mini ITX,64,2,Silver / Black,ASRock,B660,4,2,4,4,FALSE,FALSE
Gigabyte X570 AORUS ELITE,318.99,AM4,ATX,128,4,Black / Silver,Gigabyte,X570,12,4,16,4,TRUE,FALSE
Asus TUF GAMING B450M-PRO II,134.59,AM4,Micro ATX,128,4,Black / Yellow,Asus,B450,4,2,6,3,TRUE,FALSE
Asus PRIME Z690-P D4,199.99,1700,ATX,128,4,Silver / Black,Asus,Z690,6,4,16,5,TRUE,FALSE
ASRock B760M PG SONIC WiFi,139.99,1700,Micro ATX,128,4,Blue / Silver,ASRock,B760,4,2,4,4,FALSE,TRUE
ASRock Z690 Pro RS,149.99,1700,ATX,128,4,Silver / Black,ASRock,Z690,6,4,16,5,TRUE,FALSE
Asus TUF GAMING B450M-PLUS II,128.99,AM4,Micro ATX,128,4,Black,Asus,B450,4,2,6,3,TRUE,FALSE
Gigabyte B550 VISION D-P,,AM4,ATX,128,4,White / Black,Gigabyte,B550,6,3,16,4,TRUE,FALSE
Asus ROG STRIX Z690-A GAMING WIFI,192.32,1700,ATX,128,4,Black / Silver,Asus,Z690,6,4,16,5,TRUE,TRUE
ASRock Z690 Phantom Gaming 4,139.99,1700,ATX,128,4,Black / Silver,ASRock,Z690,6,4,16,5,TRUE,FALSE
ASRock Z590 Steel Legend,114.5,1200,ATX,128,4,Silver / Black,ASRock,Z590,6,3,16,4,TRUE,FALSE
Asus ROG STRIX Z490-E GAMING,369.77,1200,ATX,128,4,Black,Asus,Z490,6,3,8,3,TRUE,FALSE
MSI MAG B550M MORTAR WIFI,279.25,AM4,Micro ATX,128,4,Silver / Black,MSI,B550,6,3,16,4,TRUE,TRUE
ASRock Z690 Steel Legend,139.99,1700,ATX,128,4,Silver / Black,ASRock,Z690,6,4,16,5,TRUE,FALSE
ASRock A320M-HDV R4.0,,AM4,Micro ATX,32,2,Black / White,ASRock,A320,4,2,4,3,FALSE,FALSE
ASRock A620M-HDV/M.2+,95.99,AM5,Micro ATX,64,2,Gray / Black,ASRock,A620,4,2,8,4,FALSE,FALSE
Asus ROG STRIX B760-A GAMING WIFI,244.99,1700,ATX,128,4,Silver / Black,Asus,B760,4,2,4,4,FALSE,TRUE
Gigabyte B450 AORUS M,,AM4,Micro ATX,64,4,Black / Gray,Gigabyte,B450,4,2,6,3,TRUE,FALSE
ASRock B550 PG Velocita,129.99,AM4,ATX,128,4,Silver / Black,ASRock,B550,6,3,16,4,TRUE,FALSE
MSI Z370-A PRO,,1151,ATX,64,4,Brown / Black,MSI,Z370,6,2,4,3,TRUE,FALSE
Asus ASUS B85M-E,113.11,1150,Micro ATX,32,4,Black / Gold,Asus,B85,4,0,2,3,FALSE,FALSE
Gigabyte H610I,119.99,1700,Mini ITX,64,2,Black,Gigabyte,H610,4,1,6,4,FALSE,FALSE
Asus ROG MAXIMUS Z690 EXTREME,949.99,1700,EATX,128,4,,Asus,Z690,6,4,16,5,TRUE,FALSE
Asus PRIME H310M-E R2.0,189,1151,Micro ATX,32,2,Black,Asus,H310,4,1,6,3,FALSE,FALSE
MSI B450 TOMAHAWK MAX II,,AM4,ATX,128,4,Black / Silver,MSI,B450,4,2,6,3,TRUE,FALSE
ASRock B660M Phantom Gaming 4,133.61,1700,Micro ATX,128,4,Silver / Black,ASRock,B660,4,2,4,4,FALSE,FALSE
MSI MPG B550 GAMING EDGE WIFI,,AM4,ATX,128,4,Black / Silver,MSI,B550,6,3,16,4,TRUE,TRUE
Asus PRIME B550M-A AC,128.99,AM4,Micro ATX,128,4,Black / Silver,Asus,B550,6,3,16,4,TRUE,FALSE
MSI B560M PRO-E,131.44,1200,Micro ATX,64,2,Black,MSI,B560,6,1,4,4,FALSE,FALSE
ASRock X570 Pro4,150.99,AM4,ATX,128,4,Black / Silver,ASRock,X570,12,4,16,4,TRUE,FALSE
Asus TUF GAMING H670-PRO WIFI D4,179.99,1700,ATX,128,4,Gray / Black,Asus,H670,8,3,24,4,FALSE,TRUE
ASRock H670M-ITX/ax,169.99,1700,Mini ITX,64,2,Silver / Black,ASRock,H670,8,3,24,4,FALSE,FALSE
Gigabyte B450 AORUS ELITE,,AM4,ATX,64,4,Black / Silver,Gigabyte,B450,4,2,6,3,TRUE,FALSE
