name,price,socket,form_factor,max_memory,memory_slots,color,manufacturer,chipset,SATA,M.2,BAND,PCIe,OC,WIFI
ASRock Z97 Extreme9,,1150,ATX,32,4,Black / Blue,ASRock,Z97,6,1,4,3,TRUE,FALSE
Asus B85M-D PLUS,,1150,Micro ATX,16,2,Black / Yellow,Asus,B85,4,0,2,3,FALSE,FALSE
ASRock Z97M-ITX/AC,,1150,Mini ITX,16,2,Black / Blue,ASRock,Z97,6,1,4,3,TRUE,FALSE
MSI X99S XPOWER AC,,2011-3,EATX,128,8,Black / Yellow,MSI,X99,10,3,16,3,TRUE,FALSE
ASRock X99 Professional,,2011-3,EATX,128,8,Black / Red,ASRock,X99,10,3,16,3,TRUE,FALSE
MSI H81M Eco,,1150,Micro ATX,16,2,Black / Green,MSI,H81,2,0,2,2,FALSE,FALSE
ASRock FM2A88M PRO3+,,FM2+,Micro ATX,64,4,Black / Blue,ASRock,A88,8,0,8,2,TRUE,FALSE
MSI X99S MPOWER,,2011-3,ATX,128,8,Black / Yellow,MSI,X99,10,3,16,3,TRUE,FALSE
Foxconn H61MD,,1155,Micro ATX,16,2,Black / Yellow,Foxconn,H61,2,0,4,2,FALSE,FALSE
Asus A88X-GAMER,,FM2+,ATX,64,4,Black / Red,Asus,A88,8,0,8,2,TRUE,FALSE
Gigabyte GA-H97M-Gaming 3,,1150,Micro ATX,32,4,Black / Red,Gigabyte,H97,6,1,8,3,FALSE,FALSE
Gigabyte GA-Z97-HD3P,,1150,ATX,32,4,Black / Gray,Gigabyte,Z97,6,1,4,3,TRUE,FALSE
MSI A68HM-E33,,FM2+,Micro ATX,32,2,Black,MSI,,,,,,,FALSE
Asus Z97-DELUXE/USB 3.1,,1150,ATX,32,4,Black / Gold,Asus,Z97,6,1,4,3,TRUE,FALSE
MSI A88XI AC V2,,FM2+,Mini ITX,16,2,Black / Silver,MSI,A88,8,0,8,2,TRUE,FALSE
MSI A68HI AC,,FM2+,Mini ITX,32,2,Black,MSI,,,,,,,FALSE
ASRock Z170 Extreme6+,,1151,ATX,64,4,Black / Gold,ASRock,Z170,6,1,4,3,TRUE,FALSE
ASRock Z170 Extreme4+,,1151,ATX,64,4,Black / Gold,ASRock,Z170,6,1,4,3,TRUE,FALSE
ASRock Z170 Extreme6,,1151,ATX,64,4,Black / Gold,ASRock,Z170,6,1,4,3,TRUE,FALSE
ASRock FATAL1TY 970 PERFORMANCE/3.1,,AM3+/AM3,ATX,64,4,Black / Red,ASRock,970,,,,,,FALSE
ASRock H170 Pro4/D3,,1151,ATX,64,4,Black / Orange,ASRock,H170,6,1,8,3,FALSE,FALSE
Asus B150-PLUS D3,,1151,ATX,64,4,Black / Gold,Asus,B150,6,1,2,3,FALSE,FALSE
ASRock B150M-ITX,,1151,Mini ITX,32,2,Black / Orange,ASRock,B150,6,1,2,3,FALSE,FALSE
Gigabyte GA-MA790GP-DS4H,,AM3/AM2+,ATX,8,4,Multicolor,Gigabyte,,,,,,,FALSE
ASRock H170A-X1,,1151,ATX,64,4,Black / Orange,ASRock,H170,6,1,8,3,FALSE,FALSE
ASRock H170A-X1/3.1,,1151,ATX,64,4,Black / Orange,ASRock,H170,6,1,8,3,FALSE,FALSE
Asus Z170-PREMIUM,,1151,ATX,64,4,Black / White,Asus,Z170,6,1,4,3,TRUE,FALSE
ASRock Z170A-X1,,1151,ATX,64,4,Black / Orange,ASRock,Z170,6,1,4,3,TRUE,FALSE
Gigabyte GA-970-Gaming,,AM3+,ATX,32,4,Black / Red,Gigabyte,970,,,,,,FALSE
Gigabyte GA-X150M-PLUS WS,,1151,Micro ATX,32,2,Brown / Black,Gigabyte,,,,,,,FALSE
ASRock E3C232D4U-V1L,,1151,Micro ATX,64,4,Green / Blue,ASRock,,,,,,,FALSE
ASRock E3C236D4U,,1151,Micro ATX,64,4,Green,ASRock,C236,,,,,,FALSE
ASRock H110M-HDV/D3,,1151,Micro ATX,32,2,Black / Orange,ASRock,H110,4,1,4,3,FALSE,FALSE
MSI X99A SLI,,2011-3,ATX,128,8,Black,MSI,X99,10,3,16,3,TRUE,FALSE
MSI B150M GRENADE,,1151,Micro ATX,32,2,Black,MSI,B150,6,1,2,3,FALSE,FALSE
Biostar X370GT7,,AM4,ATX,64,4,Black / White,Biostar,X370,8,4,6,3,TRUE,FALSE
Biostar B350GT5,,AM4,ATX,64,4,Black / White,Biostar,B350,4,2,4,3,TRUE,FALSE
Biostar B350ET2,,AM4,Micro ATX,32,2,Black,Biostar,B350,4,2,4,3,TRUE,FALSE
Asus Z270-WS,,1151,ATX,64,4,Black / Silver,Asus,Z270,6,2,4,3,TRUE,FALSE
Supermicro X11SSA-F-B,,1151,ATX,64,4,Green,Supermicro,,,,,,,FALSE
ASRock Z270 Professional Gaming i7,,1151,ATX,64,4,Black / Red,ASRock,Z270,6,2,4,3,TRUE,FALSE
MSI X299 GAMING M7 ACK,,2066,ATX,128,8,Black / Silver,MSI,X299,8,3,16,3,TRUE,FALSE
ASRock X299 OC Formula,,2066,ATX,64,4,Black,ASRock,X299,8,3,16,3,TRUE,FALSE
Asus ROG STRIX X299-XE GAMING,,2066,ATX,128,8,Black / Silver,Asus,X299,8,3,16,3,TRUE,FALSE
ASRock H310M-DGS,,1151,Micro ATX,32,2,Black / Silver,ASRock,H310,4,1,6,3,FALSE,FALSE
ASRock H310M-G/M.2,,1151,Micro ATX,32,2,Black / Silver,ASRock,H310,4,1,6,3,FALSE,FALSE
Gigabyte B360M D3H GSM,,1151,Micro ATX,64,4,Black,Gigabyte,B360,6,1,4,3,FALSE,FALSE
MSI H110 PC MATE,,1151,ATX,32,2,Brown / Black,MSI,H110,4,1,4,3,FALSE,FALSE
Supermicro X11SCZ-F,,1151,Micro ATX,64,4,Green / Silver,Supermicro,,,,,,,FALSE
Supermicro X11SCM-F,,1151,Micro ATX,64,4,Green / Silver,Supermicro,,,,,,,FALSE
Supermicro X11SCA-F,,1151,ATX,64,4,Green / Silver,Supermicro,,,,,,,FALSE
ASRock Fatal1ty X99 Professional,,2011-3,EATX,128,8,Red / Black,ASRock,X99,10,3,16,3,TRUE,FALSE
Biostar B365GTA,,1151,ATX,64,4,Black / Silver,Biostar,B365,6,1,4,3,FALSE,FALSE
ASRock H410M/ac,,1200,Micro ATX,64,2,Black,ASRock,H410,4,1,6,3,FALSE,FALSE
Biostar B450GT,,AM4,Micro ATX,128,4,Black,Biostar,B450,4,2,6,3,TRUE,FALSE
MSI B365M PRO-VD,,1151,Micro ATX,32,2,Black,MSI,B365,6,1,4,3,FALSE,FALSE
Biostar Z490GTN,,1200,Mini ITX,64,2,Black,Biostar,Z490,6,3,8,3,TRUE,FALSE
Biostar Racing Z490A-Silver,,1200,ATX,128,4,Black / White,Biostar,Z490,6,3,8,3,TRUE,FALSE
ASRock B560M Pro4/ac+,,1200,Micro ATX,128,4,Black / Silver,ASRock,B560,6,1,4,4,FALSE,FALSE
Gigabyte H510M DS2V,,1200,Micro ATX,64,2,Black,Gigabyte,H510,4,1,6,3,FALSE,FALSE
Asus Pro H510M-C/CSM,,1200,Micro ATX,64,2,Green,Asus,H510,4,1,6,3,FALSE,FALSE
ASRock Z590-C/ax,,1200,ATX,128,4,Black,ASRock,Z590,6,3,16,4,TRUE,FALSE
Biostar B660GTA,,1700,ATX,128,4,Blue / Black,Biostar,B660,4,2,4,4,FALSE,FALSE
MSI Z490 PLUS,,1200,ATX,128,4,Black,MSI,Z490,6,3,8,3,TRUE,FALSE
MSI B560M PRO-VDH WIFI (CEC),,1200,Micro ATX,128,4,Black,MSI,B560,6,1,4,4,FALSE,TRUE
Gigabyte B760 AORUS ELITE DDR4,,1700,ATX,128,4,Black / Silver,Gigabyte,B760,4,2,4,4,FALSE,FALSE
Gigabyte B760 AORUS ELITE,,1700,ATX,128,4,Black,Gigabyte,B760,4,2,4,4,FALSE,FALSE
Gigabyte B760M POWER DDR4,,1700,Micro ATX,64,2,Black,Gigabyte,B760,4,2,4,4,FALSE,FALSE
Gigabyte B760M POWER,,1700,Micro ATX,64,2,Gray / Black,Gigabyte,B760,4,2,4,4,FALSE,FALSE
Asus PRIME B650M-A WIFI II-CSM,,AM5,Micro ATX,128,4,Silver / Black,Asus,B650,4,2,16,4,TRUE,TRUE
Gigabyte H610M S2,,1700,Micro ATX,64,2,Brown / Silver,Gigabyte,H610,4,1,6,4,FALSE,FALSE
Gigabyte H610M K,,1700,Micro ATX,96,2,Brown / Gray,Gigabyte,H610,4,1,6,4,FALSE,FALSE
MSI PRO B760M-A DDR4,,1700,Micro ATX,128,4,Black,MSI,B760,4,2,4,4,FALSE,FALSE
Asus PRIME H510M-E R2.0,,1200,Micro ATX,64,2,Silver / Black,Asus,H510,4,1,6,3,FALSE,FALSE
Biostar B760MX-E D4,,1700,Micro ATX,64,2,Black,Biostar,B760,4,2,4,4,FALSE,FALSE
Biostar H410MHG,,1200,Micro ATX,64,2,Black,Biostar,H410,4,1,6,3,FALSE,FALSE
Asus P7P55D Pro,,1156,ATX,16,4,Black / Blue,Asus,P55,6,0,8,2,TRUE,FALSE
Asus Sabertooth 55I,,1156,ATX,16,4,Brown / Black,Asus,,,,,,,FALSE
Gigabyte GA-P55M-UD2,,1156,Micro ATX,16,4,Blue / White,Gigabyte,P55,6,0,8,2,TRUE,FALSE
Foxconn A6GMV,,AM3,Micro ATX,8,2,,Foxconn,,,,,,,FALSE
ASRock 770 Extreme3,,AM3,ATX,16,4,Black / White,ASRock,770,,,,,,FALSE
Asus M4A785TD-M EVO,,AM3,Micro ATX,16,4,Black / Blue,Asus,A78,6,0,6,2,TRUE,FALSE
MSI 785GTM-E45,,AM3/AM2+/AM2,Micro ATX,8,2,Red / Black,MSI,,,,,,,FALSE
MSI 790XT-G45,,AM3/AM2+/AM2,ATX,16,4,,MSI,,,,,,,FALSE
Asus M4A79T DELUXE,,AM3,ATX,16,4,Black / Blue,Asus,,,,,,,FALSE
Asus M4A87TD EVO,,AM3,ATX,16,4,Black / Blue,Asus,,,,,,,FALSE
Asus M4A88TD-M,,AM3,Micro ATX,16,4,Black / Blue,Asus,A88,8,0,8,2,TRUE,FALSE
Gigabyte GA-EP45-UD3L,,775,ATX,16,4,Multicolor,Gigabyte,P45,6,0,8,2,TRUE,FALSE
Intel DB43LD,,775,Micro ATX,8,2,Green / Blue,Intel,,,,,,,FALSE
Intel DP43BF,,775,ATX,8,4,Green / Blue,Intel,P43,6,0,8,2,FALSE,FALSE
Gigabyte GA-P55-UD3R,,1156,ATX,16,4,Blue / White,Gigabyte,P55,6,0,8,2,TRUE,FALSE
Zotac NF610I-K-E,,775,Mini ITX,4,2,Black / Red,Zotac,,,,,,,FALSE
Zotac GF8200-C-E,,AM2+/AM2,Mini ITX,8,2,Black / Red,Zotac,,,,,,,FALSE
Gigabyte GA-MA78LMT-S2,,AM3,Micro ATX,8,2,Blue / White,Gigabyte,A78,6,0,6,2,TRUE,FALSE
ASRock P55 Extreme4,,1156,ATX,16,4,Black / Blue,ASRock,P55,6,0,8,2,TRUE,FALSE
Foxconn A88GMV,,AM3,Micro ATX,16,4,Multicolor,Foxconn,A88,8,0,8,2,TRUE,FALSE
Asus P6T6 WS Revolution,,1366,ATX,24,6,Black / Blue,Asus,,,,,,,FALSE
MSI P55A FUZION,,1156,ATX,16,4,Black / Blue,MSI,P55,6,0,8,2,TRUE,FALSE
Gigabyte GA-EP43T-UD3L,,775,ATX,8,4,,Gigabyte,P43,6,0,8,2,FALSE,FALSE
ASRock H55M-GE,,1156,Micro ATX,16,4,Black / Blue,ASRock,H55,4,0,4,2,FALSE,FALSE
Biostar G41M7,,775,Micro ATX,8,2,Multicolor,Biostar,G41,4,0,4,1,FALSE,FALSE
Biostar P43D3,,775,ATX,4,2,Multicolor,Biostar,P43,6,0,8,2,FALSE,FALSE
ASRock H55M/USB3 R2.0,,1156,Micro ATX,8,2,,ASRock,H55,4,0,4,2,FALSE,FALSE
Zotac 880GITX-A-E,,AM3,Mini ITX,8,2,Black / Yellow,Zotac,,,,,,,FALSE
Asus P8H67-M,,1155,Micro ATX,32,4,,Asus,H67,6,0,6,2,FALSE,FALSE
MSI P67A-C45,,1155,ATX,32,4,Black / Blue,MSI,P67,6,0,8,2,TRUE,FALSE
Intel DH67GD,,1155,Micro ATX,32,4,Black / Blue,Intel,H67,6,0,6,2,FALSE,FALSE
Gigabyte GA-P43T-ES3G,,775,ATX,16,4,Blue / White,Gigabyte,P43,6,0,8,2,FALSE,FALSE
ASRock Fatal1ty P67 Professional,,1155,ATX,32,4,,ASRock,P67,6,0,8,2,TRUE,FALSE
Biostar A880GU3,249.99,AM3,Micro ATX,8,2,Black / Red,Biostar,A88,8,0,8,2,TRUE,FALSE
Biostar TForce TG31-A7,,775,ATX,4,2,,Biostar,,,,,,,FALSE
Intel DP35DPM,,775,ATX,8,4,Black / Blue,Intel,,,,,,,FALSE
MSI H67MS-E43 (B3),,1155,Micro ATX,32,4,Black / Blue,MSI,H67,6,0,6,2,FALSE,FALSE
Asus Sabertooth P67 (REV 3.0),,1155,ATX,32,4,,Asus,P67,6,0,8,2,TRUE,FALSE
ASRock P67 Extreme 4 (B3),,1155,ATX,32,4,,ASRock,P67,6,0,8,2,TRUE,FALSE
MSI 870A-G46,,AM3,ATX,32,4,Black / Blue,MSI,870,,,,,,FALSE
Gigabyte GA-880GMA-USB3,,AM3+,Micro ATX,16,4,Blue / White,Gigabyte,,,,,,,FALSE
Gigabyte GA-Z68X-UD3-B3,,1155,ATX,32,4,Blue / White,Gigabyte,Z68,6,0,4,2,TRUE,FALSE
Biostar TZ68A+,,1155,ATX,16,4,Black / Red,Biostar,Z68,6,0,4,2,TRUE,FALSE
Gigabyte GA-A75-UD4H,,FM1,ATX,32,4,Blue / White,Gigabyte,A75,6,0,6,2,FALSE,FALSE
Asus F1A75-V PRO,,FM1,ATX,64,4,Black / Blue,Asus,A75,6,0,6,2,FALSE,FALSE
ASRock A75 Extreme6,,FM1,ATX,32,4,Black / Blue,ASRock,A75,6,0,6,2,FALSE,FALSE
Asus P8H67-V (REV 3.0),,1155,ATX,32,4,,Asus,H67,6,0,6,2,FALSE,FALSE
MSI 990XA-GD55,,AM3+/AM3,ATX,32,4,Black / Blue,MSI,,,,,,,FALSE
MSI Z68A-GD55 (G3),,1155,ATX,32,4,Black / Blue,MSI,Z68,6,0,4,2,TRUE,FALSE
ASRock 990FX Extreme3,,AM3+/AM3,ATX,32,4,Black / Silver,ASRock,990FX,,,,,,FALSE
Intel DZ68BC,,1155,ATX,32,4,Black / Blue,Intel,Z68,6,0,4,2,TRUE,FALSE
ECS A55F-M3(1.0),,FM1,Micro ATX,32,2,,ECS,A55,6,0,6,2,FALSE,FALSE
Gigabyte GA-880GM-D2H (REV. 3.1),,AM3+,Micro ATX,8,2,,Gigabyte,,,,,,,FALSE
MSI H61MA-E35 (B3),,1155,Micro ATX,16,2,,MSI,H61,2,0,4,2,FALSE,FALSE
Biostar A880GZ,,AM3+,Micro ATX,8,2,,Biostar,A88,8,0,8,2,TRUE,FALSE
ASRock X79 Extreme7,,2011,ATX,48,6,Black / Silver,ASRock,X79,6,0,16,2,TRUE,FALSE
Intel DH61SA,,1155,Micro ATX,8,2,Green / Blue,Intel,H61,2,0,4,2,FALSE,FALSE
ASRock X79 Extreme6/GB,,2011,ATX,64,8,Black / Silver,ASRock,X79,6,0,16,2,TRUE,FALSE
MSI Big Bang - Xpower II Limited Edition,,2011,XL ATX,128,8,Black / Red,MSI,,,,,,,FALSE
ASRock Fatal1ty X79 Professional,,2011,ATX,32,4,Black / Red,ASRock,X79,6,0,16,2,TRUE,FALSE
Intel DZ77BH55K,,1155,ATX,32,4,Black / Blue,Intel,Z77,4,0,4,3,TRUE,FALSE
ASRock H77 Pro4-M,,1155,Micro ATX,32,4,Brown / Black,ASRock,H77,4,0,4,3,FALSE,FALSE
ASRock Q77M vPro,,1155,Micro ATX,32,4,Brown / Black,ASRock,,,,,,,FALSE
ECS H61H2-A2 Deluxe (1.0),,1155,ATX,16,2,Blue / White,ECS,H61,2,0,4,2,FALSE,FALSE
ASRock Z77 Extreme9,,1155,ATX,32,4,Black / Silver,ASRock,Z77,4,0,4,3,TRUE,FALSE
Asus Maximus V Extreme,,1155,EATX,32,4,Black / Red,Asus,,,,,,,FALSE
Gigabyte GA-Z77X-UP4 TH,,1155,ATX,32,4,Black / Gray,Gigabyte,Z77,4,0,4,3,TRUE,FALSE
MSI H61M-E33/W8,,1155,Micro ATX,16,2,Black / Blue,MSI,H61,2,0,4,2,FALSE,FALSE
ASRock Z77 OC Formula,,1155,EATX,32,4,Black / Yellow,ASRock,Z77,4,0,4,3,TRUE,FALSE
Intel DB65AL,,1155,Micro ATX,32,4,,Intel,,,,,,,FALSE
ASRock FM2A75 Pro4-M,,FM2,Micro ATX,32,4,Brown / Black,ASRock,A75,6,0,6,2,FALSE,FALSE
MSI Z77A-G45 Thunderbolt,,1155,ATX,32,4,Black / Blue,MSI,Z77,4,0,4,3,TRUE,FALSE
MSI Z77IA-E53,,1155,Mini ITX,16,2,Black / Blue,MSI,Z77,4,0,4,3,TRUE,FALSE
MSI ZH77A-G43,,1155,ATX,32,4,Black / Blue,MSI,H77,4,0,4,3,FALSE,FALSE
EVGA 111-IB-E692-KR,,1155,Mini ITX,16,2,Black,EVGA,,,,,,,FALSE
ASRock B75M R2.0,,1155,Micro ATX,16,2,Brown / Black,ASRock,B75,6,0,2,3,FALSE,FALSE
Gigabyte GA-H77TN,,1155,Thin Mini ITX,8,2,Black / Blue,Gigabyte,H77,4,0,4,3,FALSE,FALSE
MSI B75MA-G43,,1155,Micro ATX,32,4,Black / Blue,MSI,B75,6,0,2,3,FALSE,FALSE
Gigabyte GA-Z87M-D3H 1.0,,1150,Micro ATX,32,4,Black / Gray,Gigabyte,Z87,6,0,4,3,TRUE,FALSE
Gigabyte GA-Z87MX-D3H,,1150,Micro ATX,32,4,Black / Gray,Gigabyte,Z87,6,0,4,3,TRUE,FALSE
Gigabyte GA-H87-D3H,,1150,ATX,32,4,Black / Gray,Gigabyte,H87,6,0,6,3,FALSE,FALSE
ASRock Z87M Pro4,,1150,Micro ATX,32,4,Brown / Black,ASRock,Z87,6,0,4,3,TRUE,FALSE
MSI H87-G43,,1150,ATX,32,4,Black / Blue,MSI,H87,6,0,6,3,FALSE,FALSE
Asus Z87-WS,,1150,ATX,32,4,Black / Gold,Asus,Z87,6,0,4,3,TRUE,FALSE
Zotac A55ITX-B-E,,FM2,Mini ITX,16,2,Black / Yellow,Zotac,A55,6,0,6,2,FALSE,FALSE
Biostar Hi-Fi Z87X 3D,,1150,ATX,32,4,Black / Blue,Biostar,Z87,6,0,4,3,TRUE,FALSE
Gigabyte GA-Q87M-D2H,,1150,Micro ATX,32,4,Black / Gray,Gigabyte,,,,,,,FALSE
EVGA 150-SE-E789-KR,,2011,EATX,64,8,Black / Red,EVGA,,,,,,,FALSE
Foxconn H87MX-D,,1150,Micro ATX,16,2,,Foxconn,H87,6,0,6,3,FALSE,FALSE
Gigabyte GA-F2A88X-UP4,,FM2+,ATX,64,4,Black / Red,Gigabyte,A88,8,0,8,2,TRUE,FALSE
Gigabyte GA-H81.Amp-UP,,1150,ATX,16,2,Black,Gigabyte,H81,2,0,2,2,FALSE,FALSE
Jetway JNF9J-Q87,,1150,Mini ITX,16,2,,Jetway,,,,,,,FALSE
MSI H81M-P33 V2,,1150,Micro ATX,16,2,Black / Blue,MSI,H81,2,0,2,2,FALSE,FALSE
ASRock E3C224D2I,,1150,Mini ITX,16,2,Blue / White,ASRock,,,,,,,FALSE
ASRock E3C226D2I,,1150,Mini ITX,16,2,Green,ASRock,,,,,,,FALSE
Gigabyte GA-EP43-S3L,,775,ATX,16,4,,Gigabyte,P43,6,0,8,2,FALSE,FALSE
MSI A88X-G43,,FM2+,ATX,64,4,Black / Blue,MSI,A88,8,0,8,2,TRUE,FALSE
MSI CSM-H87M-G43,,1150,Micro ATX,32,4,Black / Blue,MSI,H87,6,0,6,3,FALSE,FALSE
Gigabyte GA-H81M-HD2,,1150,Micro ATX,16,2,Black / Silver,Gigabyte,H81,2,0,2,2,FALSE,FALSE
Gigabyte GA-F2A78M-D3H,,FM2+,Micro ATX,64,4,Black / Gray,Gigabyte,A78,6,0,6,2,TRUE,FALSE
Gigabyte GA-H81-D3,,1150,ATX,16,2,Black / Silver,Gigabyte,H81,2,0,2,2,FALSE,FALSE
ECS A75F2-M,,FM2,Micro ATX,32,4,Black / White,ECS,A75,6,0,6,2,FALSE,FALSE
ASRock Z97M OC Formula,,1150,Micro ATX,32,4,Black / Yellow,ASRock,Z97,6,1,4,3,TRUE,FALSE
Asus H97M-E/CSM,,1150,Micro ATX,32,4,Black / Gold,Asus,H97,6,1,8,3,FALSE,FALSE
EVGA Z97 Classified,,1150,EATX,32,4,Black,EVGA,Z97,6,1,4,3,TRUE,FALSE
EVGA 111-HR-E972-KR,,1150,Mini ITX,16,2,Brown / Black,EVGA,,,,,,,FALSE
Gigabyte GA-Z97M-DS3H,,1150,Micro ATX,32,4,Black / Gray,Gigabyte,Z97,6,1,4,3,TRUE,FALSE
ASRock H81TM-ITX R2.0,,1150,Thin Mini ITX,16,2,Black,ASRock,H81,2,0,2,2,FALSE,FALSE
EVGA Classified,,2011-3,EATX,128,8,Black / Red,EVGA,,,,,,,FALSE
Gigabyte GA-X99-SOC FORCE,,2011-3,EATX,64,8,Black / Orange,Gigabyte,X99,10,3,16,3,TRUE,FALSE
ECS Z97-PK (V1.0),,1150,Micro ATX,32,4,White / Gray,ECS,Z97,6,1,4,3,TRUE,FALSE
ASRock X99 Extreme6/ac,,2011-3,ATX,128,8,Black / Blue,ASRock,X99,10,3,16,3,TRUE,FALSE
ASRock B85M-DGS,,1150,Micro ATX,16,2,Black,ASRock,B85,4,0,2,3,FALSE,FALSE
MSI Z97I GAMING ACK,,1150,Mini ITX,16,2,Black / Red,MSI,Z97,6,1,4,3,TRUE,FALSE
Asus SABERTOOTH Z97 MARK 1/USB 3.1,,1150,ATX,32,4,Brown / Black,Asus,Z97,6,1,4,3,TRUE,FALSE
MSI X99A XPOWER AC,,2011-3,EATX,128,8,Black / Yellow,MSI,X99,10,3,16,3,TRUE,FALSE
MSI Z97A SLI KRAIT EDITION,,1150,ATX,32,4,Black / White,MSI,Z97,6,1,4,3,TRUE,FALSE
Asus P9D-I,,1150,Mini ITX,16,2,Black / Blue,Asus,,,,,,,FALSE
EVGA Z170 Classified,,1151,EATX,64,4,Black / Silver,EVGA,Z170,6,1,4,3,TRUE,FALSE
ASRock E3C224D4M-16RE,,1150,ATX,32,4,Green / Blue,ASRock,,,,,,,FALSE
ASRock Z170 OC Formula,,1151,ATX,64,4,Black / Gold,ASRock,Z170,6,1,4,3,TRUE,FALSE
ASRock H170 Pro4,,1151,ATX,64,4,Black / Orange,ASRock,H170,6,1,8,3,FALSE,FALSE
ASRock H170M Pro4S,,1151,Micro ATX,64,4,Black / Orange,ASRock,H170,6,1,8,3,FALSE,FALSE
ASRock H170M-ITX/DL,,1151,Mini ITX,32,2,Black / Red,ASRock,H170,6,1,8,3,FALSE,FALSE
Gigabyte GA-Z170X-SOC FORCE,,1151,EATX,64,4,Black / Orange,Gigabyte,Z170,6,1,4,3,TRUE,FALSE
Asus H170M-PLUS/CSM,,1151,Micro ATX,64,4,Black / Gold,Asus,H170,6,1,8,3,FALSE,FALSE
ECS Z170-CLAYMORE,,1151,ATX,64,4,Black,ECS,Z170,6,1,4,3,TRUE,FALSE
Gigabyte GA-MA790X-UD4P,,AM3/AM2+/AM2,ATX,16,4,Multicolor,Gigabyte,,,,,,,FALSE
Asus B150M-C/CSM,,1151,Micro ATX,64,4,Black / Gold,Asus,B150,6,1,2,3,FALSE,FALSE
Asus H110M-E D3,,1151,Micro ATX,32,2,Black / Gold,Asus,H110,4,1,4,3,FALSE,FALSE
MSI CSM-H170M-A Pro,,1151,Micro ATX,64,4,Black / White,MSI,H170,6,1,8,3,FALSE,FALSE
Asus MAXIMUS VIII EXTREME/ASSEMBLY,,1151,EATX,64,4,Black / Red,Asus,,,,,,,FALSE
Gigabyte GA-Z170X-Gaming 5-EU,,1151,ATX,64,4,Black / Red,Gigabyte,Z170,6,1,4,3,TRUE,FALSE
Asus P10S-E/4L,,1151,ATX,64,4,Black / Blue,Asus,,,,,,,FALSE
ASRock B150M Pro4V,,1151,Micro ATX,64,4,Black / Orange,ASRock,B150,6,1,2,3,FALSE,FALSE
ECS H110I-C4P,,1151,Mini ITX,32,2,Brown / Black,ECS,H110,4,1,4,3,FALSE,FALSE
Supermicro X10SLH-F,,1150,Micro ATX,32,4,Green,Supermicro,,,,,,,FALSE
Biostar Z270GT9,,1151,ATX,64,4,Black / White,Biostar,Z270,6,2,4,3,TRUE,FALSE
Biostar Z270GT4,,1151,Micro ATX,64,4,Black / White,Biostar,Z270,6,2,4,3,TRUE,FALSE
ASRock X299 Killer SLI/ac,,2066,ATX,128,8,Black / Silver,ASRock,X299,8,3,16,3,TRUE,FALSE
Supermicro C7H170-M,,1151,Micro ATX,64,4,Black / Red,Supermicro,H170,6,1,8,3,FALSE,FALSE
ASRock X299 Extreme4,,2066,ATX,128,8,,ASRock,X299,8,3,16,3,TRUE,FALSE
Biostar Z370GT6,,1151,ATX,64,4,Yellow / Black,Biostar,Z370,6,2,4,3,TRUE,FALSE
ASRock X299M Extreme4,,2066,Micro ATX,64,4,Black / Silver,ASRock,X299,8,3,16,3,TRUE,FALSE
MSI H310M PRO-VHL,,1151,Micro ATX,32,2,Brown / Black,MSI,H310,4,1,6,3,FALSE,FALSE
ASRock H310M-HDVP,,1151,Micro ATX,32,2,Black / Silver,ASRock,H310,4,1,6,3,FALSE,FALSE
MSI X299M-A PRO,,2066,Micro ATX,64,4,Black / Silver,MSI,X299,8,3,16,3,TRUE,FALSE
Biostar X470GT8,,AM4,ATX,64,4,Black / Silver,Biostar,X470,8,4,8,3,TRUE,FALSE
Gigabyte X299 AORUS Gaming 7 Pro,,2066,ATX,128,8,Black,Gigabyte,X299,8,3,16,3,TRUE,FALSE
Gigabyte X299 AORUS Gaming,,2066,ATX,64,4,Black / Silver,Gigabyte,X299,8,3,16,3,TRUE,FALSE
ASRock Q370M VPRO,,1151,Micro ATX,64,4,Black,ASRock,,,,,,,FALSE
Supermicro C9Z390-CGW,,1151,ATX,128,4,Black / Silver,Supermicro,Z390,6,2,8,3,TRUE,FALSE
Gigabyte X299 AORUS MASTER,,2066,EATX,128,8,Black / Silver,Gigabyte,X299,8,3,16,3,TRUE,FALSE
Supermicro X11SCL-IF,,1151,Mini ITX,64,2,Green / Silver,Supermicro,,,,,,,FALSE
Biostar X570GT8,,AM4,ATX,128,4,Black,Biostar,X570,12,4,16,4,TRUE,FALSE
Asus X299 Edition 30,,2066,ATX,256,8,Silver / Black,Asus,X299,8,3,16,3,TRUE,FALSE
ASRock H410M-HDVP,,1200,Micro ATX,64,2,Black / Silver,ASRock,H410,4,1,6,3,FALSE,FALSE
EVGA Z490 FTW WIFI,,1200,ATX,128,4,Black,EVGA,Z490,6,3,8,3,TRUE,TRUE
Asus Pro Q470M-C/CSM,,1200,Micro ATX,128,4,Green,Asus,,,,,,,FALSE
Supermicro C9X299-RPGF,,2066,ATX,256,8,Black,Supermicro,X299,8,3,16,3,TRUE,FALSE
ASRock Z490D4U-2L2T,,1200,Micro ATX,128,4,Green / Blue,ASRock,Z490,6,3,8,3,TRUE,FALSE
Asus PRIME A520M-E/CSM,,AM4,Micro ATX,64,2,Black,Asus,A520,4,2,6,3,FALSE,FALSE
MSI X299 PRO 10G,,2066,ATX,256,8,Black,MSI,X299,8,3,16,3,TRUE,FALSE
