,name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,codename,socket,lithography,cache,supported_mem,supported_chipset,release_date,passmark,category,passmarkPred,cinebench,cinePred,blender,blenderPred
215,Intel Core i9-11900F,312.5,8,2.5,5.2,65,,True,Rocket Lake,Socket 1200,14,16.0,,,"Mar 16th, 2021",0.5110008958028359,Desktop,False,0.39591633466135456,True,0.34347060651040767,True
216,Intel Core i3-4130,77.14,2,3.4,3.4,54,Intel HD Graphics 4400,True,Haswell,Socket 1150,22,3.0,DDR3,,"Sep 1st, 2013",0.06259695427035766,Desktop,False,0.02539840637450199,False,0.06427560495702303,False
217,Intel Pentium Gold G5400,64.95,2,3.7,3.7,58,Intel UHD Graphics 610,True,Coffee Lake,Socket 1151,14,4.0,DDR4,,"Apr 2nd, 2018",0.07203565732264197,Desktop,False,0.03137450199203187,False,0.06253236218026166,False
218,Intel Pentium G4400,42.99,2,3.3,3.3,54,Intel HD Graphics 510,False,Skylake,Socket 1151,14,4.0,"DDR3, DDR4",,"Sep 1st, 2015",0.047477550306976334,Desktop,False,0.019422310756972108,True,0.036245641893058095,True
219,Intel Core i3-4170,95.8,2,3.7,3.7,54,Intel HD Graphics 4400,True,Haswell,Socket 1150,22,3.0,DDR3,"H81, B85, H87, Z87, H91, B95, H97, Z97","May 1st, 2014",0.06867093447529987,Desktop,False,0.025564409030544487,True,0.05631882357002312,False
220,Intel Xeon E5-2670 V3,,12,2.3,3.1,120,,True,Haswell-EP,Socket 2011-3,22,30.0,"DDR3, DDR4","C612, X99","Sep 8th, 2014",0.22980620070353294,Unknown,True,0.17231075697211154,True,0.23128171493665642,True
221,Intel Core i7-6950X,328.29,10,3.0,3.5,140,,True,Broadwell-E,Socket 2011-3,14,25.0,DDR4,,"May 31st, 2016",0.36522537088422297,Desktop,False,0.2694223107569721,False,0.37060305844178254,False
222,Intel Pentium G4560,168.0,2,3.5,3.5,54,Intel HD Graphics 610,True,Kaby Lake,Socket 1151,14,3.0,DDR4,,"Jan 3rd, 2017",0.0674473988944482,Desktop,False,0.02539840637450199,True,0.050053505471365944,True
223,Intel Core i3-9350KF,207.36,4,4.0,4.6,91,,False,Coffee Lake,Socket 1151,14,8.0,DDR4,,"Jan 8th, 2019",0.15058227184338743,Desktop,False,0.09113545816733067,True,0.11564085746832822,True
224,Intel Core i3-3220,39.94,2,3.3,3.3,55,Intel HD Graphics 2500,True,Ivy Bridge,Socket 1155,22,3.0,DDR3,,"Sep 3rd, 2012",0.03882540584238239,Desktop,False,0.01643426294820717,False,0.03886913597293659,False
225,Intel Core i7-4930K,175.0,6,3.4,3.9,130,,True,Ivy Bridge-E,Socket 2011,22,12.0,DDR3,,"Sep 1st, 2013",0.19519762284515718,Desktop,False,0.1440903054448871,False,0.11634851047671649,False
226,Intel Core i3-8350K,217.3,4,4.0,4.0,91,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14,8.0,DDR4,,"Oct 5th, 2017",0.14061919639930956,Desktop,False,0.08183930942895086,True,0.11046290862646277,True
227,Intel Core i7-7800X,405.86,6,3.5,4.0,140,,True,Skylake-X,Socket 2066,14,8.25,DDR4,,"Jun 26th, 2017",0.2717559920470187,Desktop,False,0.18077689243027886,False,0.20233698091062863,False
228,Intel Pentium Gold G6405,72.98,2,4.1,4.1,58,Intel UHD Graphics 610,True,Comet Lake-R,Socket 1200,14,4.0,DDR4,,"Mar 16th, 2021",0.08431471083047476,Desktop,False,0.03851261620185922,True,0.060409403155096825,True
229,AMD FX-8300,100.0,8,3.3,3.3,95,,False,Vishera,Socket AM3+,32,8.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Oct 23rd, 2012",0.12340230286875395,Unknown,True,0.08764940239043824,True,0.13290068694121301,True
230,Intel Core i5-4670,135.86,4,3.4,3.4,84,Intel HD Graphics 4600,False,Haswell,Socket 1150,22,6.0,DDR3,,"Jun 2nd, 2013",0.10955013218554041,Desktop,False,0.05378486055776892,False,0.083157858400359,False
231,Intel Core i5-3330,74.35,4,3.0,3.0,77,Intel HD Graphics 2500,False,Ivy Bridge,Socket 1155,22,6.0,DDR3,,"Sep 3rd, 2012",0.08005418514715198,Desktop,False,0.03137450199203187,True,0.07421726673340467,True
232,Intel Core i7-5960X,215.61,8,3.0,3.5,140,,True,Haswell-E,Socket 2011-3,22,20.0,DDR4,,"Sep 1st, 2014",0.2685879088465992,Desktop,False,0.19322709163346613,False,0.2664227277434499,False
233,Intel Core i3-2120,128.12,2,3.3,3.3,65,Intel HD Graphics 2000,True,Sandy Bridge,Socket 1155,32,3.0,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Feb 20th, 2011",0.032773274487098256,Desktop,False,0.0038180610889774202,True,0.035607028202561355,False
234,AMD FX-9370,109.0,8,4.4,4.7,220,,False,Vishera,Socket AM3+,32,8.0,DDR3,"AMD 800 Series, AMD 900 Series","Jun 11th, 2013",0.25047521248006294,Unknown,True,0.16683266932270915,True,0.22265180020021402,True
235,Intel Core i7-7820X,329.88,8,3.6,4.5,140,,True,Skylake-X,Socket 2066,14,11.0,,,"Jun 26th, 2017",0.3683060586860102,Desktop,False,0.28071049136786186,False,0.2928820463253823,False
236,Intel Core i7-7700T,489.95,4,2.9,3.8,35,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14,8.0,DDR4,,"Jan 3rd, 2017",0.15589154231029734,Desktop,False,0.10109561752988047,False,0.15469985156546653,False
237,Intel Core i5-13500T,,14,1.6,4.6,35,Intel UHD Graphics 770,True,Raptor Lake-S,Socket 1700,10,24.0,"DDR4, DDR5","H610, B650, H670, Z690, H710, B750, H770, Z790","Jan 4th, 2023",0.6326552906989447,Unknown,True,0.49286188579017265,True,0.45220753218958193,True
238,Intel Core i3-13100T,,4,2.5,4.2,35,Intel UHD Graphics 730,True,Raptor Lake-S,Socket 1700,10,12.0,"DDR4, DDR5","H610, B650, H670, Z690, H710, B750, H770, Z790","Jan 4th, 2023",0.25602482029321155,Unknown,True,0.17330677290836652,True,0.16742034588698265,True
239,Intel Xeon E-2176G,1070.23,6,3.7,4.7,80,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14,12.0,DDR4,"C242, C246","Jul 12th, 2018",0.28877624593065176,Server,False,0.21098937583001326,True,0.20884393662190617,True
240,AMD Threadripper 2970WX,1156.0,24,3.0,4.2,250,,True,Colfax,Socket SP3r2,12,64.0,DDR4,,"Oct 2nd, 2018",0.4770914811335183,Unknown,True,0.4143426294820717,True,0.4850012081880631,True
241,Intel Core i3-4160,59.99,2,3.6,3.6,54,Intel HD Graphics 4400,True,Haswell,Socket 1150,22,3.0,DDR3,,"Jul 21st, 2014",0.06705411960060303,Desktop,False,0.02539840637450199,True,0.050053505471365944,True
242,Intel Core i5-11600,240.0,6,2.8,4.8,65,Intel UHD Graphics 750,True,Rocket Lake,Socket 1200,14,12.0,,,"Mar 16th, 2021",0.39091961808210796,Desktop,False,0.28037848605577687,True,0.32420863681866824,False
243,Intel Core i7-920,99.0,4,2.66,2.66,130,,True,Bloomfield,Socket 1366,45,8.0,,,"Nov 17th, 2008",0.05058008695842164,Desktop,False,0.025066401062416997,True,0.0914425765473437,False
244,AMD FX-8370,241.98,8,4.0,4.3,125,,False,Vishera,Socket AM3+,32,8.0,,,"Sep 2nd, 2014",0.16342939544232996,Unknown,True,0.07918326693227092,False,0.09696572197866685,False
245,Intel Core i9-7980XE,1193.0,18,2.6,4.4,165,,True,Skylake-X,Socket 2066,14,24.75,DDR4,,"Sep 1st, 2017",0.6427057615416548,Desktop,False,0.5094621513944223,True,0.5426490386274982,False
246,AMD Athlon 220GE,104.39,2,3.4,3.4,35,Radeon Vega 3,True,Zen,Socket AM4,14,4.0,DDR4,"A320, B350, X370, B450, X470","Dec 21st, 2018",0.07389280954357752,Unknown,True,0.030212483399734397,True,0.05177948841865442,True
247,Intel Celeron G4900T,59.95,2,1.8,1.8,35,Intel UHD Graphics 610,False,Coffee Lake,Socket 1151,14,2.0,DDR4,,"Apr 3rd, 2018",0.043195175773995495,Desktop,False,0.017098273572377157,True,0.029341710103904173,True
248,AMD Phenom II X4 965 BE,90.0,4,3.4,3.4,125,,False,Deneb,Socket AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Nov 7th, 2009",0.053901112106447595,Unknown,True,0.031706507304116865,True,0.06731333494425075,True
249,Intel Pentium Gold G6605,69.99,2,4.3,4.3,58,Intel UHD Graphics 630,True,Comet Lake-R,Socket 1200,14,4.0,DDR4,,"Mar 16th, 2021",0.08885927155935239,Desktop,False,0.04050464807436918,True,0.0638613690496738,True
250,Intel Core i7-5930K,319.95,6,3.5,3.7,140,,True,Haswell-E,Socket 2011-3,22,15.0,DDR4,,"Sep 1st, 2014",0.215822936922371,Desktop,False,0.15820053120849933,False,0.18071041458110396,False
251,Intel Pentium G640,45.0,2,2.8,2.8,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,3.0,DDR3,,"Jun 3rd, 2012",0.018440429111407284,Desktop,False,0.0016600265604249653,True,0.022437778314750252,True
252,Intel Core i5-4430,123.85,4,3.0,3.0,84,Intel HD Graphics 4600,False,Haswell,Socket 1150,22,6.0,DDR3,,"Jun 2nd, 2013",0.0922021455570364,Desktop,False,0.04000664010624169,True,0.08112119852255859,True
253,AMD Threadripper 2920X,950.0,12,3.5,4.3,180,,True,Colfax,Socket SP3r2,12,32.0,DDR4,,"Oct 3rd, 2018",0.4222508684917739,Unknown,True,0.3615537848605578,True,0.34519658945769616,True
254,Intel Core i7-3930K,298.98,6,3.2,3.2,130,,True,Sandy Bridge-E,Socket 2011,32,12.0,DDR3,,"Nov 14th, 2011",0.1708143066267561,Desktop,False,0.11487383798140768,True,0.12736028168041702,False
255,AMD FX-6120,58.53,6,3.5,4.1,95,,False,Zambezi,Socket AM3+,32,8.0,DDR3,,"Oct 23rd, 2012",0.14332845375690967,Unknown,True,0.08549136786188578,True,0.1277227380993476,True
256,Intel Xeon E5-2698 V3,,16,2.3,3.6,135,,True,Haswell-EP,Socket 2011-3,22,40.0,DDR4,"C612, X99","Sep 8th, 2014",0.28187200943870305,Unknown,True,0.20517928286852588,True,0.29341710103904173,True
257,Intel Xeon E5-2680,80.0,8,2.7,3.5,130,,True,Sandy Bridge-EP,Socket 2011,32,20.0,DDR3,,"Mar 6th, 2012",0.19521947169481524,Server,False,0.148738379814077,True,0.18122820946529047,True
258,AMD FX-6350,100.0,6,3.9,3.9,125,,False,Vishera,Socket AM3+,32,8.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Apr 29th, 2013",0.14776377023749698,Unknown,True,0.09080345285524567,True,0.1346266698885015,True
259,Intel Core i9-10940X,850.0,14,3.3,4.8,165,,True,Cascade Lake-X,Socket 2066,14,19.25,DDR4,,"Oct 19th, 2019",0.6159846184098406,Desktop,False,0.4848937583001328,False,0.46264972902067725,False
260,Intel Xeon E5-2620 V3,55.29,6,2.4,3.2,85,,True,Haswell-EP,Socket 2011-3,22,15.0,DDR4,"C612, X99","Sep 8th, 2014",0.17754375232144026,Unknown,True,0.1093957503320053,True,0.14843453346680935,True
261,Intel Celeron G3900,49.99,2,2.8,2.8,51,Intel HD Graphics 510,False,Skylake,Socket 1151,14,4.0,"DDR3, DDR4",,"Sep 1st, 2015",0.039022045489304984,Desktop,False,0.01693227091633466,True,0.031067693051192655,True
262,Intel Xeon E5-2699 V3,,18,2.3,3.6,145,,True,Haswell-EP,Socket 2011-3,22,45.0,DDR4,"C612, X99","Sep 8th, 2014",0.34031768227402825,Unknown,True,0.2601261620185923,True,0.34347060651040767,True
263,Intel Core i7-3820,117.97,4,3.6,3.6,130,,True,Sandy Bridge-E,Socket 2011,32,10.0,DDR3,,"Feb 13th, 2012",0.11641067097817298,Desktop,False,0.06855909694555112,True,0.07197348890192964,False
264,Intel Core i7-13700T,,16,1.4,4.9,35,,True,Raptor Lake-S,Socket 1700,10,30.0,"DDR4, DDR5","B660, Z690, B760, Z790","Jan 4th, 2023",0.7010203412790317,Unknown,True,0.5400066401062417,True,0.5057130035555248,True
265,Intel Xeon E5-2630,36.65,6,2.3,2.3,95,,True,Sandy Bridge-EP,Socket 2011,32,15.0,DDR3,,"Mar 6th, 2012",0.12464768729926368,Server,False,0.08150730411686587,True,0.1135006386136905,False
266,Intel Core i7-860,270.0,4,2.8,2.8,95,,True,Lynnfield,Socket 1156,45,8.0,DDR3,,"Sep 8th, 2009",0.053835565557473396,Desktop,False,0.0297144754316069,True,0.062221685249749734,False
267,Intel Core i7-4820K,168.0,4,3.7,3.9,130,,True,Ivy Bridge-E,Socket 2011,22,10.0,DDR3,,"Sep 1st, 2013",0.13273176167274792,Desktop,False,0.08831341301460822,False,0.08357209430770823,False
268,AMD FX-4300,,4,3.8,3.8,95,,False,Vishera,Socket AM3+,32,8.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Oct 23rd, 2012",0.09021390023815246,Unknown,True,0.044322709163346616,True,0.08284718146984707,True
269,Intel Core i5-2400S,99.07,4,2.5,2.5,65,Intel HD Graphics 2000,False,Sandy Bridge,Socket 1155,32,6.0,DDR3,,"Jan 9th, 2011",0.05973475496515108,Desktop,False,0.024568393094289508,True,0.05894231764990161,False
270,Intel Xeon E5-2697 V2,,12,2.7,3.5,130,,True,Ivy Bridge-EP,Socket 2011,22,30.0,DDR3,,"Sep 1st, 2013",0.26756101291267015,Unknown,True,0.19704515272244355,True,0.2537194932514067,True
271,Intel Core i9-7920X,538.5,12,2.9,4.4,140,,True,Skylake-X,Socket 2066,14,16.5,DDR4,,"Sep 10th, 2017",0.4995957962813258,Desktop,False,0.37217795484727756,False,0.4864855535227312,False
272,Intel Core i3-10305,109.99,4,3.8,4.5,65,Intel UHD Graphics 630,True,Comet Lake-R,Socket 1200,14,8.0,DDR4,,"Mar 16th, 2021",0.20238589438266072,Desktop,False,0.1344621513944223,True,0.14325658462494392,True
273,Intel Core i3-10300,178.24,4,3.7,4.4,65,Intel UHD Graphics 630,True,Comet Lake,Socket 1200,14,8.0,DDR4,,"Apr 30th, 2020",0.1935371102711442,Desktop,False,0.11686586985391764,True,0.13807863578307847,True
274,Intel Xeon E5-2650,48.96,8,2.0,2.8,95,,True,Sandy Bridge-EP,Socket 2011,32,20.0,DDR3,,"Mar 6th, 2012",0.15095370228757454,Server,False,0.10707171314741035,True,0.15016051641409783,True
275,Intel Core i7-4790S,163.0,4,3.2,4.0,65,Intel HD Graphics 4000,True,Haswell,Socket 1150,22,8.0,DDR3,"Z87, H87, Z97, H97","May 11th, 2014",0.1426292905678516,Desktop,False,0.07885126162018592,False,0.1146397873589009,False
276,AMD FX-6100,72.8,6,3.3,3.3,95,,False,Zambezi,Socket AM3+,32,8.0,DDR3,,"Oct 12th, 2011",0.11027114422425657,Unknown,True,0.06391102257636122,True,0.11046290862646277,True
277,Intel Core i9-9980XE,1998.95,18,3.0,4.4,165,,True,Skylake-X,Socket 2066,14,24.75,DDR4,,"Oct 19th, 2018",0.687779938386244,Desktop,False,0.5053120849933599,False,0.5371258931961752,False
278,Intel Core i3-530,50.0,2,2.93,2.93,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32,4.0,DDR3,"H57, , H55, , P55, ","Jan 7th, 2010",0.02235137320020101,Desktop,False,0.0016600265604249653,True,0.029341710103904173,True
279,Intel Core i5-9600,235.0,6,3.1,4.6,65,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14,9.0,DDR4,,"Oct 19th, 2018",0.21724311215014527,Desktop,False,0.1533864541832669,True,0.16396837999240568,True
280,Intel Core i7-4960X,1000.0,6,3.6,4.0,130,,True,Ivy Bridge-E,Socket 2011,22,15.0,DDR3,,"Sep 3rd, 2013",0.20712709475846094,Desktop,False,0.148738379814077,True,0.10959991715281853,False
281,AMD Phenom II X6 1090T BE,249.98,6,3.2,3.2,125,,False,Thuban,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Apr 27th, 2010",0.08564749065961677,Unknown,True,0.043658698539176616,True,0.10183299389002037,True
282,Intel Core i7-8700T,328.0,6,2.4,4.0,35,Intel UHD Graphics 630,True,Coffee Lake,Socket 1151,14,12.0,DDR4,,"Apr 2nd, 2018",0.21859774082894534,Desktop,False,0.1553784860557769,True,0.1622423970451172,True
283,Intel Xeon E3-1231 V3,,4,3.4,3.8,80,,True,Haswell-WS,Socket 1150,22,8.0,DDR3,"C226, 8 Series, 9 Series","May 11th, 2014",0.13638051956564484,Unknown,True,0.07851925630810093,True,0.10873692567917428,True
284,Intel Xeon E3-1230 V5,298.95,4,3.4,3.8,80,,True,Skylake-DT,Socket 1151,14,8.0,"DDR3, DDR4",,"Oct 19th, 2015",0.14632174616006466,Unknown,True,0.0844953519256308,True,0.11391487452103974,True
285,Intel Pentium G2020,94.79,2,2.9,2.9,55,Intel HD Graphics,False,Ivy Bridge,Socket 1155,22,3.0,DDR3,,"Jan 21st, 2013",0.0274858528698464,Desktop,False,0.0,False,0.034968414512064616,False
286,Intel Core i7-9800X,449.2,8,3.8,4.5,165,,True,Skylake-X,Socket 2066,14,16.5,DDR4,,"Oct 19th, 2018",0.38921540780877883,Desktop,False,0.2745683930942895,False,0.25749939590596843,False
287,Intel Pentium G3258,88.86,2,3.2,3.2,53,Intel HD Graphics,False,Haswell,Socket 1150,22,3.0,DDR3,"H81, B85, H87, Z87, H97, Z97","Jun 2nd, 2014",0.03637833468067906,Desktop,False,0.01925630810092961,True,0.029341710103904173,True
288,Intel Xeon E5-1620 V3,69.5,4,3.5,3.6,140,,True,Haswell-EP,Socket 2011-3,22,10.0,DDR4,"C612, X99","Sep 8th, 2014",0.12233170923550873,Unknown,True,0.07403718459495351,True,0.11046290862646277,True
289,Intel Core i5-3550,335.0,4,3.3,3.3,77,Intel HD Graphics 2500,False,Ivy Bridge,Socket 1155,22,6.0,DDR3,,"Apr 29th, 2012",0.09519543796019139,Desktop,False,0.04448871181938911,True,0.08284718146984707,True
290,Intel Core i5-8500T,247.53,6,2.1,3.5,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14,9.0,DDR4,,"Apr 2nd, 2018",0.15890668356311038,Desktop,False,0.09213147410358564,False,0.11712520280299629,False
291,Intel Core i5-7640X,148.63,4,4.0,4.2,112,,False,Kaby Lake-X,Socket 2066,14,6.0,DDR4,,"Jun 26th, 2017",0.1365334615132513,Desktop,False,0.08200531208499336,True,0.11046290862646277,True
292,Intel Core i7-870,199.88,4,2.93,2.93,95,,True,Lynnfield,Socket 1156,45,8.0,DDR3,,"Sep 8th, 2009",0.057855753894557445,Desktop,False,0.0297144754316069,True,0.10497428285408539,False
293,Intel Core i5-9500F,182.0,6,3.0,4.4,65,,False,Coffee Lake,Socket 1151,14,9.0,DDR4,,"Apr 23rd, 2019",0.2163910070134807,Desktop,False,0.14541832669322707,True,0.16396837999240568,True
294,Intel Xeon E5-2667 V3,981.57,8,3.2,3.6,135,,True,Haswell-EP,Socket 2011-3,22,20.0,DDR4,"C612, X99","Sep 8th, 2014",0.2643273831632765,Unknown,True,0.19189907038512616,True,0.21919983430563705,True
295,Intel Xeon E5-4620,50.0,8,2.2,2.6,95,,True,Sandy Bridge-EP,Socket 2011,32,16.0,DDR3,,"May 14th, 2012",0.13992003321025145,Server,False,0.10707171314741035,True,0.14498256757223238,True
296,Intel Core i5-3450,245.33,4,3.1,3.1,77,Intel HD Graphics 2500,False,Ivy Bridge,Socket 1155,22,6.0,DDR3,,"Apr 29th, 2012",0.08894666695798464,Desktop,False,0.03784860557768924,True,0.07939521557527013,True
297,Intel Core i5-2380P,77.74,4,3.1,3.1,95,,False,Sandy Bridge,Socket 1155,32,6.0,DDR3,,"Jan 30th, 2012",0.07365247219733881,Desktop,False,0.03585657370517928,True,0.07421726673340467,True
298,Intel Core i3-3240,116.69,2,3.4,3.4,55,Intel HD Graphics 2500,True,Ivy Bridge,Socket 1155,22,3.0,DDR3,,"Sep 3rd, 2012",0.0406607092136599,Desktop,False,0.018260292164674632,False,0.0345369187752425,False
299,Intel Core i7-980X,153.64,6,3.33,3.33,130,,True,Gulftown,Socket 1366,32,12.0,DDR3,,"Mar 16th, 2010",0.13954860276606434,Desktop,False,0.0893094289508632,True,0.1346266698885015,True
300,AMD FX-4350,122.96,4,4.2,4.2,125,,False,Vishera,Socket AM3+,32,8.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Apr 29th, 2013",0.08016342939544233,Unknown,True,0.039840637450199196,True,0.08284718146984707,True
301,Intel Xeon E3-1220 V3,90.0,4,3.1,3.5,80,,False,Haswell-WS,Socket 1150,22,8.0,DDR3,"C226, 8 Series, 9 Series","Jun 2nd, 2013",0.0986694050558238,Unknown,True,0.04448871181938911,True,0.08457316441713555,True
302,Intel Core i7-950,113.69,4,3.06,3.06,130,,True,Bloomfield,Socket 1366,45,8.0,DDR3,,"Jun 2nd, 2009",0.059603661867202694,Desktop,False,0.031208499335989376,True,0.07421726673340467,True
303,Intel Core i7-4770S,150.61,4,3.1,3.1,65,Intel HD Graphics 4600,True,Haswell,Socket 1150,22,8.0,DDR3,"Z87, H87, Z97, H97","Jun 2nd, 2013",0.13967969586401274,Desktop,False,0.0798472775564409,True,0.1070109427318858,True
304,Intel Core i3-6300,89.01,2,3.8,3.8,51,Intel HD Graphics 530,True,Skylake,Socket 1151,14,4.0,DDR4,,"Sep 1st, 2015",0.08652144464593939,Desktop,False,0.03851261620185922,True,0.060409403155096825,True
305,Intel Xeon E5-1650 V3,148.51,6,3.5,3.8,140,,True,Haswell-EP,Socket 2011-3,22,15.0,DDR4,"C612, X99","Sep 8th, 2014",0.20826323494068036,Unknown,True,0.148738379814077,True,0.17432427767613656,True
306,Intel Xeon E5-1630 V4,499.95,4,3.7,4.0,140,,True,Broadwell-EP,Socket 2011-3,14,10.0,DDR4,"C612, X99","Jun 20th, 2016",0.15366295964517465,Unknown,True,0.09279548472775564,True,0.1277227380993476,True
307,Intel Core i5-650,33.98,2,3.2,3.2,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32,4.0,DDR3,"H57, , H55, , P55, ","Jan 7th, 2010",0.03908759203827918,Desktop,False,0.019422310756972108,True,0.03797162484034658,True
308,Intel Xeon E5-2640 V3,112.0,8,2.6,3.4,90,,True,Haswell-EP,Socket 2011-3,22,20.0,DDR4,"C612, X99","Sep 8th, 2014",0.22829863007712642,Unknown,True,0.16799468791500663,True,0.19331009009630987,True
309,Intel Xeon E3-1230 V2,271.85,4,3.3,3.3,69,,True,Ivy Bridge,Socket 1155,22,8.0,DDR3,,"May 14th, 2012",0.1259804671284057,Server,False,0.0695551128818061,True,0.10183299389002037,True
310,AMD Athlon 240GE,104.39,2,3.5,3.5,35,Radeon Vega 3,True,Zen,Socket AM4,14,4.0,DDR4,"A320, B350, X370, B450, X470","Dec 21st, 2018",0.0901265048395202,Desktop,False,0.04067065073041168,True,0.060409403155096825,True
311,Intel Xeon E5-2660 V3,142.62,10,2.6,3.3,105,,True,Haswell-EP,Socket 2011-3,22,25.0,DDR4,"C612, X99","Sep 8th, 2014",0.23970372959863662,Unknown,True,0.16699867197875165,True,0.2174738513583486,True
312,Intel Xeon E5-2650 V2,,8,2.6,3.4,95,,True,Ivy Bridge-EP,Socket 2011,22,20.0,DDR3,,"Sep 1st, 2013",0.22829863007712642,Unknown,True,0.16816069057104913,True,0.19331009009630987,True
313,Intel Celeron G4920,79.95,2,3.2,3.2,65,Intel UHD Graphics 610,False,Coffee Lake,Socket 1151,14,6.0,DDR4,,"Apr 3rd, 2018",0.043260722322969694,Desktop,False,0.019422310756972108,True,0.036245641893058095,True
314,Intel Core i5-2320,255.39,4,3.0,3.0,95,Intel HD Graphics 2000,False,Sandy Bridge,Socket 1155,32,6.0,DDR3,,"Sep 4th, 2011",0.070047412003758,Desktop,False,0.02921646746347941,True,0.053781628637509064,False
315,Intel Core i5-3350P,165.0,4,3.1,3.1,69,,False,Ivy Bridge,Socket 1155,22,6.0,DDR3,,"Sep 3rd, 2012",0.08326596604688763,Desktop,False,0.03253652058432935,True,0.07421726673340467,True
316,Intel Core i5-4590S,260.0,4,3.0,3.7,65,Intel HD Graphics 4000,False,Haswell,Socket 1150,22,6.0,DDR3,,"May 1st, 2014",0.10201227905350782,Desktop,False,0.04664674634794157,False,0.09435948772826125,False
317,Intel Celeron G3930,55.0,2,2.9,2.9,51,Intel HD Graphics 610,False,Kaby Lake,Socket 1151,14,2.0,DDR4,,"Jan 3rd, 2017",0.04028927876947278,Desktop,False,0.01693227091633466,True,0.031067693051192655,True
318,Intel Core i5-750,102.0,4,2.66,2.66,95,,False,Lynnfield,Socket 1156,45,8.0,DDR3,,"Sep 8th, 2009",0.04520526994253752,Desktop,False,0.024236387782204515,True,0.05110635506921191,False
319,Intel Xeon E5-1660 V3,398.95,8,3.0,3.5,140,,True,Haswell-EP,Socket 2011-3,22,20.0,DDR4,"C612, X99","Sep 8th, 2014",0.2536651445301405,Unknown,True,0.19189907038512616,True,0.21402188546377163,True
320,AMD Phenom II X4 955,176.18,4,3.2,3.2,125,,False,Deneb,Socket AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Apr 1st, 2009",0.043828792414079394,Desktop,False,0.025730411686586983,True,0.06213538610238531,True
321,Intel Core i5-760,219.0,4,2.8,2.8,95,,False,Lynnfield,Socket 1156,45,8.0,DDR3,,"Jul 18th, 2010",0.047477550306976334,Desktop,False,0.024236387782204515,True,0.05868342020780835,True
322,Intel Xeon E5-1650 V4,,6,3.6,4.0,140,,True,Broadwell-EP,Socket 2011-3,14,15.0,DDR4,"C612, X99","Jun 20th, 2016",0.25425506347090826,Unknown,True,0.18857901726427623,True,0.1984880389381753,True
323,Intel Xeon E5-2695 V2,369.99,12,2.4,3.2,115,,True,Ivy Bridge-EP,Socket 2011,22,30.0,DDR3,,"Sep 1st, 2013",0.24055583473530115,Unknown,True,0.17231075697211154,True,0.23645966377852187,True
324,Intel Xeon E5-2697 V3,,14,2.6,3.6,145,,True,Haswell-EP,Socket 2011-3,22,35.0,DDR4,"C612, X99","Sep 8th, 2014",0.28530227883501935,Unknown,True,0.22343957503320053,True,0.28133522040802234,True
325,Intel Core i7-4771,196.86,4,3.5,3.9,84,Intel HD Graphics 4600,True,Haswell,Socket 1150,22,8.0,DDR3,"Z87, H87, Z97, H97","Sep 1st, 2013",0.14525115252681944,Desktop,False,0.08333333333333333,True,0.10367979564361904,False
326,Intel Core i7-5775C,220.0,4,3.3,3.7,65,Iris Pro Graphics 6200,True,Broadwell,Socket 1150,14,6.0,DDR3,"Z97, H97","May 15th, 2015",0.16113526622823307,Desktop,False,0.0848273572377158,True,0.11909282336290516,True
327,Intel Core i7-3770S,183.0,4,3.1,3.1,65,Intel HD Graphics 4000,True,Ivy Bridge,Socket 1155,22,8.0,DDR3,,"Apr 29th, 2012",0.12567458323319275,Desktop,False,0.0695551128818061,True,0.10010701094273189,True
328,Intel Core i7-990X,1500.19,6,3.467,3.467,130,,True,Gulftown,Socket 1366,32,12.0,DDR3,,"Feb 24th, 2011",0.14662763005527757,Desktop,False,0.09827357237715803,True,0.13807863578307847,True
329,Intel Core i3-4370,96.95,2,3.8,3.8,54,Intel HD Graphics 4600,True,Haswell,Socket 1150,22,4.0,DDR3,,"Jul 21st, 2014",0.07387096069391946,Desktop,False,0.031706507304116865,True,0.055231454313231385,True
