name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,codename,socket,lithography,cache,supported_mem,supported_chipset,release_date,pmprice,cpuMark,category,passmarkPred,CPU ScoreMulti 15,cinePred,Blender Score,Number of Benchmarks
Intel Pentium Gold G6500,89.99,2,4.1,4.1,58,Intel UHD Graphics 630,True,Comet Lake,Socket 1200,14,4.0,DDR4,,"Apr 30th, 2020",96.99,4147.0,Desktop,False,397.0,True,25.0,0.0
Intel Core i7-930,271.69,4,2.8,2.8,130,,True,Bloomfield,Socket 1366,45,8.0,DDR3,,"Feb 28th, 2010",29.99,2877.0,Desktop,False,375.0,True,32.0,0.0
Intel Core i7-960,379.99,4,3.2,3.2,130,,True,Bloomfield,Socket 1366,45,8.0,DDR3,,"Oct 20th, 2009",298.61,3245.0,Desktop,False,384.0,True,35.0,0.0
AMD Phenom II X6 1100T BE,,6,3.3,3.3,125,,False,Thuban,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Dec 7th, 2010",,4346.0,,True,464.0,True,50.0,0.0
Intel Core i7-6700T,,4,2.8,3.6,35,Intel HD Graphics 530,True,Skylake,Socket 1151,14,8.0,DDR4,,"Sep 1st, 2015",299.0,7271.0,Desktop,False,663.0,False,57.29,1.0
Intel Xeon E-2278G,,8,3.4,5.0,80,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14,16.0,DDR4,"C242, C246","May 29th, 2019",494.0,17706.0,Server,False,2126.0,True,149.0,0.0
Intel Pentium G3420,62.25,2,3.2,3.2,54,Intel HD Graphics,False,Haswell,Socket 1150,22,3.0,DDR3,,"Sep 1st, 2013",49.95,1990.0,Desktop,False,312.0,True,8.0,0.0
AMD Ryzen 9 PRO 7945,,12,3.7,5.4,65,Radeon,True,Raphael,Socket AM5,5,64.0,DDR5,"X670E, X670, B650E, B650, A620","Jun 13th, 2023",,36992.0,,True,3684.0,True,299.0,0.0
Intel Pentium Gold G5400T,98.95,2,3.1,3.1,35,Intel UHD Graphics 610,True,Coffee Lake,Socket 1151,14,4.0,DDR4,,"Apr 2nd, 2018",109.95,3119.0,Server,False,346.0,True,16.0,0.0
Intel Core i3-9100T,,4,3.1,3.7,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14,6.0,DDR4,,"Sep 1st, 2018",122.0,5419.0,Desktop,False,515.0,True,39.0,0.0
Intel Core i5-3340,278.02,4,3.1,3.3,77,Intel HD Graphics 2500,False,Ivy Bridge,Socket G2 (988B),22,3.0,unknown,,"Jan 1st, 2013",195.0,4165.0,Desktop,False,393.0,True,34.0,0.0
AMD Phenom II X4 820,56.64,4,2.8,2.8,95,,False,Deneb,Socket AM3,45,4.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Sep 1st, 2009",69.95,2103.0,Desktop,False,342.0,True,22.0,0.0
Intel Core i3-3210,199.0,2,3.2,3.2,55,Intel HD Graphics 2500,True,Ivy Bridge,Socket 1155,22,3.0,DDR3,,"Jan 1st, 2013",70.0,2112.0,Desktop,False,311.0,True,11.0,0.0
Intel Xeon E3-1270 V3,420.0,4,3.5,3.9,80,,True,Haswell-WS,Socket 1150,22,8.0,"DDR3, DDR4",,"Jun 2nd, 2013",,6920.0,,True,698.0,True,56.0,0.0
Intel Core i5-4460S,,4,2.9,3.4,65,Intel HD Graphics 4000,False,Haswell,Socket 1150,22,6.0,DDR3,"Intel 80 Series, Intel 90 Series","May 11th, 2014",659.99,4503.0,Desktop,False,441.0,True,36.0,0.0
Intel Core i5-7400T,,4,2.4,3.0,35,Intel HD Graphics 630,False,Kaby Lake,Socket 1151,14,6.0,DDR4,,"Jan 3rd, 2017",174.85,4710.0,Desktop,False,459.0,True,34.0,0.0
Intel Core i5-3450S,95.0,4,2.8,2.8,65,Intel HD Graphics 2500,False,Ivy Bridge,Socket 1155,22,6.0,DDR3,,"Apr 29th, 2012",95.0,4264.0,Desktop,False,416.0,True,34.0,0.0
Intel Xeon E5-2690 V2,,10,3.0,3.6,130,,True,Ivy Bridge-EP,Socket 2011,22,25.0,DDR3,,"Sep 1st, 2013",,13159.0,,True,1323.0,True,131.0,0.0
Intel Core i9-7940X,,14,3.1,4.4,165,,True,Skylake-X,Socket 2066,14,19.25,DDR4,,"Sep 1st, 2017",548.87,26508.0,Desktop,False,2789.0,True,245.0,0.0
Intel Core i3-7320,80.01,2,4.1,4.1,51,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14,4.0,DDR4,,"Jan 3rd, 2017",177.19,4856.0,Desktop,False,447.0,False,39.05,1.0
Intel Core i9-9960X,1399.99,16,3.1,4.4,165,,True,Skylake-X,Socket 2066,14,22.0,DDR4,,"Oct 19th, 2018",1498.95,30655.0,Desktop,False,3269.0,True,283.0,0.0
Intel Xeon E5-2670 V2,,10,2.5,3.3,115,,True,Ivy Bridge-EP,Socket 2011,22,25.0,DDR3,,"Sep 1st, 2013",,11436.0,,True,1202.0,True,118.0,0.0
Intel Core i5-9500T,,6,2.2,3.7,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14,9.0,DDR4,"Z390, Z370, H370, Q370, B360, B365, H610","Apr 1st, 2018",192.0,8256.0,Desktop,False,760.0,True,68.0,0.0
Intel Xeon E3-1240 V2,345.0,4,3.4,3.4,69,,True,Ivy Bridge,Socket 1155,22,8.0,DDR3,,"May 14th, 2012",99.99,6301.0,Server,False,615.0,True,50.0,0.0
Intel Core i7-970,,6,3.2,3.2,130,,True,Gulftown,Socket 1366,32,12.0,DDR3,,"Jul 19th, 2010",520.0,6499.0,Desktop,False,734.0,True,42.61,1.0
Intel Core i5-6600T,294.98,4,2.7,3.5,35,Intel HD Graphics 530,False,Skylake,Socket 1151,14,6.0,,,"Jul 2nd, 2015",121.98,5655.0,Desktop,False,561.0,True,41.0,0.0
Intel Xeon E3-1240 V5,265.0,4,3.5,3.9,80,,True,Skylake-DT,Socket 1151,14,8.0,,,"Oct 19th, 2015",,7375.0,,True,709.0,True,59.0,0.0
Intel Core i3-8100T,,4,3.1,3.1,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14,6.0,,,"Apr 2nd, 2018",262.83,5291.0,Desktop,False,530.0,False,39.91,2.0
Intel Core i5-4590T,,4,2.0,2.0,35,Intel HD Graphics 4000,True,Haswell,Socket 1150,22,6.0,,,"May 11th, 2014",209.95,3982.0,Desktop,False,361.0,False,36.11,1.0
AMD Ryzen 5 PRO 7645,,6,3.8,5.1,65,Radeon,True,Raphael,Socket AM5,5,32.0,,,"Jun 13th, 2023",,20853.0,,True,2088.0,True,160.0,0.0
Intel Core i7-4790T,185.86,4,2.7,3.9,45,,True,Haswell,Socket 1150,22,8.0,,,"May 1st, 2014",893.0,6291.0,Desktop,False,623.0,True,48.0,0.0
Intel Xeon E5-2680 V3,,12,2.5,3.3,120,,True,Haswell-EP,Socket 2011-3,22,30.0,"DDR3, DDR4","C612, X99","Sep 8th, 2014",,11436.0,,True,1237.0,True,128.0,0.0
Intel Celeron G3920,495.09,2,2.6,2.6,35,Intel HD Graphics 510,False,Skylake,Socket 1151,14,4.0,"DDR3, DDR4",,"Sep 1st, 2015",1018.0,2310.0,Desktop,False,299.0,True,8.0,0.0
Intel Core i7-2600S,365.0,4,2.8,2.8,65,Intel HD Graphics 2000,True,Sandy Bridge,Socket 1155,32,8.0,DDR3,,"Jan 9th, 2011",284.0,4524.0,Desktop,False,437.0,True,37.0,0.0
Intel Xeon E3-1241 V3,298.0,4,3.5,3.9,80,,True,Haswell-WS,Socket 1150,22,8.0,DDR3,"C226, 8 Series, 9 Series","May 11th, 2014",,6920.0,,True,698.0,True,56.0,0.0
Intel Core i3-7100T,105.97,2,3.4,3.4,35,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14,3.0,DDR4,,"Jan 3rd, 2017",149.88,3787.0,Desktop,False,378.0,True,20.0,0.0
Intel Core i9-9940X,1205.04,14,3.3,4.4,165,,True,Skylake-X,Socket 2066,14,19.25,DDR4,,"Oct 19th, 2018",841.4,28411.0,Desktop,False,3063.0,True,258.0,0.0
Intel Core i3-550,99.99,2,3.2,3.2,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32,4.0,DDR3,"Intel H57, Intel H55, Intel P55","May 30th, 2010",18.46,1588.0,Desktop,False,218.0,True,9.0,0.0
Intel Core i3-2130,,2,3.4,3.4,65,Intel HD Graphics 2000,True,Sandy Bridge,Socket 1155,32,3.0,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Sep 4th, 2011",67.15,1986.0,Desktop,False,315.0,True,11.0,0.0
Intel Xeon E5-1620 V2,,4,3.7,3.9,130,,True,Ivy Bridge-E,Socket 2011,22,10.0,DDR3,,"Sep 10th, 2013",,6673.0,,True,697.0,True,59.0,0.0
Intel Core i5-5675C,,4,3.1,3.6,65,Iris Pro Graphics 6200,False,Broadwell,Socket 1150,14,4.0,DDR3,"Z97, H97","May 15th, 2015",258.34,5548.0,Desktop,False,542.0,True,43.0,0.0
Intel Core i5-2310,,4,2.9,2.9,95,Intel HD Graphics 2000,False,Sandy Bridge,Socket 1155,32,6.0,DDR3,,"May 22nd, 2011",77.74,3603.0,Desktop,False,372.0,True,32.0,0.0
Intel Xeon E5-1620,,4,3.6,3.8,130,,True,Sandy Bridge-E,Socket 2011,32,10.0,DDR3,,"Mar 6th, 2012",179.91,5871.0,Server,False,651.0,True,53.0,0.0
AMD Opteron 6378,,16,2.4,3.3,115,,False,Abu Dhabi,Socket G34,32,8.0,DDR3,,"Nov 5th, 2012",1709.92,5889.0,Server,False,850.0,True,107.0,0.0
Intel Core i9-9900X,,10,3.5,4.4,165,,True,Skylake-X,Socket 2066,14,19.25,DDR4,,"Oct 19th, 2018",654.99,21868.0,Desktop,False,2114.0,False,180.21,3.0
Intel Pentium G3460,54.49,2,3.5,3.5,53,Intel HD Graphics,False,Haswell,Socket 1150,22,3.0,DDR3,,"Jul 21st, 2014",65.41,2165.0,Desktop,False,316.0,True,9.0,0.0
AMD Phenom II X4 955 BE,,4,3.2,3.2,125,,False,Deneb,Socket AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Apr 23rd, 2009",,2508.0,,True,351.0,True,28.0,0.0
Intel Core i7-875K,205.86,4,2.93,2.93,95,,True,Lynnfield,Socket 1156,45,8.0,DDR3,"H55, H57, P55","May 30th, 2010",368.88,3119.0,Desktop,False,375.0,True,31.0,0.0
Intel Core i5-2550K,,4,3.4,3.4,95,,False,Sandy Bridge,Socket 1155,32,6.0,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Jan 30th, 2012",148.56,4123.0,Desktop,False,419.0,True,36.0,0.0
Intel Core i7-980,556.02,6,3.333,3.333,130,,True,Gulftown,Socket 1366,32,12.0,DDR3,,"Jun 26th, 2011",160.19,7018.0,Desktop,False,771.0,True,70.0,0.0
Intel Xeon E5-2620 V2,,6,2.1,2.6,80,,True,Ivy Bridge-EP,Socket 2011,22,15.0,DDR3,,"Sep 1st, 2013",,7520.0,,True,794.0,True,69.0,0.0
Intel Core i5-7600T,147.91,4,2.8,3.7,35,Intel HD Graphics 630,False,Kaby Lake,Socket 1151,14,6.0,DDR4,,"Jan 3rd, 2017",298.0,6073.0,Desktop,False,593.0,False,42.09,2.0
AMD Phenom II X4 945,,4,3.0,3.0,125,,False,Deneb,Socket AM3,45,6.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jul 22nd, 2009",27.5,2261.0,Desktop,False,342.0,True,26.0,0.0
Intel Core i5-4690S,,4,3.2,3.9,65,Intel HD Graphics 4600,False,Haswell,Socket 1150,22,6.0,DDR3,"Intel 80 Series, Intel 90 Series","May 1st, 2014",138.47,5380.0,Desktop,False,507.0,True,42.0,0.0
Intel Xeon E5-2667 V2,,8,3.3,4.0,130,,True,Ivy Bridge-EP,Socket 2011,22,20.0,DDR3,,"Sep 1st, 2013",,13012.0,,True,1319.0,True,121.0,0.0
Intel Pentium Gold G6600,66.0,2,4.2,4.2,58,Intel UHD Graphics 630,True,Comet Lake,Socket 1200,14,4.0,DDR4,,"Apr 30th, 2020",107.35,4396.0,Desktop,False,440.0,True,27.0,0.0
Intel Core i3-4330,96.95,2,3.5,3.5,54,Intel HD Graphics 4600,True,Haswell,Socket 1150,22,4.0,DDR3,,"Sep 1st, 2013",123.37,3539.0,Desktop,False,351.0,False,36.41,1.0
AMD Phenom II X6 1045T,,6,2.7,2.7,95,,False,Thuban,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Sep 1st, 2010",45.0,3034.0,Desktop,False,403.0,True,38.0,0.0
Intel Celeron G5920,59.97,2,3.5,3.5,58,Intel UHD Graphics 610,False,Comet Lake,Socket 1200,14,2.0,DDR4,,"Apr 30th, 2020",61.99,2482.0,Desktop,False,316.0,True,12.0,0.0
Intel Core i3-560,129.94,2,3.333,3.333,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32,4.0,DDR3,"Intel H57, Intel H55, Intel P55","Aug 29th, 2010",36.97,1696.0,Desktop,False,220.0,True,10.0,0.0
Intel Xeon E3-1260L V5,,4,2.9,3.9,45,,True,Skylake-DT,Socket 1151,14,8.0,"DDR3, DDR4",,"Oct 19th, 2015",,7163.0,,True,705.0,True,54.0,0.0
Intel Xeon E3-1225 V3,381.02,4,3.2,3.6,84,Intel HD Graphics P4600,False,Haswell-WS,Socket 1150,22,8.0,DDR3,"C226, 8 Series, 9 Series","Jun 2nd, 2013",,4970.0,,True,464.0,True,41.0,0.0
Intel Xeon E-2236,435.0,6,3.4,4.8,80,,True,Coffee Lake-S WS,Socket 1151,14,12.0,DDR4,"C242, C246","May 29th, 2019",327.31,14307.0,Server,False,1574.0,True,116.0,0.0
Intel Pentium G620,,2,2.6,2.6,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,3.0,DDR3,,"May 22nd, 2011",11.99,1207.0,Desktop,False,206.0,True,3.0,0.0
Intel Xeon E3-1240L V5,,4,2.1,3.2,25,,True,Skylake-DT,Socket 1151,14,8.0,"DDR3, DDR4",,"Oct 19th, 2015",,6063.0,,True,613.0,True,44.0,0.0
Intel Core i5-3570S,,4,3.1,3.8,65,Intel HD Graphics 2500,False,Ivy Bridge,Socket 1155,22,6.0,DDR3,,"Jun 1st, 2012",66.9,4620.0,Desktop,False,446.0,True,34.16,1.0
Intel Xeon E-2288G,,8,3.7,5.0,95,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14,16.0,DDR4,"C242, C246","May 29th, 2019",539.0,17313.0,Server,False,2124.0,True,148.0,0.0
Intel Xeon E5-2630 V2,,6,2.6,3.1,80,,True,Ivy Bridge-EP,Socket 2011,22,15.0,DDR3,,"Sep 1st, 2013",,8031.0,,True,839.0,True,73.0,0.0
Intel Xeon E5-2660 V2,,10,2.2,3.0,95,,True,Ivy Bridge-EP,Socket 2011,22,25.0,DDR3,,"Sep 1st, 2013",,10689.0,,True,1201.0,True,111.0,0.0
Intel Core i3-6100T,289.95,2,3.2,3.2,35,Intel HD Graphics 530,True,Skylake,Socket 1151,14,3.0,"DDR3, DDR4",,"Sep 1st, 2015",999.0,3617.0,Desktop,False,339.0,False,21.51,1.0
Intel Core i3-2120T,,2,2.6,2.6,35,Intel HD Graphics 2000,True,Sandy Bridge,Socket 1155,32,3.0,DDR3,"Z77, Z75, Q77, H77, Q75, B75, Z68, P67, H67, Q67, B65, H61","Sep 4th, 2011",133.89,1486.0,Desktop,False,204.0,True,4.0,0.0
Intel Xeon E3-1270 V2,,4,3.5,3.5,69,,True,Ivy Bridge,Socket 1155,22,8.0,DDR3,,"May 14th, 2012",84.99,6431.0,Server,False,661.0,True,51.0,0.0
Intel Xeon E3-1265L V3,398.95,4,2.5,3.7,45,Intel HD Graphics,True,Haswell-WS,Socket 1150,22,8.0,"DDR3, DDR4",,"Jun 2nd, 2013",,6593.0,,True,622.0,True,50.0,0.0
Intel Core i3-6320,106.6,2,3.9,3.9,51,Intel HD Graphics 530,True,Skylake,Socket 1151,14,4.0,DDR4,,"Sep 1st, 2015",145.0,4372.0,Desktop,False,428.0,True,26.0,0.0
Intel Core i3-4340,94.88,2,3.6,3.6,54,Intel HD Graphics 4600,True,Haswell,Socket 1150,22,4.0,DDR3,,"Sep 1st, 2013",149.99,3506.0,Desktop,False,349.0,True,20.0,0.0
Intel Xeon E5-2650L V2,,10,1.7,2.1,70,,True,Ivy Bridge-EP,Socket 2011,22,25.0,DDR3,,"Sep 1st, 2013",,9893.0,,True,1095.0,True,103.0,0.0
Intel Pentium G3250,65.72,2,3.2,3.2,53,Intel HD Graphics,False,Haswell,Socket 1150,22,3.0,DDR3,,"Jul 21st, 2014",75.0,1928.0,Desktop,False,217.0,True,7.0,0.0
Intel Core i3-540,149.94,2,3.06,3.06,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32,4.0,DDR3,"Intel H57, Intel H55, Intel P55","Jan 7th, 2010",179.95,1516.0,Desktop,False,218.0,True,8.0,0.0
Intel Core i7-975,,4,3.33,3.33,130,,True,Bloomfield,Socket 1366,45,8.0,DDR3,,"Jun 2nd, 2009",770.0,3370.0,Desktop,False,389.0,True,36.0,0.0
Intel Xeon E5-2690,,8,2.9,3.8,135,,True,Sandy Bridge-EP,Socket 2011,32,20.0,DDR3,,"Mar 6th, 2012",135.4,9832.0,Server,False,1116.0,True,65.44,1.0
Intel Core i7-9700T,,8,2.0,4.3,35,Intel HD Graphics 630,False,Coffee Lake,Socket 1151,14,12.0,DDR4,,"Apr 23rd, 2019",323.0,10736.0,Desktop,False,1155.0,True,95.0,0.0
Intel Core i9-9920X,,12,3.5,4.4,165,,True,Skylake-X,Socket 2066,14,19.25,DDR4,,"Oct 19th, 2018",999.0,25291.0,Desktop,False,2678.0,True,228.0,0.0
Intel Xeon E-2286G,1427.23,6,4.0,4.9,95,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14,12.0,DDR4,"C242, C246","May 29th, 2019",551.26,14384.0,Server,False,1506.0,True,129.58,1.0
Intel Xeon E3-1220 V2,,4,3.1,3.1,69,,False,Ivy Bridge,Socket 1155,22,8.0,DDR3,,"May 14th, 2012",93.0,4691.0,Server,False,463.0,True,28.54,1.0
Intel Xeon E3-1275 V2,374.0,4,3.5,3.5,77,Intel HD Graphics P4000,True,Ivy Bridge,Socket 1155,22,8.0,DDR3,,"May 14th, 2012",384.24,6613.0,Server,False,649.0,True,53.0,0.0
Intel Xeon E3-1270 V5,,4,3.6,4.0,80,,True,Skylake-DT,Socket 1151,14,8.0,"DDR3, DDR4",,"Oct 19th, 2015",,7375.0,,True,709.0,True,59.0,0.0
Intel Core i5-3330S,229.95,4,2.7,3.2,65,Intel HD Graphics 2500,False,Ivy Bridge,Socket 1155,22,6.0,DDR3,,"Sep 3rd, 2012",199.95,3810.0,Desktop,False,383.0,True,31.0,0.0
Intel Xeon E-2104G,336.75,4,3.2,3.2,65,Intel HD Graphics P630,False,Coffee Lake-S WS,Socket 1151,14,8.0,DDR4,"C242, C246","Jul 12th, 2018",510.0,6057.0,Server,False,595.0,True,46.0,0.0
Intel Xeon E-2274G,567.99,4,4.0,4.9,83,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14,8.0,DDR4,"C242, C246","May 29th, 2019",334.0,9660.0,Server,False,983.0,True,75.0,0.0
Intel Core i3-3225,,2,3.3,3.3,55,Intel HD Graphics 4000,True,Ivy Bridge,Socket 1155,22,3.0,DDR3,,"Sep 3rd, 2012",200.0,2222.0,Desktop,False,312.0,True,12.0,0.0
AMD FX-4130,,4,3.8,3.8,125,,False,Zambezi,Socket AM3+,32,8.0,,,"Aug 27th, 2012",,4486.0,,True,453.0,True,41.0,0.0
Intel Xeon E5-2687W,,8,3.1,3.8,150,,True,Sandy Bridge-EP,Socket 2011,32,20.0,,,"Mar 6th, 2012",192.0,9796.0,Server,False,1116.0,True,101.0,0.0
Intel Xeon E5-1650,,6,3.2,3.8,130,,True,Sandy Bridge-E,Socket 2011,32,12.0,,,"Mar 6th, 2012",112.0,8113.0,Server,False,906.0,True,54.02,3.0
Intel Xeon E5-2650L,189.95,8,1.8,2.3,70,,True,Sandy Bridge-EP,Socket 2011,32,20.0,,,"Mar 6th, 2012",49.0,5929.0,Server,False,755.0,True,66.0,0.0
Intel Pentium G4620,,2,3.7,3.7,51,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14,3.0,,,"Jan 3rd, 2017",146.0,3777.0,Desktop,False,380.0,True,22.0,0.0
Intel Core i3-7300,,2,4.0,4.0,51,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14,4.0,,,"Jan 3rd, 2017",299.99,4703.0,Desktop,False,461.0,True,29.0,0.0
Intel Core i5-8600T,,6,2.3,3.7,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14,9.0,,,"Apr 2nd, 2018",199.99,8227.0,Desktop,False,760.0,True,68.0,0.0
Intel Core i3-2105,,2,3.1,3.1,65,Intel HD Graphics 3000,True,Sandy Bridge,Socket 1155,32,3.0,,,"May 22nd, 2011",113.0,1871.0,Desktop,False,218.0,True,10.0,0.0
Intel Xeon E3-1225 V5,295.0,4,3.3,3.7,80,Intel HD Graphics P530,False,Skylake-DT,Socket 1151,14,8.0,,,"Oct 19th, 2015",,6128.0,,True,596.0,True,48.0,0.0
Intel Pentium G630,,2,2.7,2.7,65,Intel HD Graphics,False,Sandy Bridge,Socket 1155,32,3.0,,,"Sep 4th, 2011",14.99,1277.0,Desktop,False,206.0,True,4.0,0.0
Intel Celeron G1620,,2,2.7,2.7,55,Intel HD Graphics,False,Ivy Bridge,Socket 1155,22,2.0,,,"Dec 3rd, 2012",70.27,1466.0,Desktop,False,204.0,True,4.0,0.0
Intel Xeon E3-1240 V3,,4,3.4,3.8,80,,True,Haswell-WS,Socket 1150,22,8.0,,,"Jun 2nd, 2013",,6668.0,,True,669.0,True,54.0,0.0
Intel Xeon E5-4650,,8,2.7,3.3,130,,True,Sandy Bridge-EP,Socket 2011,32,20.0,,,"May 14th, 2012",78.19,8630.0,Server,False,945.0,True,91.0,0.0
Intel Xeon E5-2650 V3,,10,2.3,3.0,105,,True,Haswell-EP,Socket 2011-3,22,25.0,,,"Sep 8th, 2014",,10713.0,,True,1198.0,True,112.0,0.0
Intel Core i3-10325,,4,3.9,4.7,65,Intel UHD Graphics 630,True,Comet Lake-R,Socket 1200,14,8.0,,,"Mar 16th, 2021",154.0,10308.0,Desktop,False,1100.0,True,78.0,0.0
AMD Ryzen 7 PRO 7745,,8,3.8,5.3,65,Radeon,True,Raphael,Socket AM5,5,32.0,DDR5,"X670E, X670, B650E, B650, A620","Jun 13th, 2023",,28665.0,,True,3013.0,True,223.0,0.0
Intel Core i7-965,798.95,4,3.2,3.2,130,,True,Bloomfield,Socket 1366,45,8.0,DDR3,,"Nov 17th, 2008",90.97,3288.0,Desktop,False,384.0,True,35.0,0.0
AMD Phenom II X4 925,,4,2.8,2.8,95,,False,Deneb,Socket AM3,45,6.0,DDR2,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","May 11th, 2009",21.0,2173.0,Desktop,False,342.0,True,22.0,0.0
AMD Phenom II X4 940 BE,,4,3.0,3.0,125,,False,Deneb,Socket AM2+,45,6.0,DDR2,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 8th, 2009",,2120.0,,True,342.0,True,25.0,0.0
Intel Core i7-3770T,,4,2.5,3.7,45,Intel HD Graphics 4000,True,Ivy Bridge,Socket 1155,22,8.0,DDR3,,"Apr 29th, 2012",156.59,5573.0,Desktop,False,555.0,True,43.0,0.0
Intel Xeon E5-2620,58.0,6,2.0,2.0,95,,True,Sandy Bridge-EP,Socket 2011,32,15.0,,,"Mar 6th, 2012",75.65,5280.0,Server,False,593.0,True,35.42,1.0
AMD FX-6200,,6,3.8,3.8,125,,False,Zambezi,Socket AM3+,32,8.0,DDR3,,"Feb 27th, 2012",,6936.0,,True,726.0,True,68.0,0.0
Intel Core i3-4360,,2,3.7,3.7,54,Intel HD Graphics 4600,True,Haswell,Socket 1150,22,4.0,DDR3,,"May 1st, 2014",199.88,3688.0,Desktop,False,380.0,True,22.0,0.0
AMD FX-8370E,,8,3.3,4.3,95,,False,Vishera,Socket AM3+,32,8.0,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Sep 2nd, 2014",,7189.0,,True,790.0,True,76.0,0.0
Intel Core i5-4670S,533.0,4,3.1,3.8,65,Intel HD Graphics 4600,False,Haswell,Socket 1150,22,6.0,DDR3,,"Jun 2nd, 2013",213.0,4919.0,Desktop,False,467.0,True,39.0,0.0
Intel Pentium G4560T,79.98,2,2.9,2.9,35,Intel HD Graphics 610,True,Kaby Lake,Socket 1151,14,3.0,DDR4,,"Jan 3rd, 2017",231.9,2909.0,Desktop,False,333.0,True,14.0,0.0
Intel Pentium Gold G5600,,2,3.9,3.9,54,Intel UHD Graphics 630,True,Coffee Lake,Socket 1151,14,4.0,DDR4,,"Apr 2nd, 2018",158.0,3769.0,Desktop,False,387.0,True,22.0,0.0
Intel Core i5-9400T,,6,1.8,3.4,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14,9.0,DDR4,,"Sep 1st, 2018",182.0,7819.0,Desktop,False,710.0,False,61.59,2.0
Intel Core i3-3220T,138.0,2,2.8,2.8,35,Intel HD Graphics 2500,True,Ivy Bridge,Socket 1155,22,3.0,DDR3,,"Sep 3rd, 2012",39.99,1949.0,Desktop,False,204.0,True,8.0,0.0
AMD Phenom II X2 555 BE,,2,3.2,3.2,80,,False,Callisto,Socket AM3,45,6.0,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Jan 25th, 2010",,1265.0,,True,219.0,True,5.0,0.0
Intel Core i5-660,255.29,2,3.33,3.33,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32,4.0,DDR3,"Intel H57, Intel H55, Intel P55","Jan 7th, 2010",69.0,2352.0,Desktop,False,315.0,True,14.0,0.0
Intel Core i7-880,,4,3.06,3.06,95,,True,Lynnfield,Socket 1156,45,8.0,DDR3,,"May 30th, 2010",338.97,2920.0,Desktop,False,384.0,True,29.0,0.0
Intel Xeon E3-1220,115.01,4,3.1,3.1,80,,False,Sandy Bridge,Socket 1155,32,8.0,DDR3,,"Apr 3rd, 2011",40.26,3855.0,Server,False,384.0,True,33.0,0.0
Intel Xeon E3-1230,417.95,4,3.2,3.2,80,,True,Sandy Bridge,Socket 1155,32,8.0,DDR3,,"Apr 3rd, 2011",270.19,5006.0,Server,False,480.0,True,42.0,0.0
Intel Xeon E5-2687W V2,,8,3.4,4.0,150,,True,Ivy Bridge-EP,Socket 2011,22,20.0,DDR3,,"Sep 1st, 2013",,12878.0,,True,1319.0,True,122.0,0.0
Intel Celeron G1840,,2,2.8,2.8,53,Intel HD Graphics,False,Haswell,Socket 1150,22,3.0,DDR3,,"May 1st, 2014",69.0,1758.0,Desktop,False,204.0,True,6.0,0.0
Intel Pentium G3450,,2,3.4,3.4,53,Intel HD Graphics,False,Haswell,Socket 1150,22,3.0,DDR3,,"May 1st, 2014",57.97,2091.0,Desktop,False,314.0,True,9.0,0.0
