name,price,core_count,core_clock,boost_clock,tdp,graphics,smt,codename,socket,lithography,cache,supported_mem,supported_chipset,release_date,pmprice,cpuMark,threadMark,category
AMD A6-9500,89.95,2,3.5,3.8,65,Radeon R5 (on die),False,Bristol Ridge,Socket AM4,28 nm,,DDR4,"X370, B350, A320","Sep 5th, 2016",75.42,1864.0,1618.0,Desktop
Intel Core i3-530,50.0,2,2.93,2.93,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32 nm,4 MB,DDR3,"Intel H57, Intel H55, Intel P55","Jan 7th, 2010",115.19,1449.0,1176.0,Desktop
AMD A8-7600,,4,3.1,3.8,65,Radeon R7 (on-die),False,Kaveri,Socket FM2+,28 nm,,DDR3,"A88X, A85X, A78, A75, A68H","Jul 31st, 2014",,,,
Intel Core i5-9600,235.0,6,3.1,4.6,65,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,9 MB,DDR4,,"Oct 19th, 2018",256.55,10369.0,2751.0,Desktop
AMD Athlon II X4 640,57.01,4,3.0,3.0,95,,False,Propus,Socket AM3,45 nm,,DDR3,,"May 11th, 2010",19.99,2171.0,1203.0,Desktop
Intel Core i7-4960X,1000.0,6,3.6,4.0,130,,True,Ivy Bridge-E,Socket 2011,22 nm,15 MB,DDR3,,"Sep 3rd, 2013",1250.0,9906.0,2078.0,Desktop
AMD Phenom II X6 1090T BE,249.98,6,3.2,3.2,125,,False,Thuban,Socket AM3,45 nm,6 MB,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Apr 27th, 2010",,,,
Intel Core i7-8700T,328.0,6,2.4,4.0,35,Intel UHD Graphics 630,True,Coffee Lake,Socket 1151,14 nm,12 MB,DDR4,,"Apr 2nd, 2018",343.02,10431.0,2366.0,Desktop
Intel Xeon E3-1231 V3,,4,3.4,3.8,80,,True,Haswell-WS,Socket 1150,22 nm,8 MB,DDR3,"C226, 8 Series, 9 Series","May 11th, 2014",,,,
Intel Xeon E3-1230 V5,298.95,4,3.4,3.8,80,,True,Skylake-DT,Socket 1151,14 nm,8 MB,"DDR3, DDR4",,"Oct 19th, 2015",,,,
Intel Pentium G2020,94.79,2,2.9,2.9,55,Intel HD Graphics,False,Ivy Bridge,Socket 1155,22 nm,3 MB,DDR3,,"Jan 21st, 2013",50.0,1684.0,1566.0,Desktop
Intel Core i7-9800X,449.2,8,3.8,4.5,165,,True,Skylake-X,Socket 2066,14 nm,16.5 MB,DDR4,,"Oct 19th, 2018",650.0,18240.0,2595.0,Desktop
Intel Core i3-10100T,,4,3.0,3.8,35,Intel UHD Graphics 630,True,,,,,,,,,,,
AMD A12-9800,160.0,4,3.8,4.2,65,Radeon R7 (on-die),False,Bristol Ridge,Socket AM4,28 nm,,DDR4,"X370, B350, A320","Jul 27th, 2017",124.85,3447.0,1607.0,Desktop
Intel Pentium G3258,88.86,2,3.2,3.2,53,Intel HD Graphics,False,Haswell,Socket 1150,22 nm,3 MB,DDR3,"H81, B85, H87, Z87, H97, Z97","Jun 2nd, 2014",32.66,2091.0,1863.0,Desktop
AMD 5350,120.0,4,2.05,2.05,25,Radeon HD 8400,False,Richland,Socket FS1r2,32 nm,,DDR3,,"Jun 1st, 2013",,,,
Intel Xeon E5-1620 V3,69.5,4,3.5,3.6,140,,True,Haswell-EP,Socket 2011-3,22 nm,10 MB,DDR4,"C612, X99","Sep 8th, 2014",,,,
Intel Core i5-3550,335.0,4,3.3,3.3,77,Intel HD Graphics 2500,False,Ivy Bridge,Socket 1155,22 nm,6 MB,DDR3,,"Apr 29th, 2012",335.31,4783.0,1997.0,Desktop
AMD A8-9600,,4,3.1,3.4,65,Radeon R7 (on-die),False,Bristol Ridge,Socket AM4,28 nm,,DDR4,"X370, B350, A320","Jul 27th, 2017",98.99,3291.0,1486.0,Desktop
Intel Core i5-8500T,,6,2.1,3.5,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,9 MB,DDR4,,"Apr 2nd, 2018",247.53,7699.0,2045.0,Desktop
Intel Core i5-7640X,148.63,4,4.0,4.2,112,,False,Kaby Lake-X,Socket 2066,14 nm,6 MB,DDR4,,"Jun 26th, 2017",65.0,6675.0,2511.0,Desktop
Intel Core i7-870,,4,2.93,2.93,95,,True,Lynnfield,Socket 1156,45 nm,8 MB,DDR3,,"Sep 8th, 2009",199.88,3074.0,1392.0,Desktop
Intel Core i5-9500F,,6,3.0,4.4,65,,False,Coffee Lake,Socket 1151,14 nm,9 MB,DDR4,,"Apr 23rd, 2019",182.0,10330.0,2676.0,Desktop
AMD A10-7800,,4,3.5,3.9,65,Radeon R7 (on-die),False,Kaveri,Socket FM2+,28 nm,,DDR3,"A88X, A85X, A78, A75, A68H","Jul 31st, 2014",,,,
Intel Xeon E5-2667 V3,981.57,8,3.2,3.6,135,,True,Haswell-EP,Socket 2011-3,22 nm,20 MB,DDR4,"C612, X99","Sep 8th, 2014",,,,
Intel Xeon E5-4620,50.0,8,2.2,2.6,95,,True,Sandy Bridge-EP,Socket 2011,32 nm,16 MB,DDR3,,"May 14th, 2012",71.96,6830.0,1239.0,Server
Intel Core i5-3450,245.33,4,3.1,3.1,77,Intel HD Graphics 2500,False,Ivy Bridge,Socket 1155,22 nm,6 MB,DDR3,,"Apr 29th, 2012",239.95,4497.0,1887.0,Desktop
Intel Core i5-2380P,,4,3.1,3.1,95,,False,Sandy Bridge,Socket 1155,32 nm,6 MB,DDR3,,"Jan 30th, 2012",77.74,3797.0,1607.0,Desktop
Intel Core i3-3240,116.69,2,3.4,3.4,55,Intel HD Graphics 2500,True,Ivy Bridge,Socket 1155,22 nm,3 MB,DDR3,,"Sep 3rd, 2012",42.17,2287.0,1805.0,Desktop
Intel Core i7-980X,153.64,6,3.33,3.33,130,,True,Gulftown,Socket 1366,32 nm,12 MB,DDR3,,"Mar 16th, 2010",144.62,6813.0,1532.0,Desktop
AMD FX-4350,122.96,4,4.2,4.2,125,,False,Vishera,Socket AM3+,32 nm,8 MB,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Apr 29th, 2013",,,,
Intel Xeon E3-1220 V3,90.0,4,3.1,3.5,80,,False,Haswell-WS,Socket 1150,22 nm,8 MB,DDR3,"C226, 8 Series, 9 Series","Jun 2nd, 2013",,,,
Intel Core i7-950,113.69,4,3.06,3.06,130,,True,Bloomfield,Socket 1366,45 nm,8 MB,DDR3,,"Jun 2nd, 2009",264.88,3154.0,1394.0,Desktop
Intel Core i7-4770S,150.61,4,3.1,3.1,65,Intel HD Graphics 4600,True,Haswell,Socket 1150,22 nm,8 MB,DDR3,"Z87, H87, Z97, H97","Jun 2nd, 2013",1270.0,6819.0,2148.0,Desktop
Intel Core i3-6300,89.01,2,3.8,3.8,51,Intel HD Graphics 530,True,Skylake,Socket 1151,14 nm,4 MB,DDR4,,"Sep 1st, 2015",163.49,4386.0,2295.0,Desktop
Intel Xeon E5-1650 V3,148.51,6,3.5,3.8,140,,True,Haswell-EP,Socket 2011-3,22 nm,15 MB,DDR4,"C612, X99","Sep 8th, 2014",,,,
AMD A10-6800K,,4,4.1,4.1,100,Radeon HD 8670D,False,Richland,Socket FM2,32 nm,,DDR3,"A88X, A85X, A78, A75, A68H, A55","Jun 1st, 2013",,,,
Intel Xeon E5-1630 V4,499.95,4,3.7,4.0,140,,True,Broadwell-EP,Socket 2011-3,14 nm,10 MB,DDR4,"C612, X99","Jun 20th, 2016",,,,
Intel Core i5-650,,2,3.2,3.2,73,Intel HD Graphics,True,Clarkdale,Socket 1156,32 nm,4 MB,DDR3,"Intel H57, Intel H55, Intel P55","Jan 7th, 2010",33.98,2215.0,1386.0,Desktop
AMD A10-5800K,,4,3.8,3.8,100,Radeon HD 7660D,False,Trinity,Socket FM2,32 nm,,DDR3,"A88X, A85X, A78, A75, A68H, A55","Oct 2nd, 2012",,,,
Intel Xeon E5-2640 V3,112.0,8,2.6,3.4,90,,True,Haswell-EP,Socket 2011-3,22 nm,20 MB,DDR4,"C612, X99","Sep 8th, 2014",,,,
Intel Xeon E3-1230 V2,271.85,4,3.3,3.3,69,,True,Ivy Bridge,Socket 1155,22 nm,8 MB,DDR3,,"May 14th, 2012",61.97,6192.0,1994.0,Server
Intel Core 2 Quad Q9650,,4,3.0,3.0,95,,False,Yorkfield,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Aug 10th, 2008",,,,
AMD Athlon 240GE,104.39,2,3.5,3.5,35,Radeon Vega 3,True,Zen,Socket AM4,14 nm,4 MB,DDR4,"AMD 300 Series, AMD 400 Series","Dec 21st, 2018",138.0,4551.0,1986.0,Desktop
Intel Xeon E5-2660 V3,142.62,10,2.6,3.3,105,,True,Haswell-EP,Socket 2011-3,22 nm,25 MB,DDR4,"C612, X99","Sep 8th, 2014",,,,
Intel Core 2 Duo E8500,,2,3.16,3.16,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Jan 1st, 2008",,,,
Intel Xeon E5-2650 V2,,8,2.6,3.4,95,,True,Ivy Bridge-EP,Socket 2011,22 nm,20 MB,DDR3,,"Sep 1st, 2013",,,,
Intel Celeron G4920,79.95,2,3.2,3.2,65,Intel UHD Graphics 610,False,Coffee Lake,Socket 1151,14 nm,6 MB,DDR4,,"Apr 3rd, 2018",212.73,2406.0,1965.0,Desktop
Intel Core i5-2320,255.39,4,3.0,3.0,95,Intel HD Graphics 2000,False,Sandy Bridge,Socket 1155,32 nm,6 MB,DDR3,,"Sep 4th, 2011",303.5,3632.0,1512.0,Desktop
Intel Core i5-3350P,,4,3.1,3.1,69,,False,Ivy Bridge,Socket 1155,22 nm,6 MB,DDR3,,"Sep 3rd, 2012",165.0,4237.0,1783.0,Desktop
Intel Core i5-4590S,,4,3.0,3.7,65,Intel HD Graphics 4000,False,Haswell,Socket 1150,22 nm,6 MB,DDR3,,"May 1st, 2014",260.0,5095.0,2052.0,Desktop
Intel Celeron G3930,55.0,2,2.9,2.9,51,Intel HD Graphics 610,False,Kaby Lake,Socket 1151,14 nm,2 MB,DDR4,,"Jan 3rd, 2017",179.88,2270.0,1794.0,Desktop
Intel Core i5-750,102.0,4,2.66,2.66,95,,False,Lynnfield,Socket 1156,45 nm,8 MB,DDR3,,"Sep 8th, 2009",200.0,2495.0,1242.0,Desktop
Intel Xeon E5-1660 V3,398.95,8,3.0,3.5,140,,True,Haswell-EP,Socket 2011-3,22 nm,20 MB,DDR4,"C612, X99","Sep 8th, 2014",,,,
AMD Phenom II X4 955,,4,3.2,3.2,125,,False,Deneb,Socket AM3,45 nm,6 MB,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Apr 1st, 2009",176.18,2432.0,1304.0,Desktop
AMD Athlon II 160u,,1,1.8,1.8,20,,False,,,,,,,,29.99,358.0,717.0,Desktop
Intel Core i5-760,219.0,4,2.8,2.8,95,,False,Lynnfield,Socket 1156,45 nm,8 MB,DDR3,,"Jul 18th, 2010",265.0,2599.0,1309.0,Desktop
Intel Xeon E5-1650 V4,,6,3.6,4.0,140,,True,Broadwell-EP,Socket 2011-3,14 nm,15 MB,DDR4,"C612, X99","Jun 20th, 2016",,,,
Intel Xeon E5-2695 V2,369.99,12,2.4,3.2,115,,True,Ivy Bridge-EP,Socket 2011,22 nm,30 MB,DDR3,,"Sep 1st, 2013",,,,
Intel Xeon E5-2697 V3,,14,2.6,3.6,145,,True,Haswell-EP,Socket 2011-3,22 nm,35 MB,DDR4,"C612, X99","Sep 8th, 2014",,,,
Intel Core i7-4771,,4,3.5,3.9,84,Intel HD Graphics 4600,True,Haswell,Socket 1150,22 nm,8 MB,DDR3,"Z87, H87, Z97, H97","Sep 1st, 2013",196.86,7074.0,2190.0,Desktop
Intel Core i7-5775C,220.0,4,3.3,3.7,65,Iris Pro Graphics 6200,True,Broadwell,Socket 1150,14 nm,6 MB,DDR3,"Z97, H97","May 15th, 2015",174.95,7801.0,2318.0,Desktop
Intel Core i7-3770S,183.0,4,3.1,3.1,65,Intel HD Graphics 4000,True,Ivy Bridge,Socket 1155,22 nm,8 MB,DDR3,,"Apr 29th, 2012",114.0,6178.0,2034.0,Desktop
Intel Core i7-990X,,6,3.467,3.467,130,,True,Gulftown,Socket 1366,32 nm,12 MB,DDR3,,"Feb 24th, 2011",1500.19,7137.0,1600.0,Desktop
Intel Pentium E5700,,2,3.0,3.0,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Aug 8th, 2010",49.99,1017.0,1169.0,Desktop
Intel Core i3-4370,96.95,2,3.8,3.8,54,Intel HD Graphics 4600,True,Haswell,Socket 1150,22 nm,4 MB,DDR3,,"Jul 21st, 2014",299.0,3807.0,2126.0,Desktop
Intel Xeon E3-1245 V5,,4,3.5,3.9,80,Intel HD Graphics P530,True,Skylake-DT,Socket 1151,14 nm,8 MB,"DDR3, DDR4",,"Oct 19th, 2015",,,,
Intel Pentium E2200,,2,2.2,2.2,65,,False,Allendale,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Dec 2nd, 2007",54.0,752.0,841.0,Desktop
Intel Xeon E5-2630 V3,,8,2.4,3.2,85,,True,Haswell-EP,Socket 2011-3,22 nm,20 MB,DDR4,"C612, X99","Sep 8th, 2014",,,,
Intel Pentium G4600,,2,3.6,3.6,51,Intel HD Graphics 630,True,Kaby Lake,Socket 1151,14 nm,3 MB,DDR4,,"Jan 3rd, 2017",104.94,3605.0,2186.0,Desktop
Intel Core i9-9900T,,8,2.1,4.4,35,Intel UHD Graphics 630,True,Coffee Lake-R,Socket 1151,14 nm,16 MB,DDR4,,"Apr 23rd, 2019",439.0,13947.0,2505.0,Desktop
Intel Core i7-940,78.67,4,2.93,2.93,130,,True,Bloomfield,Socket 1366,45 nm,8 MB,DDR3,,"Nov 17th, 2008",49.0,3066.0,1345.0,Desktop
Intel Core i5-6500T,,4,2.5,3.1,35,Intel HD Graphics 530,False,Skylake,Socket 1151,14 nm,6 MB,"DDR3, DDR4","Intel 100 Series, Intel 200 Series","Jul 2nd, 2015",221.52,4845.0,1831.0,Desktop
Intel Core 2 Extreme QX6800,998.95,4,2.93,2.93,100,,False,Kentsfield,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Apr 9th, 2007",,,,
Intel Xeon E5-1660 V2,504.07,6,3.7,4.0,130,,True,Ivy Bridge-E,Socket 2011,22 nm,15 MB,DDR3,"C602, X79","Sep 10th, 2013",,,,
AMD FX-4100,,4,3.6,3.6,95,,False,Zambezi,Socket AM3+,32 nm,8 MB,DDR3,,"Oct 12th, 2011",,,,
Intel Core i5-3470S,,4,2.9,2.9,65,Intel HD Graphics 2500,False,Ivy Bridge,Socket 1155,22 nm,6 MB,DDR3,,"Jun 1st, 2012",69.0,4353.0,1900.0,Desktop
Intel Pentium G3220,,2,3.0,3.0,54,Intel HD Graphics,False,Haswell,Socket 1150,22 nm,3 MB,DDR3,,"Sep 1st, 2013",64.8,1849.0,1695.0,Desktop
Intel Pentium G2030,,2,3.0,3.0,55,Intel HD Graphics,False,,,,,,,,29.0,1711.0,1599.0,Desktop
AMD A10-7890K,,4,4.1,4.3,95,Radeon R7 (on-die),False,Godaveri,Socket FM2+,28 nm,,DDR3,"A88X, A85X, A78, A75, A68H","Jan 11th, 2016",161.99,3477.0,1566.0,Desktop
Intel Core i3-10320,159.18,4,3.8,4.6,65,Intel UHD Graphics 630,True,Comet Lake,Socket 1200,14 nm,8 MB,DDR4,,"Apr 30th, 2020",133.95,10115.0,2848.0,Desktop
Intel Xeon E-2136,399.99,6,3.3,4.5,80,,True,Coffee Lake-S WS,Socket 1151,14 nm,12 MB,DDR4,"C242, C246","Jul 12th, 2018",321.99,13356.0,2711.0,Server
Intel Xeon E5-1650 V2,242.6,6,3.5,3.9,130,,True,Ivy Bridge-E,Socket 2011,22 nm,12 MB,DDR3,"C602, X79","Sep 10th, 2013",,,,
Intel Xeon E5-2698 V4,,20,2.2,3.6,135,,True,,,,,,,,,,,
AMD A6-6400K,95.0,2,3.9,3.9,65,Radeon HD 8470D,False,Richland,Socket FM2,32 nm,,DDR3,"A88X, A85X, A78, A75, A68H, A55","Jun 1st, 2013",,,,
Intel Core i5-7500T,199.95,4,2.7,3.3,35,Intel HD Graphics 630,False,Kaby Lake,Socket 1151,14 nm,6 MB,DDR4,,"Jan 3rd, 2017",188.98,5319.0,1964.0,Desktop
Intel Core i5-4570S,163.93,4,2.9,2.9,65,Intel HD Graphics 4600,False,Haswell,Socket 1150,22 nm,6 MB,DDR3,,"Jun 2nd, 2013",169.59,4914.0,1981.0,Desktop
Intel Core i3-3250,74.98,2,3.5,3.5,55,Intel HD Graphics 2500,True,Ivy Bridge,Socket 1155,22 nm,3 MB,DDR3,"Intel 60 Series, Intel 70 Series","Jun 9th, 2013",82.9,2401.0,1830.0,Desktop
Intel Pentium E5300,59.49,2,2.6,2.6,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Nov 30th, 2008",59.49,906.0,1032.0,Desktop
Intel Core i3-8300,,4,3.7,3.7,62,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,8 MB,DDR4,,"Feb 14th, 2018",265.7,6136.0,2262.0,Desktop
Intel Xeon E5-2670,,8,2.6,3.3,115,,True,Sandy Bridge-EP,Socket 2011,32 nm,20 MB,DDR3,,"Mar 6th, 2012",71.0,8902.0,1477.0,Server
Intel Xeon E5-2683 V4,870.5,16,2.1,3.0,120,,True,,,,,,,,,,,
AMD FX-8150,,8,3.6,3.6,125,,False,Zambezi,Socket AM3+,32 nm,8 MB,DDR3,,"Oct 12th, 2011",,,,
Intel Core 2 Extreme QX9770,,4,3.2,3.2,136,,False,Yorkfield,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Mar 24th, 2008",,,,
AMD A10-5700,68.02,4,3.4,3.4,65,Radeon HD 7660D,False,Trinity,Socket FM2,32 nm,,DDR3,"A88X, A85X, A78, A75, A68H, A55","Oct 2nd, 2012",,,,
Intel Celeron 430,,1,1.8,1.8,35,,False,Conroe-L,Socket 775,65 nm,,"DDR1, DDR2, DDR3",,"Jun 3rd, 2007",49.99,293.0,630.0,Desktop
Intel Core 2 Duo E7500,155.28,2,2.93,2.93,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Jan 10th, 2009",,,,
Intel Core i3-4130T,77.14,2,2.9,2.9,35,Intel HD Graphics 4400,True,Haswell,Socket 1150,22 nm,3 MB,DDR3,,"Sep 1st, 2013",248.56,2874.0,1633.0,Desktop
Intel Xeon E5-2680 V2,,10,2.8,3.6,115,,True,Ivy Bridge-EP,Socket 2011,22 nm,25 MB,DDR3,,"Sep 1st, 2013",,,,
AMD Phenom II X6 1055T,,6,2.8,2.8,125,,False,Thuban,Socket AM3,45 nm,6 MB,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","May 1st, 2010",46.36,3195.0,1314.0,Desktop
AMD FX-8120,,8,3.1,3.1,125,,False,Zambezi,Socket AM3+,32 nm,8 MB,DDR3,,"Oct 12th, 2011",,,,
AMD FX-8320E,,8,3.2,4.0,95,,False,Vishera,Socket AM3+,32 nm,8 MB,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series","Sep 2nd, 2014",,,,
Intel Xeon E5-2640 V4,998.95,10,2.4,3.4,90,,True,,,,,,,,,,,
Intel Xeon E5-2697 V4,,18,2.3,3.6,145,,True,,,,,,,,,,,
Intel Core i3-9300,248.0,4,3.7,4.3,62,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,8 MB,,,"Apr 23rd, 2019",194.99,7279.0,2666.0,Desktop
Intel Core i5-4440S,123.85,4,2.8,3.3,65,Intel HD Graphics 4600,False,Haswell,Socket 1150,22 nm,6 MB,,,"Sep 1st, 2013",188.0,4277.0,1790.0,Desktop
Intel Xeon E5-2690 V3,,12,2.6,3.5,135,,True,Haswell-EP,Socket 2011-3,22 nm,30 MB,,,"Sep 8th, 2014",,,,
Intel Core i5-8400T,,6,1.7,3.3,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,9 MB,,,"Apr 2nd, 2018",239.84,7447.0,1924.0,Desktop
Intel Core i5-4570T,128.8,2,2.9,2.9,35,Intel HD Graphics 4600,True,Haswell,Socket 1150,22 nm,4 MB,,,"Jun 2nd, 2013",464.64,3136.0,1874.0,Desktop
Intel Core i7-3970X,239.87,6,3.5,3.5,150,,True,Sandy Bridge-E,Socket 2011,32 nm,15 MB,,,"Nov 1st, 2012",187.0,8373.0,1832.0,Desktop
Intel Xeon E3-1230 V3,325.86,4,3.3,3.7,80,,True,Haswell-WS,Socket 1150,22 nm,8 MB,DDR3,"C226, 8 Series, 9 Series","Jun 2nd, 2013",,,,
AMD A8-7650K,,4,3.3,3.7,95,Radeon R7 (on-die),False,Kaveri,Socket FM2+,28 nm,,DDR3,"A88X, A85X, A78, A75, A68H","Jan 7th, 2015",39.62,3013.0,1372.0,Desktop
AMD A10-7700K,132.86,4,3.4,3.8,95,Radeon R7 (on-die),False,Kaveri,Socket FM2+,28 nm,,DDR3,"A88X, A85X, A78, A75, A68H","Jan 14th, 2014",,,,
AMD Athlon II X4 630,52.6,4,2.8,2.8,95,,False,Propus,Socket AM3,45 nm,,DDR3,,"Sep 16th, 2009",48.04,2093.0,1138.0,Desktop
Intel Core i7-3960X,782.9,6,3.3,3.3,130,,True,Sandy Bridge-E,Socket 2011,32 nm,15 MB,DDR3,,"Nov 14th, 2011",159.99,8596.0,1816.0,Desktop
Intel Celeron G1610,,2,2.6,2.6,55,Intel HD Graphics,False,Ivy Bridge,Socket 1155,22 nm,2 MB,DDR3,,"Dec 3rd, 2012",37.0,1478.0,1359.0,Desktop
Intel Core i5-2300,,4,2.8,2.8,95,Intel HD Graphics 2000,False,Sandy Bridge,Socket 1155,32 nm,6 MB,DDR3,,"Jan 9th, 2011",40.26,3380.0,1429.0,Desktop
Intel Core i9-9820X,,10,3.3,4.1,165,,True,Skylake-X,Socket 2066,14 nm,16.5 MB,DDR4,,"Oct 19th, 2018",685.0,18288.0,2406.0,Desktop
Intel Pentium Gold G6500,89.99,2,4.1,4.1,58,Intel UHD Graphics 630,True,Comet Lake,Socket 1200,14 nm,4 MB,DDR4,,"Apr 30th, 2020",96.99,4147.0,2491.0,Desktop
Intel Core 2 Extreme QX9650,152.52,4,3.0,3.0,130,,False,Yorkfield,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Nov 30th, 2007",,,,
Intel Core i7-930,271.69,4,2.8,2.8,130,,True,Bloomfield,Socket 1366,45 nm,8 MB,DDR3,,"Feb 28th, 2010",29.99,2877.0,1276.0,Desktop
Intel Core i7-960,379.99,4,3.2,3.2,130,,True,Bloomfield,Socket 1366,45 nm,8 MB,DDR3,,"Oct 20th, 2009",298.61,3245.0,1452.0,Desktop
AMD Phenom II X6 1100T BE,,6,3.3,3.3,125,,False,Thuban,Socket AM3,45 nm,6 MB,"DDR2, DDR3","AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Dec 7th, 2010",,,,
AMD A8-5500,,4,3.2,3.2,65,Radeon HD 7560D,False,Trinity,Socket FM2,32 nm,,DDR3,"A88X, A85X, A78, A75, A68H, A55","Oct 2nd, 2012",,,,
Intel Core i7-6700T,,4,2.8,3.6,35,Intel HD Graphics 530,True,Skylake,Socket 1151,14 nm,8 MB,DDR4,,"Sep 1st, 2015",299.0,7271.0,2091.0,Desktop
AMD Athlon X4 880K,,4,4.0,4.2,95,,False,Godaveri,Socket FM2+,28 nm,,DDR3,"A88X, A85X, A78, A75, A68H",Dec-15,94.65,3676.0,1628.0,Desktop
Intel Xeon E-2278G,,8,3.4,5.0,80,Intel HD Graphics P630,True,Coffee Lake-S WS,Socket 1151,14 nm,16 MB,DDR4,"C242, C246","May 29th, 2019",494.0,17706.0,2951.0,Server
Intel Pentium G3420,62.25,2,3.2,3.2,54,Intel HD Graphics,False,Haswell,Socket 1150,22 nm,3 MB,DDR3,,"Sep 1st, 2013",49.95,1990.0,1805.0,Desktop
AMD Ryzen 9 PRO 7945,,12,3.7,5.4,65,Radeon,True,Raphael,Socket AM5,5 nm,64 MB,DDR5,"X670E, X670, B650E, B650, A620","Jun 13th, 2023",,,,
Intel Celeron E3400,,2,2.6,2.6,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Jan 17th, 2010",14.99,829.0,1007.0,Desktop
Intel Core 2 Duo E7300,28.2,2,2.66,2.66,65,,False,Wolfdale,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Aug 10th, 2008",,,,
AMD A10-7870K,324.6,4,3.9,4.1,95,Radeon R7 (on-die),False,Godaveri,Socket FM2+,28 nm,,DDR3,"A88X, A85X, A78, A75, A68H","May 28th, 2015",382.46,3485.0,1510.0,Desktop
Intel Core i3-6098P,81.63,2,3.6,3.6,54,Intel HD Graphics 510,True,,,,,,,,325.0,4170.0,2160.0,Desktop
Intel Pentium Gold G5400T,98.95,2,3.1,3.1,35,Intel UHD Graphics 610,True,Coffee Lake,Socket 1151,14 nm,4 MB,DDR4,,"Apr 2nd, 2018",109.95,3119.0,1807.0,Server
Intel Core i3-9100T,,4,3.1,3.7,35,Intel UHD Graphics 630,False,Coffee Lake,Socket 1151,14 nm,6 MB,DDR4,,"Sep 1st, 2018",122.0,5419.0,2106.0,Desktop
Intel Core i5-3340,278.02,4,3.1,3.3,77,Intel HD Graphics 2500,False,Ivy Bridge,Socket G2 (988B),22 nm,3 MB,unknown,,"Jan 1st, 2013",195.0,4165.0,1771.0,Desktop
AMD Phenom II X4 820,56.64,4,2.8,2.8,95,,False,Deneb,Socket AM3,45 nm,4 MB,DDR3,"AMD 700 Series, AMD 800 Series, AMD 900 Series, nForce 630a, nForce 700a, nForce 900a","Sep 1st, 2009",69.95,2103.0,1138.0,Desktop
Intel Core i3-3210,199.0,2,3.2,3.2,55,Intel HD Graphics 2500,True,Ivy Bridge,Socket 1155,22 nm,3 MB,DDR3,,"Jan 1st, 2013",70.0,2112.0,1695.0,Desktop
Intel Xeon E3-1270 V3,420.0,4,3.5,3.9,80,,True,Haswell-WS,Socket 1150,22 nm,8 MB,"DDR3, DDR4",,"Jun 2nd, 2013",,,,
Intel Core 2 Quad Q9400,,4,2.66,2.66,95,,False,Yorkfield,Socket 775,45 nm,,"DDR1, DDR2, DDR3",,"Aug 10th, 2008",,,,
AMD A10-7860k,,4,3.6,4.0,65,Radeon R7 (on-die),False,Godaveri,Socket FM2+,28 nm,,DDR3,"A88X, A85X, A78, A75, A68H","Feb 2nd, 2016",,,,
Intel Core i5-4460S,,4,2.9,3.4,65,Intel HD Graphics 4000,False,Haswell,Socket 1150,22 nm,6 MB,DDR3,"Intel 80 Series, Intel 90 Series","May 11th, 2014",659.99,4503.0,1847.0,Desktop
Intel Core i5-7400T,,4,2.4,3.0,35,Intel HD Graphics 630,False,Kaby Lake,Socket 1151,14 nm,6 MB,DDR4,,"Jan 3rd, 2017",174.85,4710.0,1763.0,Desktop
AMD A12-9800E,138.02,4,3.1,3.8,35,Radeon R7 (on-die),False,Bristol Ridge,Socket AM4,28 nm,,DDR4,"X370, B350, A320","Jul 27th, 2017",169.0,3182.0,1551.0,Desktop
Intel Core i5-3450S,95.0,4,2.8,2.8,65,Intel HD Graphics 2500,False,Ivy Bridge,Socket 1155,22 nm,6 MB,DDR3,,"Apr 29th, 2012",95.0,4264.0,1851.0,Desktop
