name,price,capacity,price_per_gb,type,cache,form_factor,interface,speed
Seagate IronWolf Pro,209.99,8000,0.026,7200,256,3.5,SATA 6.0 Gb/s,160
Silicon Power SU128GBSS3A55S25AE,11.99,128,0.094,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate EXOS Enterprise,269.99,16000,0.017,7200,256,3.5,SATA 6.0 Gb/s,160
TEAMGROUP T-Force Vulcan Z,69.98,2000,0.035,SSD,0,2.5,SATA 6.0 Gb/s,550
Intel 660p,65.98,1020,0.065,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital Red Plus,209.99,12000,0.017,7200,256,3.5,SATA 6.0 Gb/s,160
Crucial P1,119,1000,0.119,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Seagate Exos X18,259.99,18000,0.014,7200,256,3.5,SATA 6.0 Gb/s,160
Seagate BarraCuda,83.59,3000,0.028,7200,64,3.5,SATA 6.0 Gb/s,160
ADATA SU630,19.98,240,0.083,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital Blue,109,2000,0.054,SSD,0,2.5,SATA 6.0 Gb/s,550
TEAMGROUP MP44L,42.49,1000,0.042,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
SanDisk SSD PLUS,43.99,1000,0.044,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate IronWolf Pro,339.99,20000,0.017,7200,256,3.5,SATA 6.0 Gb/s,160
Kingston Fury Renegade,359.99,4000,0.09,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Western Digital Black SN770,24.99,250,0.1,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Corsair MP600 PRO XT,69.98,1000,0.07,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Kingston KC3000,55.33,512,0.108,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Silicon Power P34A80,43.97,1000,0.044,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital WDBSLA0040HNC-NRSN,88.88,4000,0.022,7200,64,3.5,SATA 6.0 Gb/s,160
ADATA Legend 800,45.99,1000,0.046,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Samsung 990 Pro w/Heatsink,99.99,1000,0.1,SSD,1024,M.2,M.2 PCIe 4.0 X4,7000
Patriot P300,24.99,512,0.049,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital Gold,459.99,20000,0.023,7200,512,3.5,SATA 6.0 Gb/s,160
Gigabyte AORUS Gen4,137.99,2000,0.069,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Western Digital Black SN750,,500,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Seagate Constellation ES.3,28.5,1000,0.029,7200,128,3.5,SATA 6.0 Gb/s,160
TEAMGROUP MP33,18.98,256,0.074,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital WD_BLACK,49.99,1000,0.05,7200,64,3.5,SATA 6.0 Gb/s,160
Crucial MX500,29.99,250,0.12,SSD,256,2.5,SATA 6.0 Gb/s,550
TEAMGROUP AX2,65.98,2000,0.033,SSD,0,2.5,SATA 6.0 Gb/s,550
Corsair MP600,109.99,2000,0.055,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
ADATA XPG SX8200 Pro,46.99,512,0.092,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
PNY CS2140,78,2000,0.039,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Crucial BX500,24.99,480,0.052,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital WD_BLACK,124.99,6000,0.021,7200,256,3.5,SATA 6.0 Gb/s,160
Western Digital Blue,209.99,4000,0.052,SSD,0,2.5,SATA 6.0 Gb/s,550
TEAMGROUP MP33 PRO,41.99,1000,0.042,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital Blue,47.99,2000,0.024,5400,256,3.5,SATA 6.0 Gb/s,160
Sabrent Rocket 4.0,119.99,2000,0.06,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Corsair MP600 GS,52.99,1000,0.053,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
TEAMGROUP MP33 PRO,72.98,2000,0.036,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
PNY CS900,15.99,240,0.067,SSD,0,2.5,SATA 6.0 Gb/s,550
Samsung 860 Evo,48.62,250,0.194,SSD,512,2.5,SATA 6.0 Gb/s,550
Silicon Power UD90,223.68,4000,0.056,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
TEAMGROUP QX,66.98,2000,0.033,SSD,0,2.5,SATA 6.0 Gb/s,550
ADATA Premium For PS5,84.99,2000,0.042,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Western Digital WD_BLACK,169.99,8000,0.021,7200,128,3.5,SATA 6.0 Gb/s,160
Samsung 860 Pro,1142.84,4000,0.286,SSD,4096,2.5,SATA 6.0 Gb/s,550
Toshiba P300,43.06,1000,0.043,7200,64,3.5,SATA 6.0 Gb/s,160
Crucial BX500,19.95,240,0.083,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate EXOS Enterprise,59.99,4000,0.015,7200,128,3.5,SATA 6.0 Gb/s,160
TEAMGROUP AX2,21.49,512,0.042,SSD,0,2.5,SATA 6.0 Gb/s,550
PNY CS1030,22.99,500,0.046,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital Red Plus,79.98,4000,0.02,5400,256,3.5,SATA 6.0 Gb/s,160
Seagate BarraCuda,119.4,5000,0.024,5400,128,2.5,SATA 6.0 Gb/s,160
Western Digital Black SN750 SE,139.99,1000,0.14,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Kingston A2000,119.99,1000,0.12,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital Green SN350,26.99,480,0.056,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Sabrent Rocket Q,49.99,1000,0.05,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Seagate IronWolf Pro,260,16000,0.016,7200,256,3.5,SATA 6.0 Gb/s,160
Corsair MP600 PRO LPX,124.99,2000,0.062,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Western Digital Green SN350,21.79,240,0.091,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
PNY CS2140,42.99,1000,0.043,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Silicon Power P34A60,,1000,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Lexar NM620,109.59,2000,0.055,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Samsung 970 Evo,199,2000,0.099,SSD,2048,M.2,M.2 PCIe 3.0 X4,3500
Gigabyte AORUS Gen4 7000s,75.81,1000,0.076,SSD,1024,M.2,M.2 PCIe 4.0 X4,7000
Seagate BarraCuda,18.98,500,0.038,7200,16,3.5,SATA 6.0 Gb/s,160
Kingston A2000,,500,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Seagate FireCuda,252.99,8000,0.032,7200,256,3.5,SATA 6.0 Gb/s,160
Seagate Barracuda Compute,55,2000,0.028,7200,256,3.5,SATA 6.0 Gb/s,160
Asus ROG Strix SQ7,,1000,,SSD,113664,M.2-2260,M.2 PCIe 4.0 X4,7000
Kingston NV1,67.5,1000,0.068,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Sabrent Rocket 4.0,39.99,500,0.08,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Sabrent Rocket Q,,8000,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
KIOXIA EXCERIA,102.99,1000,0.103,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Seagate BarraCuda,114.99,6000,0.019,5400,256,3.5,SATA 6.0 Gb/s,160
Corsair MP600 PRO NH,114.99,2000,0.057,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Samsung 960 Evo,58.5,250,0.234,SSD,512,M.2,M.2 PCIe 3.0 X4,3500
TEAMGROUP CX2,34.99,1000,0.035,SSD,0,2.5,SATA 6.0 Gb/s,550
ADATA SU630,64.93,480,0.135,SSD,0,2.5,SATA 6.0 Gb/s,550
Kingston KC3000,367.71,4096,0.09,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Seagate Desktop HDD,,4000,,5900,64,3.5,SATA 6.0 Gb/s,550
Seagate IronWolf Pro NAS,229.99,12000,0.019,7200,256,3.5,SATA 6.0 Gb/s,160
Silicon Power P34A60,14.97,128,0.117,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital Green,55.14,240,0.23,SSD,0,2.5,SATA 6.0 Gb/s,550
Mushkin Vortex Redline,113.99,2000,0.057,SSD,1024,M.2,M.2 PCIe 4.0 X4,7000
Leven JS600,61.99,2000,0.031,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital Red Plus,151.99,8000,0.019,5640,128,3.5,SATA 6.0 Gb/s,550
SanDisk SSD PLUS,19.98,240,0.083,SSD,0,2.5,SATA 6.0 Gb/s,550
TEAMGROUP QX,172.99,4000,0.043,SSD,0,2.5,SATA 6.0 Gb/s,550
Samsung 960 Pro,599.99,2000,0.3,SSD,2048,M.2,M.2 PCIe 3.0 X4,3500
Samsung 970 Pro,256.25,1000,0.256,SSD,1024,M.2,M.2 PCIe 3.0 X4,3500
PNY CS1030,69.99,2000,0.035,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital Blue SN570,24.99,250,0.1,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital Blue,119.99,2000,0.06,SSD,0,M.2,M.2 SATA,550
Samsung 850 Evo,124.45,1000,0.124,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital Blue,42.94,1000,0.043,7200,64,3.5,SATA 6.0 Gb/s,160
Western Digital Green SN350,86.95,2000,0.043,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Seagate IronWolf NAS,189.99,12000,0.016,7200,256,3.5,SATA 6.0 Gb/s,160
Western Digital Red Plus,189.99,10000,0.019,7200,256,3.5,SATA 6.0 Gb/s,160
Western Digital WD_BLACK,134.44,6000,0.022,7200,128,3.5,SATA 6.0 Gb/s,160
Seagate FireCuda,72.37,2000,0.036,,64,3.5,SATA 6.0 Gb/s,550
TEAMGROUP AX2,34.99,1000,0.035,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate BarraCuda,60,2000,0.03,5400,128,2.5,SATA 6.0 Gb/s,160
ADATA XPG SPECTRIX S40G RGB,83.39,1000,0.083,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Intel 320,,600,,SSD,0,2.5,SATA 3.0 Gb/s,300
ADATA Ultimate SU650,15.25,120,0.127,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate BarraCuda Pro Compute,55.99,1000,0.056,7200,128,2.5,SATA 6.0 Gb/s,160
Samsung 860 QVO,125.01,1000,0.125,SSD,0,2.5,SATA 6.0 Gb/s,550
Lexar NM790,192,1000,0.192,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
ADATA Legend 710,47,1000,0.047,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital AV-GP,29.99,1000,0.03,5400,64,3.5,SATA 6.0 Gb/s,160
Toshiba MQ01ABD050,16.5,500,0.033,5400,8,2.5,SATA 3.0 Gb/s,160
Western Digital Red Pro,299.99,18000,0.017,7200,512,3.5,SATA 6.0 Gb/s,160
PNY CS900,17.98,120,0.15,SSD,0,2.5,SATA 6.0 Gb/s,550
Lexar NM710,,1000,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
TEAMGROUP MS30,37.99,1000,0.038,SSD,0,M.2,M.2 SATA,550
Seagate Barracuda Compute,74.98,4000,0.019,5400,256,3.5,SATA 6.0 Gb/s,160
Sabrent Rocket 4 Plus G,399.99,4000,0.1,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
TEAMGROUP GX2,29.99,512,0.059,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital SE,33.99,2000,0.017,7200,64,3.5,SATA 6.0 Gb/s,160
Intel D3-S4610,529.99,7680,0.069,SSD,0,2.5,SATA 6.0 Gb/s,550
Silicon Power XS70,229.97,4000,0.057,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Kingston KC600,27.27,256,0.107,SSD,0,2.5,SATA 6.0 Gb/s,550
Crucial P2,129.94,2000,0.065,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Seagate IronWolf Pro NAS,279.99,16000,0.017,7200,256,3.5,SATA 6.0 Gb/s,160
Kingston NV1,56.99,500,0.114,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Samsung 970 Pro,242.13,512,0.473,SSD,512,M.2,M.2 PCIe 3.0 X4,3500
Samsung 860 Evo,237,2000,0.118,SSD,2048,2.5,SATA 6.0 Gb/s,550
Western Digital Red,94.91,6000,0.016,5400,256,3.5,SATA 6.0 Gb/s,160
Silicon Power UD85,,500,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Patriot P210,34.99,1000,0.035,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital Black SN850,84.5,500,0.169,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Western Digital Green,43.99,1000,0.044,SSD,0,2.5,SATA 6.0 Gb/s,550
TEAMGROUP T-Force Vulcan Z,24.99,512,0.049,SSD,0,2.5,SATA 6.0 Gb/s,550
SanDisk SSD PLUS,84.99,2000,0.042,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital Red Pro,279.98,16000,0.017,7200,256,3.5,SATA 6.0 Gb/s,160
PNY CS1031,147.08,2000,0.074,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Gigabyte AORUS Gen4,99.99,500,0.2,SSD,512,M.2,M.2 PCIe 4.0 X4,7000
Intel 660p,167,2048,0.082,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
MSI SPATIUM M470,144.99,2000,0.072,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Western Digital AV-GP,33.4,2000,0.017,5400,64,3.5,SATA 6.0 Gb/s,160
Western Digital AV-GP,39.99,3000,0.013,5900,64,3.5,SATA 6.0 Gb/s,550
Sabrent Rocket,69.98,1000,0.07,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Toshiba MG08,239.99,16000,0.015,7200,512,3.5,SATA 6.0 Gb/s,160
Leven JP600,154.99,4000,0.039,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Samsung 980,36.83,250,0.147,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Gigabyte GP-GSM2NE3256GNTD,23.09,256,0.09,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Seagate SkyHawk Surveillance,92.26,4000,0.023,7200,256,3.5,SATA 6.0 Gb/s,160
Samsung 850 Pro,135,256,0.527,SSD,0,2.5,SATA 6.0 Gb/s,550
TEAMGROUP MP44,819.99,8000,0.102,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Samsung 860 Evo,378,4000,0.094,SSD,4096,2.5,SATA 6.0 Gb/s,550
Western Digital Blue,64.99,4000,0.016,5400,64,3.5,SATA 6.0 Gb/s,160
Samsung 970 Evo,49.99,250,0.2,SSD,512,M.2,M.2 PCIe 3.0 X4,3500
Intel Optane P1600X,58.99,118,0.5,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Toshiba DT01ACA200,,2000,,7200,64,3.5,SATA 6.0 Gb/s,160
Seagate IronWolf Pro NAS,359.99,20000,0.018,7200,512,3.5,SATA 6.0 Gb/s,160
Western Digital Purple Pro,449.99,22000,0.02,7200,512,3.5,SATA 6.0 Gb/s,160
Western Digital Black SN850,,2000,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Samsung 960 Evo,112.95,500,0.226,SSD,512,M.2,M.2 PCIe 3.0 X4,3500
Acer Predator GM7000,59.99,1000,0.06,SSD,1024,M.2,M.2 PCIe 4.0 X4,7000
Patriot P210,69.98,2000,0.035,SSD,0,2.5,SATA 6.0 Gb/s,550
Silicon Power A55,34.99,1000,0.035,SSD,0,M.2,M.2 SATA,550
TEAMGROUP T-Force Vulcan Z,14.99,240,0.062,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate BarraCuda Pro,215,10000,0.021,7200,256,3.5,SATA 6.0 Gb/s,160
Sabrent Rocket 4 Plus G,149.99,2000,0.075,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Gigabyte AORUS Gen4,169,1000,0.169,SSD,2048,M.2,M.2 PCIe 4.0 X4,7000
Western Digital Black SN750 SE,65,500,0.13,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Inland QN322,78.98,2000,0.039,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Corsair MP600 Force Series Gen4,178.33,1000,0.178,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Seagate Surveillance HDD,,1000,,5400,64,3.5,SATA 6.0 Gb/s,160
Leven JS600,145.99,4000,0.036,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate FireCuda 530 w/Heatsink,151.86,2000,0.076,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Western Digital Black SN750,109.99,2000,0.055,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Silicon Power A55,18.57,128,0.145,SSD,0,2.5,SATA 6.0 Gb/s,550
Kingston Fury Renegade,59.84,500,0.12,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Corsair MP510,54.99,480,0.115,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Inland Performance Plus,131.99,2000,0.066,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Lexar NM710,,2000,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Lexar NM790,137.49,2000,0.069,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Seagate IronWolf NAS,139.99,6000,0.023,5400,256,3.5,SATA 6.0 Gb/s,160
Toshiba X300,92.99,4000,0.023,7200,256,3.5,SATA 6.0 Gb/s,160
Western Digital Blue,113,1000,0.113,SSD,0,M.2,M.2 SATA,550
Lexar NM620,27.99,512,0.055,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
PNY CS2241,220.86,4000,0.055,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
PNY XLR8 CS3040,49.33,1000,0.049,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Seagate FireCuda 520,129.99,2000,0.065,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Western Digital Blue SA510,47.99,1000,0.048,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate ST4000NM0024,,4000,,7200,128,3.5,SATA 6.0 Gb/s,160
ADATA XPG SPECTRIX S40G RGB,34.99,512,0.068,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Gigabyte Gen3 2500E,36.99,1000,0.037,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital Red Pro,369.99,20000,0.018,7200,512,3.5,SATA 6.0 Gb/s,160
Solidigm P41 Plus,28.99,500,0.058,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Seagate FireCuda 530,68.34,500,0.137,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Seagate IronWolf Pro,299.99,18000,0.017,7200,0,3.5,SATA 6.0 Gb/s,160
Patriot P310,22.99,480,0.048,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
TEAMGROUP T-Force Cardea A440 Pro,62.99,1000,0.063,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Seagate BarraCuda,41.5,500,0.083,5400,32,3.5,SATA 6.0 Gb/s,160
Seagate BarraCuda,111.22,4000,0.028,5400,128,2.5,SATA 6.0 Gb/s,160
Western Digital Blue,95,500,0.19,SSD,0,M.2,M.2 SATA,550
Corsair CSSD-F4000GBMP600PXT,394.99,4000,0.099,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Toshiba MQ01ABD032,12.94,320,0.04,5400,8,2.5,SATA 3.0 Gb/s,160
SK Hynix â€ŽSHGP31-2000GM-2,94.39,2000,0.047,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Corsair MP600 PRO NH,64.99,1000,0.065,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Western Digital Blue,65,250,0.26,SSD,0,2.5,SATA 6.0 Gb/s,550
Samsung 990 Pro w/Heatsink,,4000,,SSD,4096,M.2,M.2 PCIe 4.0 X4,7000
Corsair MP600 GS,109.99,2000,0.055,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Western Digital Caviar Green,42.99,1000,0.043,5400,64,3.5,SATA 6.0 Gb/s,160
Seagate IronWolf NAS,323.76,10000,0.032,7200,256,3.5,SATA 6.0 Gb/s,160
Intel 660p,99.95,1000,0.1,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Leven JPS800,72.98,2000,0.036,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
PNY CS1031,78.78,1000,0.079,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital Red Plus,129.99,6000,0.022,5400,256,3.5,SATA 6.0 Gb/s,160
Corsair MP600 PRO NH,359.99,4000,0.09,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Kingston SSDNow V300,77.05,120,0.642,SSD,0,2.5,SATA 6.0 Gb/s,550
Samsung 840 Evo,130.41,250,0.522,SSD,0,2.5,SATA 6.0 Gb/s,550
Western Digital Red Plus,249.99,14000,0.018,7200,512,3.5,SATA 6.0 Gb/s,160
Addlink S70,43.66,1000,0.044,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Corsair MP600 PRO,139.99,2000,0.07,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Seagate BarraCuda,49.99,1000,0.05,5400,128,2.5,SATA 6.0 Gb/s,160
SanDisk Ultra 3D,36.99,500,0.074,SSD,0,2.5,SATA 6.0 Gb/s,550
Samsung 840 Evo,,120,,SSD,0,2.5,SATA 6.0 Gb/s,550
SanDisk SSD PLUS,26.99,480,0.056,SSD,0,2.5,SATA 6.0 Gb/s,550
Crucial P1,,500,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Sabrent Rocket,44.99,512,0.088,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital Blue,104.99,6000,0.017,5400,256,3.5,SATA 6.0 Gb/s,160
KIOXIA EXCERIA,57.22,500,0.114,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Intel 660p,95,512,0.186,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Seagate IronWolf Pro NAS,299.99,18000,0.017,7200,256,3.5,SATA 6.0 Gb/s,160
Lexar Professional NM800PRO,122.99,2000,0.061,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Seagate FireCuda 530 w/Heatsink,379.99,4000,0.095,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
TEAMGROUP MP33 PRO,29.99,512,0.059,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
TEAMGROUP Cardea A440,115.99,2000,0.058,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Seagate FireCuda,202.81,2000,0.101,,0,2.5,SATA 6.0 Gb/s,550
Inland QN322,44.99,1000,0.045,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Silicon Power XS70,,1000,,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Western Digital VelociRaptor,180.27,1000,0.18,10000,64,3.5,SATA 6.0 Gb/s,550
ADATA XPG SPECTRIX S40G RGB,445,4000,0.111,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
HP EX900,18.98,250,0.076,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Patriot P210,22.49,512,0.044,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate Barracuda Compute,72.5,2000,0.036,5400,128,2.5,SATA 6.0 Gb/s,160
TEAMGROUP CX2,71.95,2000,0.036,SSD,0,2.5,SATA 6.0 Gb/s,550
ADATA Legend 960,129.25,2000,0.065,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Mushkin Vortex Redline,64.98,1000,0.065,SSD,1024,M.2,M.2 PCIe 4.0 X4,7000
Western Digital Red,54.99,2000,0.027,5400,256,3.5,SATA 6.0 Gb/s,160
TEAMGROUP MP33,17.99,128,0.141,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Solidigm P44 Pro,44.99,512,0.088,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
MSI SPATIUM M470,79.99,1000,0.08,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Silicon Power A80,27.97,512,0.055,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
ADATA ATOM 30,,1000,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Sabrent Rocket Q4,99.99,2000,0.05,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Corsair MP600 PRO LPX,124.99,2000,0.062,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Seagate FireCuda 520,118.99,1000,0.119,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Crucial P5,,1000,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Samsung 950 PRO,,256,,SSD,512,M.2,M.2 PCIe 3.0 X4,3500
Seagate EXOS Enterprise,219.99,14000,0.016,7200,256,3.5,SATA 6.0 Gb/s,160
Western Digital Red Pro,124.99,4000,0.031,7200,256,3.5,SATA 6.0 Gb/s,160
Western Digital Green SN350,38.99,960,0.041,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
TEAMGROUP T-Force Cardea Z44L,29.99,500,0.06,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Corsair MP600 PRO,369.99,4000,0.092,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
TEAMGROUP MS30,17.98,256,0.07,SSD,0,M.2,M.2 SATA,550
Seagate Barracuda Compute,72.48,3000,0.024,5400,256,3.5,SATA 6.0 Gb/s,160
Seagate IronWolf Pro NAS,124.99,4000,0.031,7200,256,3.5,SATA 6.0 Gb/s,160
Seagate Exos X18,249.99,16000,0.016,7200,256,3.5,SATA 6.0 Gb/s,160
TEAMGROUP CX2,21.49,512,0.042,SSD,0,2.5,SATA 6.0 Gb/s,550
PNY CS1031,62.66,500,0.125,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
ADATA LEGEND 840,47.99,1000,0.048,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Toshiba P300,89.62,3000,0.03,7200,64,3.5,SATA 6.0 Gb/s,160
TEAMGROUP EX2,22.99,512,0.045,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate Exos X16,259.99,16000,0.016,7200,256,3.5,SATA 6.0 Gb/s,160
PNY CS900,181.44,4000,0.045,SSD,0,2.5,SATA 6.0 Gb/s,550
TEAMGROUP GX2,47.99,1000,0.048,SSD,0,2.5,SATA 6.0 Gb/s,550
Seagate IronWolf Pro NAS,209.99,8000,0.026,7200,256,3.5,SATA 6.0 Gb/s,160
Gigabyte GP-GSTFS31240GNTD,19.76,240,0.082,SSD,0,2.5,SATA 6.0 Gb/s,550
Kingston A2000,39.95,250,0.16,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Silicon Power P34A80,78.97,2000,0.039,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Western Digital Green,50,120,0.417,SSD,0,2.5,SATA 6.0 Gb/s,550
Kingston Fury Renegade with Heat Sink,175.15,2000,0.088,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Crucial P2,,250,,SSD,0,M.2,M.2 PCIe 3.0 X4,3500
Corsair MP600 GS,34.99,500,0.07,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
MSI SPATIUM M480,480,2000,0.24,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Inland Performance Plus,69.98,1000,0.07,SSD,0,M.2,M.2 PCIe 4.0 X4,7000
Western Digital Blue,35.29,1000,0.035,5400,8,2.5,SATA 6.0 Gb/s,160
