name,price,capacity,price_per_gb,type,cache,form_factor,interface,speed,capacity_spec,cache_spec,speed_spec
OCZ Agility 2,,0.004183339396144052,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.1,0,300
OCZ Agility 2,,0.002364496180429247,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.06,0,300
OCZ Agility 2,,0.005092761004001455,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.12,0,300
OCZ Agility 2,,0.010549290651145871,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.24,0,300
OCZ Agility 2,,0.021462349945434705,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.48,0,300
OCZ Vertex Turbo,,0.0010003637686431428,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.03,0,300
OCZ Vertex Turbo,,0.002364496180429247,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.06,0,300
OCZ Vertex Turbo,,0.005092761004001455,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.12,0,300
OCZ Vertex,,0.0010003637686431428,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.03,0,300
OCZ Vertex,,0.002364496180429247,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.06,0,300
OCZ Vertex,,0.003728628592215351,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.09,0,300
OCZ Vertex,,0.005092761004001455,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.12,0,300
OCZ Vertex,,0.011004001455074573,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.25,0,300
OCZ Agility,,0.0010003637686431428,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.03,0,300
OCZ Agility,,0.002364496180429247,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.06,0,300
OCZ Agility,,0.005092761004001455,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.12,0,300
OCZ Solid 2,,0.0010003637686431428,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.03,0,300
OCZ Solid 2,,0.002364496180429247,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.06,0,300
OCZ Solid 2,,0.005092761004001455,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.12,0,300
OCZ Onyx,,0.0010913059294288831,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.032,0,300
OCZ Onyx,,0.0025463805020007274,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.064,0,300
Western Digital Caviar Green,,0.09057839214259732,,HDD,0.000244140625,3.5,SATA 3.0 Gb/s,0.0,2.0,32,160
Western Digital VelociRaptor,,0.013277555474718079,,HDD,0.0001220703125,3.5,SATA 3.0 Gb/s,0.02046783625730994,0.3,16,300
Seagate Momentus,,0.02873772280829393,,HDD,6.103515625e-05,2.5,SATA 3.0 Gb/s,0.0,0.64,8,160
Seagate Momentu,52.49,0.02237177155329211,0.9791989378181013,HDD,0.0001220703125,2.5,SATA 3.0 Gb/s,0.0,0.5,16,160
OCZ Vertex 2,,0.0014550745725718443,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.04,0,300
OCZ Vertex 2,,0.003728628592215351,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.09,0,300
OCZ Vertex 2,,0.007821025827573663,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.18,0,300
Seagate Pipeline HD,,0.006911604219716261,,HDD,6.103515625e-05,3.5,SATA 3.0 Gb/s,0.02046783625730994,0.16,8,300
Seagate Pipeline HD,,0.006911604219716261,,HDD,6.103515625e-05,3.5,SATA 3.0 Gb/s,0.02046783625730994,0.16,8,300
Hitachi Ultrastar,,0.09057839214259732,,HDD,0.000244140625,3.5,SATA 3.0 Gb/s,0.0,2.0,32,160
Western Digital Caviar Green,,0.06784285194616224,,HDD,0.000244140625,3.5,SATA 3.0 Gb/s,0.0,1.5,32,160
Western Digital Caviar Blue,,0.014186977082575483,,HDD,0.0001220703125,3.5,SATA 3.0 Gb/s,0.0,0.32,16,160
Western Digital VelociRaptor,,0.02691887959257912,,HDD,0.000244140625,3.5,SATA 6.0 Gb/s,0.05701754385964912,0.6,32,550
Western Digital Caviar Green,,0.02237177155329211,,HDD,0.0001220703125,3.5,SATA 3.0 Gb/s,0.0,0.5,16,160
Kingston SSDNow V,,0.0010003637686431428,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.03,0,300
Kingston SSDNow V,,0.0010003637686431428,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.03,0,300
Kingston SSDNow V,,0.005456529647144416,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.128,0,300
Kingston SSDNow V+,,0.0025463805020007274,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.064,0,300
Kingston SSDNow V100,,0.005456529647144416,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.128,0,300
Kingston SSDNow V100,,0.0025463805020007274,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.064,0,300
Kingston SSDNow V100,,0.005456529647144416,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.128,0,300
Kingston SSDNow V100,,0.011276827937431793,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.256,0,300
Kingston SSDNow V100,,0.0025463805020007274,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.064,0,300
Kingston SSDNow V+ 100E,,0.0025463805020007274,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.064,0,300
Kingston SSDNow V+100,,0.005456529647144416,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.128,0,300
Kingston SSDNow V+100,,0.0025463805020007274,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.064,0,300
Intel X25-M,,0.006911604219716261,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.16,0,300
Crucial RealSSD C300,,0.0025463805020007274,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.064,0,550
Crucial RealSSD C300,,0.005456529647144416,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.128,0,550
Crucial RealSSD C300,,0.005456529647144416,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.128,0,550
Crucial RealSSD C300,,0.011276827937431793,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.256,0,550
OCZ Vertex 2,,0.006911604219716261,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.16,0,300
OCZ Vertex 2,,0.00327391778828665,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.08,0,300
OCZ Vertex 2,,0.005092761004001455,,SSD,0.0,3.5,SATA 3.0 Gb/s,0.02046783625730994,0.12,0,300
OCZ Agility 2,,0.006911604219716261,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.16,0,300
OCZ Agility 2,,0.0014550745725718443,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.04,0,300
OCZ Agility 2,,0.00327391778828665,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.08,0,300
OCZ Agility 2,,0.007821025827573663,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.18,0,300
OCZ Agility 2,,0.003728628592215351,,SSD,0.0,3.5,SATA 3.0 Gb/s,0.02046783625730994,0.09,0,300
ADATA S599,,0.011276827937431793,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.256,0,300
ADATA S599,,0.0025463805020007274,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.064,0,300
Corsair Force,,0.006911604219716261,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.16,0,300
Corsair Force,,0.002364496180429247,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.06,0,300
Corsair Force,,0.003728628592215351,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.09,0,300
Corsair Nova,,0.005456529647144416,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.128,0,300
Corsair Nova,,0.0010913059294288831,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.032,0,300
Corsair Nova,,0.0025463805020007274,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.064,0,300
Corsair Force,,0.0014550745725718443,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.04,0,300
G.Skill Phoenix,,0.002364496180429247,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.06,0,300
G.Skill Sniper Gaming,,0.005092761004001455,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.12,0,300
G.Skill Sniper Gaming,,0.002364496180429247,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.06,0,300
G.Skill Phoenix Pro,,0.002364496180429247,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.06,0,300
G.Skill Phoenix Pro,,0.005092761004001455,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.12,0,300
G.Skill Phoenix,,0.005092761004001455,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.12,0,300
OCZ Onyx 2,,0.010549290651145871,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.24,0,300
Mushkin Callisto Deluxe,,0.010549290651145871,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.24,0,300
Patriot Inferno,,0.002364496180429247,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.06,0,300
Mushkin Callisto Deluxe,,0.002364496180429247,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.06,0,300
Mushkin Callisto Deluxe,,0.0014550745725718443,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.04,0,300
Samsung 470,,0.005456529647144416,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.128,0,300
Samsung 470,,0.0025463805020007274,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.064,0,300
Hitachi A7K1000,,0.02237177155329211,,HDD,0.000244140625,3.5,SATA 3.0 Gb/s,0.0,0.5,32,160
Hitachi 7K1000.C,,0.011004001455074573,,HDD,6.103515625e-05,3.5,SATA 3.0 Gb/s,0.0,0.25,8,160
Hitachi 7K500,,0.006911604219716261,,HDD,0.0001220703125,2.5,SATA 3.0 Gb/s,0.0,0.16,16,160
Hitachi E5K500.B,,0.006911604219716261,,HDD,6.103515625e-05,2.5,SATA 3.0 Gb/s,0.0,0.16,8,160
Western Digital RE4,,0.011004001455074573,,HDD,0.00048828125,3.5,SATA 3.0 Gb/s,0.0,0.25,64,160
Western Digital VelociRaptor,,0.013277555474718079,,HDD,0.0001220703125,3.5,SATA 3.0 Gb/s,0.02046783625730994,0.3,16,300
Hitachi 7K3000,,0.09057839214259732,,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,2.0,64,160
Western Digital Caviar Black,,0.09057839214259732,,HDD,0.000244140625,3.5,SATA 3.0 Gb/s,0.0,2.0,32,160
Hitachi 7K1000.C,,0.006911604219716261,,HDD,6.103515625e-05,3.5,SATA 3.0 Gb/s,0.0,0.16,8,160
OCZ Vertex 2,,0.014186977082575483,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.32,0,300
Zalman N,,0.005456529647144416,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.128,0,300
Zalman N,,0.0025463805020007274,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.064,0,300
OCZ Vertex 2,,0.01600582029829029,,SSD,0.0,3.5,SATA 3.0 Gb/s,0.02046783625730994,0.36,0,300
OCZ Vertex 2,,0.010549290651145871,,SSD,0.0,3.5,SATA 3.0 Gb/s,0.02046783625730994,0.24,0,300
Patriot Inferno,,0.010549290651145871,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.24,0,300
Patriot Torqx TRB,,0.0010913059294288831,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.032,0,300
Patriot Torqx TRB,,0.0025463805020007274,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.064,0,300
Kingston SSDNow V+100,,0.0025463805020007274,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.064,0,300
Corsair Performance 3,,0.0025463805020007274,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.064,0,550
Kingston SSDNow V+100,,0.004001455074572571,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.096,0,300
Kingston SSDNow V+100,,0.004001455074572571,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.096,0,300
Seagate BarraCuda,,0.033739541651509636,,HDD,0.000244140625,3.5,SATA 6.0 Gb/s,0.0,0.75,32,160
Western Digital Caviar GP,,0.014186977082575483,,HDD,0.0001220703125,3.5,SATA 3.0 Gb/s,0.0,0.32,16,160
OCZ Vertex 2,,0.005092761004001455,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.12,0,300
Mushkin Callisto Deluxe,,0.005092761004001455,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.12,0,300
Corsair Force,,0.00327391778828665,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.08,0,300
OCZ Agility 2,,0.010549290651145871,,SSD,0.0,3.5,SATA 3.0 Gb/s,0.02046783625730994,0.24,0,300
OCZ Vertex 2,,0.002364496180429247,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.06,0,300
Mushkin Callisto Deluxe,,0.007821025827573663,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.18,0,300
Hitachi Deskstar 5K1000,,0.02237177155329211,,HDD,6.103515625e-05,3.5,SATA 3.0 Gb/s,0.0,0.5,8,160
Corsair Force,,0.002364496180429247,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.06,0,300
ADATA S599,,0.005456529647144416,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.128,0,300
ADATA S599,,0.0025463805020007274,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.064,0,300
Kingston SSDNow V+,,0.011276827937431793,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.256,0,300
Hitachi H3IK30003254SW,,0.13604947253546743,,HDD,0.000244140625,3.5,SATA 6.0 Gb/s,0.0,3.0,32,160
Western Digital Caviar Green,,0.13604947253546743,,HDD,0.00048828125,3.5,SATA 3.0 Gb/s,0.0,3.0,64,160
Western Digital Caviar Green,,0.11331393233903238,,HDD,0.00048828125,3.5,SATA 3.0 Gb/s,0.0,2.5,64,160
Intel 320,,0.0014550745725718443,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.04,0,300
Intel 320,,0.00327391778828665,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.08,0,300
G.Skill Phoenix Evo,,0.004865405602037104,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.115,0,300
Kingston SSDNow V+100,,0.02291742451800655,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.512,0,300
OCZ Vertex 3,,0.021462349945434705,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.48,0,550
Intel 320,,0.00327391778828665,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.08,0,300
Corsair Force,,0.007821025827573663,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.18,0,300
Corsair Force,,0.010549290651145871,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.24,0,300
Intel 320,153.84,0.006911604219716261,0.7895552113299402,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.16,0,300
Mushkin Callisto DX2,,0.00327391778828665,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.08,0,300
Mushkin Callisto DX2,,0.004865405602037104,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.115,0,300
Mushkin Callisto DX2,,0.010549290651145871,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.24,0,300
Crucial M4,484.98,0.011276827937431793,0.5833148926753706,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.256,0,550
Patriot Torqx 2,,0.011276827937431793,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.256,0,300
Patriot Torqx 2,,0.005456529647144416,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.128,0,300
Patriot Torqx 2,,0.0025463805020007274,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.064,0,300
Patriot Torqx 2,,0.0010913059294288831,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.032,0,300
Intel 320,759.24,0.013277555474718079,0.4423545032086744,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.3,0,300
Wintec FileMate,,0.0010913059294288831,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.032,0,300
Crucial M4,,0.02291742451800655,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.512,0,550
Corsair Force,,0.0014550745725718443,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.04,0,300
Western Digital Caviar Blue,,0.033739541651509636,,HDD,0.000244140625,3.5,SATA 6.0 Gb/s,0.0,0.75,32,160
Hitachi Deskstar,,0.13604947253546743,,HDD,0.000244140625,3.5,SATA 3.0 Gb/s,0.0,3.0,32,160
Seagate SV35,,0.09057839214259732,,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.05701754385964912,2.0,64,550
Hitachi Travelstar 5K500.B,,0.006911604219716261,,HDD,6.103515625e-05,2.5,SATA 3.0 Gb/s,0.0,0.16,8,160
Seagate Momentus 7200 FDE.2,,0.02237177155329211,,HDD,0.0001220703125,2.5,SATA 3.0 Gb/s,0.0,0.5,16,160
Seagate Momentus 5400.6,,0.006911604219716261,,HDD,6.103515625e-05,2.5,SATA 3.0 Gb/s,0.0,0.16,8,160
Seagate Constellation,108.35,0.006911604219716261,0.8526222615622925,HDD,0.000244140625,2.5,SATA 3.0 Gb/s,0.0,0.16,32,160
Seagate Momentus,,0.014186977082575483,,HDD,0.0001220703125,2.5,SATA 3.0 Gb/s,0.0,0.32,16,160
Seagate Momentus,38.99,0.02237177155329211,0.9851737109980084,HDD,6.103515625e-05,2.5,SATA 3.0 Gb/s,0.0,0.5,8,160
Seagate Momentus 7200 FDE.2,,0.011004001455074573,,HDD,0.0001220703125,2.5,SATA 3.0 Gb/s,0.0,0.25,16,160
Seagate Momentus 7200.4,,0.006911604219716261,,HDD,0.0001220703125,2.5,SATA 3.0 Gb/s,0.0,0.16,16,160
Western Digital Scorpio Blue,,0.033739541651509636,,HDD,6.103515625e-05,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.75,8,300
Seagate Momentus,,0.02237177155329211,,HDD,0.0001220703125,2.5,SATA 3.0 Gb/s,0.0,0.5,16,160
Hitachi Travelstar Z7K320,92.45,0.011004001455074573,0.9205576454967913,HDD,0.0001220703125,2.5,SATA 3.0 Gb/s,0.0,0.25,16,160
Seagate Momentus 7200.4,,0.011004001455074573,,HDD,0.0001220703125,2.5,SATA 3.0 Gb/s,0.0,0.25,16,160
Seagate Constellation.2,56.13,0.011004001455074573,0.9526443903518478,HDD,0.00048828125,2.5,SATA 6.0 Gb/s,0.0,0.25,64,160
Seagate Momentus 7200.4,,0.011004001455074573,,HDD,0.0001220703125,2.5,SATA 3.0 Gb/s,0.0,0.25,16,160
Seagate ST90250N1A1AS-RK,,0.011004001455074573,,HDD,6.103515625e-05,2.5,SATA 3.0 Gb/s,0.0,0.25,8,160
Seagate Momentus,,0.014186977082575483,,HDD,6.103515625e-05,2.5,SATA 3.0 Gb/s,0.0,0.32,8,160
Crucial M4,,0.02291742451800655,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.512,0,550
Wintec N1,,0.005456529647144416,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.128,0,300
OCZ Solid 3,,0.005092761004001455,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.12,0,550
OCZ V3LT-25SAT3-240G,229.35,0.010549290651145871,0.790882938703253,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Intel 320,,0.00327391778828665,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.08,0,300
OCZ Solid 3,,0.002364496180429247,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.06,0,550
Hitachi Travelstar 7K500,,0.011004001455074573,,HDD,0.0001220703125,2.5,SATA 3.0 Gb/s,0.0,0.25,16,160
ADATA S592,,0.0025463805020007274,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.064,0,300
Intel 320,,0.0014550745725718443,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.04,0,300
Hitachi Travelstar 5K500.B,,0.014186977082575483,,HDD,6.103515625e-05,2.5,SATA 3.0 Gb/s,0.0,0.32,8,160
Samsung Spinpoint M8,,0.033739541651509636,,HDD,6.103515625e-05,2.5,SATA 3.0 Gb/s,0.0,0.75,8,160
OCZ Agility 3,,0.010549290651145871,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Intel 320,,0.013277555474718079,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.3,0,300
OCZ Vertex 2,,0.002364496180429247,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.06,0,300
Seagate Momentus 7200 FDE.2,,0.006911604219716261,,HDD,0.0001220703125,2.5,SATA 3.0 Gb/s,0.0,0.16,16,160
Corsair Force 3,,0.010549290651145871,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Intel 320,,0.006911604219716261,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.16,0,300
Patriot Wildfire,,0.010549290651145871,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Plextor PX-M2,,0.0025463805020007274,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.064,0,550
Toshiba MK3265GSX,,0.014186977082575483,,HDD,6.103515625e-05,2.5,SATA 3.0 Gb/s,0.0,0.32,8,160
Kingston SSDNow V+100,,0.004001455074572571,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.096,0,300
Corsair Force 3,,0.002364496180429247,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.06,0,550
Seagate Momentus,,0.033739541651509636,,HDD,0.0001220703125,2.5,SATA 3.0 Gb/s,0.0,0.75,16,160
ADATA S511,,0.010549290651145871,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
ADATA S511,,0.002364496180429247,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.06,0,550
Mushkin Chronos Deluxe,,0.005092761004001455,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.12,0,550
Samsung 470,,0.0025463805020007274,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.064,0,300
Samsung 470,,0.0025463805020007274,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.064,0,300
Samsung Spinpoint M8,,0.006911604219716261,,HDD,6.103515625e-05,2.5,SATA 3.0 Gb/s,0.0,0.16,8,160
Samsung 470,,0.011276827937431793,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.256,0,300
Kingston SSDNow V+100,,0.004001455074572571,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.096,0,300
Kingston SSDNow V+100,,0.004001455074572571,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.096,0,300
Mushkin Chronos,,0.010549290651145871,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Western Digital AV-25,,0.011004001455074573,,HDD,0.000244140625,2.5,SATA 3.0 Gb/s,0.0,0.25,32,160
OCZ Vertex Plus,,0.005092761004001455,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.12,0,300
Patriot Pyro,,0.002364496180429247,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.06,0,550
Western Digital Caviar Green,,0.033739541651509636,,HDD,0.00048828125,3.5,SATA 6.0 Gb/s,0.0,0.75,64,160
Hitachi Travelstar Z5K320,,0.011004001455074573,,HDD,6.103515625e-05,2.5,SATA 3.0 Gb/s,0.0,0.25,8,160
OCZ Vertex Plus,,0.002364496180429247,,SSD,0.00048828125,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.06,64,300
Patriot Pyro,,0.010549290651145871,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.24,0,550
Mushkin Chronos,,0.005092761004001455,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.12,0,550
ADATA S501 V2,,0.011276827937431793,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.256,0,550
ADATA S501 V2,,0.005456529647144416,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.128,0,550
Intel 320,,0.013277555474718079,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.3,0,300
OCZ Colossus Plus,,0.005092761004001455,,SSD,0.0009765625,3.5,SATA 3.0 Gb/s,0.02046783625730994,0.12,128,300
OCZ Colossus Plus,,0.010549290651145871,,SSD,0.0009765625,3.5,SATA 3.0 Gb/s,0.02046783625730994,0.24,128,300
Corsair Force GT,,0.003728628592215351,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.09,0,550
Samsung 470,,0.011276827937431793,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.256,0,300
Seagate Momentus 5400.6,,0.014186977082575483,,HDD,6.103515625e-05,2.5,SATA 3.0 Gb/s,0.0,0.32,8,160
Kingston SSDNow V100,,0.0010913059294288831,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.032,0,300
Kingston SSDNow V100,,0.0010913059294288831,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.032,0,300
Intel 320,,0.005092761004001455,,SSD,0.0,2.5,SATA 3.0 Gb/s,0.02046783625730994,0.12,0,300
OCZ Colossus 2,,0.043288468534012366,,SSD,0.0,3.5,SATA 3.0 Gb/s,0.02046783625730994,0.96,0,300
Mushkin Chronos Deluxe,,0.002364496180429247,,SSD,0.0,2.5,SATA 6.0 Gb/s,0.05701754385964912,0.06,0,550
