cpuName,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category
Intel Pentium 4 ,,115,,318,,68.1,1.68,1,2008,PGA478,Desktop
Intel Pentium 4 ,,114,,317,,68.1,1.67,1,2009,PGA478,Desktop
Intel Celeron ,15.0,113,7.55,183,12.17,,,1,2009,unknown,Unknown
VIA C7-M ,,112,,93,,,,1,2011,unknown,Unknown
Intel Pentium 4 ,,104,,292,,69.2,1.5,1,2009,PGA423,Desktop
Intel Celeron ,,101,,190,,,,1,2009,unknown,Unknown
VIA Nehemiah,,101,,75,,,,1,2011,unknown,Unknown
Intel Pentium 4 ,,100,,266,,64.0,1.57,1,2009,PGA423,Desktop
Intel Celeron ,,96,,307,,66.1,1.45,1,2009,PPGA478,Desktop
VIA Esther ,,95,,82,,,,1,2011,unknown,Unknown
ARM Cortex-A7 2 Core 960 MHz,,93,,140,,,,2,2021,unknown,Unknown
Intel Pentium 4 ,,86,,228,,57.8,1.48,1,2009,PGA423,Desktop
Intel Pentium 4 ,,86,,254,,64.0,1.35,1,2009,PGA423,Desktop
Intel Pentium 4 ,,84,,225,,38.0,2.22,1,2009,PGA478,Desktop
Intel Pentium 4 ,,83,,180,,54.7,1.52,1,2009,PGA423,Desktop
Intel Pentium 4 ,,81,,223,,57.8,1.41,1,2009,PGA423,Desktop
Intel Pentium 4 ,,77,,203,,51.6,1.5,1,2009,PGA423,Desktop
